success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,response,stimulus_id,painting,index,stimulus_left,stimulus_right,explain_trial,reward_type,rating_left,rating_right,painting_left,painting_right,block,left_chosen,chosen_obj,unchosen_obj,explain_response,reward_amount,see_reward_rt,register_reward_response,register_reward_rt,deliberation_reward_tally,stimulus_left_deliberation_ind,stimulus_right_deliberation_ind,chosen_trial,gain_left,higher_outcome_chosen,old_pair,chosen_object,rt_pairs,left_object_chosen,rt_object,old_response,new_rating,deliberated_stim,initial_rating,outcome_eval_rt,outcome_eval_response,outcome_eval_gain,outcome_eval_acc,preamble,outcome_eval_confidence,outcome_eval_confidence_rt,total_reward_tally,stim_type
,rating,,html-slider-response,14,77340,0.0-13.0,0,0,1mICX,,4497,,,,64,40,Vinc1n.jpg,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,15,81066,0.0-14.0,0,0,1mICX,,3722,,,,65,8,Picd1n.jpg,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,16,85070,0.0-15.0,0,0,1mICX,,4001,,,,34,62,Mona1n.jpg,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,17,87579,0.0-16.0,0,0,1mICX,,2504,,,,23,29,Klinb1.jpg,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,18,91156,0.0-17.0,0,0,1mICX,,3575,,,,30,42,Mackc1.jpg,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,19,94060,0.0-18.0,0,0,1mICX,,2900,,,,42,59,Macka1.jpg,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,20,96670,0.0-19.0,0,0,1mICX,,2607,,,,22,18,Krab1n.jpg,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,21,99256,0.0-20.0,0,0,1mICX,,2584,,,,56,22,Klina1.jpg,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,22,101912,0.0-21.0,0,0,1mICX,,2652,,,,25,4,Krasb1.jpg,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,23,104565,0.0-22.0,0,0,1mICX,,2650,,,,3,58,Klinc1.jpg,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,24,107795,0.0-23.0,0,0,1mICX,,3227,,,,58,54,Rohla1.jpg,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,25,111654,0.0-24.0,0,0,1mICX,,3856,,,,57,43,Clifb1.jpg,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,26,116569,0.0-25.0,0,0,1mICX,,4912,,,,40,16,Vincc1.jpg,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,27,124492,0.0-26.0,0,0,1mICX,,7919,,,,9,27,Gustc1.jpg,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,28,127246,0.0-27.0,0,0,1mICX,,2751,,,,3,26,Klid1n.jpg,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,29,130149,0.0-28.0,0,0,1mICX,,2900,,,,0,19,Picc1n.jpg,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,30,132770,0.0-29.0,0,0,1mICX,,2617,,,,0,20,Picb1n.jpg,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,31,135842,0.0-30.0,0,0,1mICX,,3069,,,,0,45,Lasc1n.jpg,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,32,139182,0.0-31.0,0,0,1mICX,,3337,,,,63,39,Kupb1n.jpg,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,33,143751,0.0-32.0,0,0,1mICX,,4566,,,,39,51,Lewic1.jpg,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,34,147216,0.0-33.0,0,0,1mICX,,3461,,,,60,50,Klic1n.jpg,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,35,160783,0.0-34.0,0,0,1mICX,,13564,,,,57,49,Lewc1n.jpg,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,36,164148,0.0-35.0,0,0,1mICX,,3361,,,,33,13,Kupka1.jpg,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,37,167049,0.0-36.0,0,0,1mICX,,2899,,,,9,7,Macb1n.jpg,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,38,170233,0.0-37.0,0,0,1mICX,,3181,,,,64,68,Mondb1.jpg,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,39,173080,0.0-38.0,0,0,1mICX,,2843,,,,39,34,Lasb1n.jpg,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,40,176106,0.0-39.0,0,0,1mICX,,3022,,,,12,44,Mackb1.jpg,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,41,179391,0.0-40.0,0,0,1mICX,,3283,,,,59,23,Rohlb1.jpg,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,42,181247,0.0-41.0,0,0,1mICX,,1853,,,,5,67,Picab1.jpg,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,43,184409,0.0-42.0,0,0,1mICX,,3158,,,,18,31,Picac1.jpg,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,44,187795,0.0-43.0,0,0,1mICX,,3383,,,,0,21,Kupkc1.jpg,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,45,190606,0.0-44.0,0,0,1mICX,,2808,,,,3,56,Clib1n.jpg,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,46,193014,0.0-45.0,0,0,1mICX,,2405,,,,0,53,Macc1n.jpg,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,47,197075,0.0-46.0,0,0,1mICX,,4058,,,,0,17,Picaa1.jpg,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,48,200193,0.0-47.0,0,0,1mICX,,3115,,,,41,28,Pice1n.jpg,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,49,204434,0.0-48.0,0,0,1mICX,,4238,,,,8,61,Grigb1.jpg,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,50,207347,0.0-49.0,0,0,1mICX,,2910,,,,0,2,Dekb1n.jpg,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,51,219464,0.0-50.0,0,0,1mICX,,12114,,,,14,64,Vincb1.jpg,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,52,222332,0.0-51.0,0,0,1mICX,,2865,,,,59,69,Picad1.jpg,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,53,225966,0.0-52.0,0,0,1mICX,,3631,,,,28,24,Lewa1n.jpg,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,54,228149,0.0-53.0,0,0,1mICX,,2179,,,,0,10,Vinb1n.jpg,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,55,232885,0.0-54.0,0,0,1mICX,,4734,,,,37,1,Monda1.jpg,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,56,236621,0.0-55.0,0,0,1mICX,,3732,,,,29,41,Picae1.jpg,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,57,242695,0.0-56.0,0,0,1mICX,,6071,,,,16,52,Dekoa1.jpg,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,58,245484,0.0-57.0,0,0,1mICX,,2786,,,,6,60,Kupc1n.jpg,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,59,248467,0.0-58.0,0,0,1mICX,,2979,,,,0,25,Dekob1.jpg,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,60,251795,0.0-59.0,0,0,1mICX,,3326,,,,9,66,Vinca1.jpg,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,61,254328,0.0-60.0,0,0,1mICX,,2529,,,,4,5,Pica1n.jpg,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,62,257793,0.0-61.0,0,0,1mICX,,3461,,,,1,14,Grib1n.jpg,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rating,,html-slider-response,63,262113,0.0-62.0,0,0,1mICX,,4316,,,,35,11,Clifa1.jpg,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deliberation_instructions,,instructions,64,316452,0.0-63.0-0.0,0,0,1mICX,"[{""page_index"":0,""viewing_time"":39324},{""page_index"":1,""viewing_time"":4556},{""page_index"":2,""viewing_time"":8921},{""page_index"":3,""viewing_time"":1530}]",54333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deliberation_comprehension_check,,survey-multi-choice,65,340403,0.0-63.0-1.0,0,0,1mICX,,23942,"{""Q0"":""True"",""Q1"":""False"",""Q2"":""Do it as quickly as possible"",""Q3"":""True"",""Q4"":""K""}",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,missed_instruction_checkup,,html-keyboard-response,66,342945,0.0-63.0-2.0-0.0,0,1,1mICX,,2532,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deliberation_instructions,,instructions,67,382724,0.0-63.1-0.1,0,0,1mICX,"[{""page_index"":0,""viewing_time"":19640},{""page_index"":1,""viewing_time"":17100},{""page_index"":2,""viewing_time"":1710},{""page_index"":3,""viewing_time"":1326}]",39777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deliberation_comprehension_check,,survey-multi-choice,68,400736,0.0-63.1-1.1,0,0,1mICX,,18005,"{""Q0"":""True"",""Q1"":""True"",""Q2"":""Consider carefully and take your time (up to 10 seconds)"",""Q3"":""True"",""Q4"":""K""}",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,missed_instruction_checkup,,html-keyboard-response,69,403576,0.0-63.1-2.1-0.1,0,1,1mICX,,2833,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deliberation_instructions,,instructions,70,425282,0.0-63.2-0.2,0,0,1mICX,"[{""page_index"":0,""viewing_time"":1287},{""page_index"":1,""viewing_time"":18494},{""page_index"":2,""viewing_time"":787},{""page_index"":3,""viewing_time"":1136}]",21705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deliberation_comprehension_check,,survey-multi-choice,71,452339,0.0-63.2-1.2,0,0,1mICX,,27052,"{""Q0"":""True"",""Q1"":""True"",""Q2"":""Consider carefully and take your time (up to 10 seconds)"",""Q3"":""True"",""Q4"":""K""}",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,missed_instruction_checkup,,html-keyboard-response,72,454297,0.0-63.2-2.2-0.2,0,1,1mICX,,1951,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deliberation_instructions,,instructions,73,482484,0.0-63.3-0.3,0,0,1mICX,"[{""page_index"":0,""viewing_time"":7905},{""page_index"":1,""viewing_time"":13172},{""page_index"":2,""viewing_time"":5882},{""page_index"":3,""viewing_time"":1227}]",28186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deliberation_comprehension_check,,survey-multi-choice,74,490213,0.0-63.3-1.3,0,0,1mICX,,7721,"{""Q0"":""True"",""Q1"":""True"",""Q2"":""Consider carefully and take your time (up to 10 seconds)"",""Q3"":""True"",""Q4"":""D""}",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,start_phase,,html-keyboard-response,75,492287,0.0-64.0,0,0,1mICX,,2067,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,first_deliberation_block,,html-keyboard-response,76,494711,0.0-65.0,0,0,1mICX,,2422,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,77,495717,0.0-66.0-0.0,0,0,1mICX,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deliberation,,html-keyboard-response,78,498127,0.0-66.0-1.0,0,0,1mICX,,2407,,,75,,,,0,29,13,0,-1,23,33,Klinb1.jpg,Kupka1.jpg,1,0,13,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,79,498631,0.0-66.0-2.0-0.0,0,0,1mICX,,null,,,null,,,,0,29,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,80,499640,0.0-67.0-0.0,0,0,1mICX,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deliberation,,html-keyboard-response,81,501319,0.0-67.0-1.0,0,0,1mICX,,1676,,,68,,,,1,34,3,1,1,39,18,Lasb1n.jpg,Klib1n.jpg,1,1,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,82,501824,0.0-67.0-2.0-0.0,0,0,1mICX,,null,,,null,,,,1,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,explain_trial,,survey-text,83,513938,0.0-67.0-5.0-0.0,0,0,1mICX,,12109,"{""Q0"":""I think it looks more realistic.""}",,,,,,1,34,3,,,,,,,,,,,"{""Q0"":""I think it looks more realistic.""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,84,514946,0.0-68.0-0.0,0,0,1mICX,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deliberation,,html-keyboard-response,85,516782,0.0-68.0-1.0,0,0,1mICX,,1833,,,68,,,,2,37,64,1,-1,28,14,Deka1n.jpg,Vincb1.jpg,1,1,37,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,86,517287,0.0-68.0-2.0-0.0,0,0,1mICX,,null,,,null,,,,2,37,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,explain_trial,,survey-text,87,534818,0.0-68.0-5.0-0.0,0,0,1mICX,,17528,"{""Q0"":""I think it looks more realistic.""}",,,,,,2,37,64,,,,,,,,,,,"{""Q0"":""I think it looks more realistic.""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,88,535822,0.0-69.0-0.0,0,0,1mICX,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deliberation,,html-keyboard-response,89,538558,0.0-69.0-1.0,0,0,1mICX,,2733,,,68,,,,3,18,44,1,1,22,12,Krab1n.jpg,Mackb1.jpg,1,1,18,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,90,539061,0.0-69.0-2.0-0.0,0,0,1mICX,,null,,,null,,,,3,18,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,explain_trial,,survey-text,91,552628,0.0-69.0-5.0-0.0,0,0,1mICX,,13562,"{""Q0"":""It is a young woman instead of an old one.""}",,,,,,3,18,44,,,,,,,,,,,"{""Q0"":""It is a young woman instead of an old one.""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,92,553634,0.0-70.0-0.0,0,0,1mICX,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deliberation,,html-keyboard-response,93,558445,0.0-70.0-1.0,0,0,1mICX,,4808,,,68,,,,4,27,24,0,-1,9,28,Gustc1.jpg,Lewa1n.jpg,1,1,27,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,94,558949,0.0-70.0-2.0-0.0,0,0,1mICX,,null,,,null,,,,4,27,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,95,559957,0.0-71.0-0.0,0,0,1mICX,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deliberation,,html-keyboard-response,96,562054,0.0-71.0-1.0,0,0,1mICX,,2093,,,68,,,,5,52,16,0,-1,16,40,Dekoa1.jpg,Vincc1.jpg,1,1,52,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,97,562557,0.0-71.0-2.0-0.0,0,0,1mICX,,null,,,null,,,,5,52,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,98,563564,0.0-72.0-0.0,0,0,1mICX,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deliberation,,html-keyboard-response,99,565893,0.0-72.0-1.0,0,0,1mICX,,2325,,,68,,,,6,4,62,0,1,25,34,Krasb1.jpg,Mona1n.jpg,1,1,4,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,100,566397,0.0-72.0-2.0-0.0,0,0,1mICX,,null,,,null,,,,6,4,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,101,567400,0.0-73.0-0.0,0,0,1mICX,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deliberation,,html-keyboard-response,102,570141,0.0-73.0-1.0,0,0,1mICX,,2738,,,68,,,,7,11,61,0,1,35,8,Clifa1.jpg,Grigb1.jpg,1,1,11,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,103,570644,0.0-73.0-2.0-0.0,0,0,1mICX,,null,,,null,,,,7,11,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,104,571651,0.0-74.0-0.0,0,0,1mICX,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deliberation,,html-keyboard-response,105,573988,0.0-74.0-1.0,0,0,1mICX,,2334,,,68,,,,8,31,51,1,1,18,39,Picac1.jpg,Lewic1.jpg,1,1,31,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,106,574494,0.0-74.0-2.0-0.0,0,0,1mICX,,null,,,null,,,,8,31,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,explain_trial,,survey-text,107,589359,0.0-74.0-5.0-0.0,0,0,1mICX,,14862,"{""Q0"":""This painting looks more realistic than the other.""}",,,,,,8,31,51,,,,,,,,,,,"{""Q0"":""This painting looks more realistic than the other.""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,108,590366,0.0-75.0-0.0,0,0,1mICX,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deliberation,,html-keyboard-response,109,592378,0.0-75.0-1.0,0,0,1mICX,,2009,,,68,,,,9,41,66,1,-1,29,9,Picae1.jpg,Vinca1.jpg,1,1,41,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,110,592880,0.0-75.0-2.0-0.0,0,0,1mICX,,null,,,null,,,,9,41,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,explain_trial,,survey-text,111,602735,0.0-75.0-5.0-0.0,0,0,1mICX,,9852,"{""Q0"":""This painting is more colorful. ""}",,,,,,9,41,66,,,,,,,,,,,"{""Q0"":""This painting is more colorful. ""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,112,603740,0.0-76.0-0.0,0,0,1mICX,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deliberation,,html-keyboard-response,113,605605,0.0-76.0-1.0,0,0,1mICX,,1860,,,75,,,,10,15,42,1,1,23,30,Lassc1.jpg,Mackc1.jpg,1,0,42,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,114,606108,0.0-76.0-2.0-0.0,0,0,1mICX,,null,,,null,,,,10,15,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,explain_trial,,survey-text,115,618700,0.0-76.0-5.0-0.0,0,0,1mICX,,12588,"{""Q0"":""The one on the left is disturbing.""}",,,,,,10,15,42,,,,,,,,,,,"{""Q0"":""The one on the left is disturbing.""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,116,619706,0.0-77.0-0.0,0,0,1mICX,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deliberation,,html-keyboard-response,117,621588,0.0-77.0-1.0,0,0,1mICX,,1879,,,68,,,,11,1,7,0,-1,37,9,Monda1.jpg,Macb1n.jpg,1,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,118,622092,0.0-77.0-2.0-0.0,0,0,1mICX,,null,,,null,,,,11,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,practice_deliberation_again,,html-keyboard-response,119,625267,0.0-77.0-6.0-0.0,0,0,1mICX,,3173,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,120,626273,0.0-78.0-0.0,0,0,1mICX,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
