"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","warning","missed_checkup","PID","stim_type","view_history","rt","responses","category","repeat_instructions","key_press","response","stimulus_id","painting","index","stimulus_left","stimulus_right","explain_trial","reward_type","rating_left","rating_right","painting_left","painting_right","block","left_chosen","chosen_obj","unchosen_obj","explain_response","reward_amount","see_reward_rt","register_reward_response","register_reward_rt","deliberation_reward_tally","stimulus_left_deliberation_ind","stimulus_right_deliberation_ind","chosen_trial","gain_left","higher_outcome_chosen","old_pair","chosen_object","rt_pairs","left_object_chosen","rt_object","old_response","new_rating","deliberated_stim","initial_rating","outcome_eval_rt","outcome_eval_response","outcome_eval_gain","outcome_eval_acc","preamble","outcome_eval_confidence","outcome_eval_confidence_rt","total_reward_tally"
"","rating","","html-slider-response","11","161500","0.0-10.0","0","0","vRFa3","People","","2844","","","","","37","46","stefan-stefancik-QXevDflbl8A-unsplash.jpg","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","12","163904","0.0-11.0","0","0","vRFa3","People","","2402","","","","","45","9","carlos-andres-gomez-vJuk8Y86mRw-unsplash.jpg","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","13","166306","0.0-12.0","0","0","vRFa3","People","","2400","","","","","65","26","juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","14","169786","0.0-13.0","0","0","vRFa3","People","","3477","","","","","46","24","joel-mott-LaK153ghdig-unsplash.jpg","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","15","172202","0.0-14.0","0","0","vRFa3","People","","2414","","","","","38","3","art-hauntington-jzY0KRJopEI-unsplash.jpg","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","16","174693","0.0-15.0","0","0","vRFa3","People","","2489","","","","","58","42","prince-akachi-l3IHXOdMyHQ-unsplash.jpg","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","17","178717","0.0-16.0","0","0","vRFa3","People","","4021","","","","","58","31","mathilda-khoo-vLR0YP_otCo-unsplash.jpg","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","18","182466","0.0-17.0","0","0","vRFa3","People","","3747","","","","","55","14","freddy-kearney-o-ioeoATbIM-unsplash.jpg","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","19","185206","0.0-18.0","0","0","vRFa3","People","","2737","","","","","40","37","pavel-anoshin-d0peGya6R5Y-unsplash.jpg","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","20","187914","0.0-19.0","0","0","vRFa3","People","","2705","","","","","40","11","christian-ferrer-8vT-DgHZDG4-unsplash.jpg","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","21","190013","0.0-20.0","0","0","vRFa3","People","","2097","","","","","67","6","ben-o-bro-C5XyLljkMrY-unsplash.jpg","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","22","192495","0.0-21.0","0","0","vRFa3","People","","2479","","","","","43","39","philip-martin-5aGUyCW_PJw-unsplash.jpg","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","23","194804","0.0-22.0","0","0","vRFa3","People","","2306","","","","","55","41","prince-akachi-i2hoD-C2RUA-unsplash.jpg","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","24","197864","0.0-23.0","0","0","vRFa3","People","","3059","","","","","36","4","barna-bartis-2x3vfVxwR7o-unsplash.jpg","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","25","200692","0.0-24.0","0","0","vRFa3","People","","2827","","","","","72","43","raamin-ka-0qJBEzudn5E-unsplash.jpg","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","26","203186","0.0-25.0","0","0","vRFa3","People","","2491","","","","","22","0","abstral-official-cyOKLSgkgCE-unsplash.jpg","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","27","205657","0.0-26.0","0","0","vRFa3","People","","2469","","","","","55","21","jessica-felicio-_cvwXhGqG-o-unsplash.jpg","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","28","208334","0.0-27.0","0","0","vRFa3","People","","2675","","","","","40","23","joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","29","210746","0.0-28.0","0","0","vRFa3","People","","2410","","","","","38","30","matheus-ferrero-pg_WCHWSdT8-unsplash.jpg","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","30","213420","0.0-29.0","0","0","vRFa3","People","","2672","","","","","59","33","olena-sergienko-0TSd6uCKTKc-unsplash.jpg","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","31","216907","0.0-30.0","0","0","vRFa3","People","","3485","","","","","77","13","erik-lucatero-d2MSDujJl2g-unsplash.jpg","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","32","219686","0.0-31.0","0","0","vRFa3","People","","2777","","","","","43","19","ha-nguy-n-OFSQ6bHjFjs-unsplash.jpg","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","33","223090","0.0-32.0","0","0","vRFa3","People","","3402","","","","","42","22","jessica-radanavong-mrYkTuAesKE-unsplash.jpg","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","34","226246","0.0-33.0","0","0","vRFa3","People","","3154","","","","","70","32","nathan-dumlao-ger61_TX6oI-unsplash.jpg","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","35","228346","0.0-34.0","0","0","vRFa3","People","","2098","","","","","34","27","jurica-koletic-7YVZYZeITc8-unsplash.jpg","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","36","230964","0.0-35.0","0","0","vRFa3","People","","2616","","","","","56","45","sarah-noltner-pL5ZzPp1zqg-unsplash.jpg","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","37","233400","0.0-36.0","0","0","vRFa3","People","","2434","","","","","38","28","justin-chen-J7Cf1Gch49E-unsplash.jpg","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","38","236460","0.0-37.0","0","0","vRFa3","People","","3058","","","","","42","47","tyler-nix-ZGa9d1a_4tA-unsplash.jpg","34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","39","240635","0.0-38.0","0","0","vRFa3","People","","4173","","","","","52","16","giano-currie-5-9YOsmf8IQ-unsplash.jpg","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","40","244531","0.0-39.0","0","0","vRFa3","People","","3894","","","","","60","44","rikonavt-HQjfrvdTfak-unsplash.jpg","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","41","247885","0.0-40.0","0","0","vRFa3","People","","3351","","","","","56","5","batel-studio-ttSRjiYG_WM-unsplash.jpg","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","42","251839","0.0-41.0","0","0","vRFa3","People","","3952","","","","","74","36","ospan-ali-mGdA2fzjWLo-unsplash.jpg","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","43","254675","0.0-42.0","0","0","vRFa3","People","","2834","","","","","65","38","petr-sevcovic-HzDF-rxlSeM-unsplash.jpg","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","44","256877","0.0-43.0","0","0","vRFa3","People","","2200","","","","","39","35","oliver-ragfelt-khV4fTy6-D8-unsplash.jpg","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","45","259347","0.0-44.0","0","0","vRFa3","People","","2468","","","","","54","2","arjunsyah-TBUA5KHJn6k-unsplash.jpg","41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","46","261796","0.0-45.0","0","0","vRFa3","People","","2445","","","","","55","18","good-faces-xmSWVeGEnJw-unsplash.jpg","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","47","263882","0.0-46.0","0","0","vRFa3","People","","2084","","","","","44","29","leilani-angel-K84vnnzxmTQ-unsplash.jpg","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","48","266028","0.0-47.0","0","0","vRFa3","People","","2144","","","","","22","10","charles-etoroma-95UF6LXe-Lo-unsplash.jpg","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","49","268880","0.0-48.0","0","0","vRFa3","People","","2849","","","","","42","8","bruce-dixon-3M9WJQVHzog-unsplash.jpg","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","50","271218","0.0-49.0","0","0","vRFa3","People","","2336","","","","","62","15","gabriel-silverio-u3WmDyKGsrY-unsplash.jpg","46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","51","273797","0.0-50.0","0","0","vRFa3","People","","2576","","","","","43","25","joseph-gonzalez-iFgRcqHznqg-unsplash.jpg","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","52","277609","0.0-51.0","0","0","vRFa3","People","","3810","","","","","47","12","daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","53","280478","0.0-52.0","0","0","vRFa3","People","","2867","","","","","18","49","vicky-hladynets-_gDoyVv5F4c-unsplash.jpg","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_instructions","","instructions","54","383777","0.0-53.0-0.0","0","0","vRFa3","People","[{""page_index"":0,""viewing_time"":10011},{""page_index"":1,""viewing_time"":6230},{""page_index"":2,""viewing_time"":58136},{""page_index"":3,""viewing_time"":27057},{""page_index"":4,""viewing_time"":1862}]","103296","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","survey-multi-choice","55","399478","0.0-53.0-1.0","0","0","vRFa3","People","","15696","{""Q0"":""True"",""Q1"":""True"",""Q2"":""Consider carefully and take your time (up to 10 seconds)"",""Q3"":""True"",""Q4"":""D""}","deliberation_comprehension_check","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","start_phase","","html-keyboard-response","56","402424","0.0-54.0","0","0","vRFa3","People","","2943","","","","78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","first_deliberation_block","","html-keyboard-response","57","406037","0.0-55.0","0","0","vRFa3","People","","3612","","","","78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","","html-keyboard-response","58","407049","0.0-56.0-0.0","0","0","vRFa3","People","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","59","409262","0.0-56.0-1.0","0","0","vRFa3","People","","2210","","","","68","","","","0","14","47","1","1","55","42","freddy-kearney-o-ioeoATbIM-unsplash.jpg","tyler-nix-ZGa9d1a_4tA-unsplash.jpg","1","1","14","47","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","choice_confirmation","","html-keyboard-response","60","409770","0.0-56.0-2.0-0.0","0","0","vRFa3","People","","null","","","","null","","","","0","14","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","explain_trial","","survey-text","61","423186","0.0-56.0-5.0-0.0","0","0","vRFa3","People","","13413","{""Q0"":""It evokes more emotions.""}","","","","","","","0","14","47","","","","","","","","","","","{""Q0"":""It evokes more emotions.""}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","","html-keyboard-response","62","424194","0.0-57.0-0.0","0","0","vRFa3","People","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","63","426917","0.0-57.0-1.0","0","0","vRFa3","People","","2722","","","","68","","","","1","29","12","0","-1","44","47","leilani-angel-K84vnnzxmTQ-unsplash.jpg","daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","1","1","29","12","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","choice_confirmation","","html-keyboard-response","64","427435","0.0-57.0-2.0-0.0","0","0","vRFa3","People","","null","","","","null","","","","1","29","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","","html-keyboard-response","65","428444","0.0-58.0-0.0","0","0","vRFa3","People","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","66","430205","0.0-58.0-1.0","0","0","vRFa3","People","","1758","","","","75","","","","2","24","42","0","-1","46","58","joel-mott-LaK153ghdig-unsplash.jpg","prince-akachi-l3IHXOdMyHQ-unsplash.jpg","1","0","42","24","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","choice_confirmation","","html-keyboard-response","67","430716","0.0-58.0-2.0-0.0","0","0","vRFa3","People","","null","","","","null","","","","2","24","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","","html-keyboard-response","68","431734","0.0-59.0-0.0","0","0","vRFa3","People","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","69","433348","0.0-59.0-1.0","0","0","vRFa3","People","","1611","","","","75","","","","3","5","16","1","-1","56","52","batel-studio-ttSRjiYG_WM-unsplash.jpg","giano-currie-5-9YOsmf8IQ-unsplash.jpg","1","0","16","5","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","choice_confirmation","","html-keyboard-response","70","433871","0.0-59.0-2.0-0.0","0","0","vRFa3","People","","null","","","","null","","","","3","5","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","explain_trial","","survey-text","71","459019","0.0-59.0-5.0-0.0","0","0","vRFa3","People","","25146","{""Q0"":""The model has more interesting eye contact with the camera.""}","","","","","","","3","5","16","","","","","","","","","","","{""Q0"":""The model has more interesting eye contact with the camera.""}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","","html-keyboard-response","72","460024","0.0-60.0-0.0","0","0","vRFa3","People","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","73","461553","0.0-60.0-1.0","0","0","vRFa3","People","","1526","","","","68","","","","4","31","9","1","1","58","45","mathilda-khoo-vLR0YP_otCo-unsplash.jpg","carlos-andres-gomez-vJuk8Y86mRw-unsplash.jpg","1","1","31","9","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","choice_confirmation","","html-keyboard-response","74","462065","0.0-60.0-2.0-0.0","0","0","vRFa3","People","","null","","","","null","","","","4","31","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","explain_trial","","survey-text","75","487303","0.0-60.0-5.0-0.0","0","0","vRFa3","People","","25236","{""Q0"":""The subject looks mysterious and the photo makes me want to discern her emotions.""}","","","","","","","4","31","9","","","","","","","","","","","{""Q0"":""The subject looks mysterious and the photo makes me want to discern her emotions.""}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","","html-keyboard-response","76","488316","0.0-61.0-0.0","0","0","vRFa3","People","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","77","491811","0.0-61.0-1.0","0","0","vRFa3","People","","3493","","","","68","","","","5","21","33","0","-1","55","59","jessica-felicio-_cvwXhGqG-o-unsplash.jpg","olena-sergienko-0TSd6uCKTKc-unsplash.jpg","1","1","21","33","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","choice_confirmation","","html-keyboard-response","78","492335","0.0-61.0-2.0-0.0","0","0","vRFa3","People","","null","","","","null","","","","5","21","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","","html-keyboard-response","79","493359","0.0-62.0-0.0","0","0","vRFa3","People","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","80","495023","0.0-62.0-1.0","0","0","vRFa3","People","","1661","","","","68","","","","6","45","22","1","1","56","42","sarah-noltner-pL5ZzPp1zqg-unsplash.jpg","jessica-radanavong-mrYkTuAesKE-unsplash.jpg","1","1","45","22","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","choice_confirmation","","html-keyboard-response","81","495537","0.0-62.0-2.0-0.0","0","0","vRFa3","People","","null","","","","null","","","","6","45","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","explain_trial","","survey-text","82","514406","0.0-62.0-5.0-0.0","0","0","vRFa3","People","","18867","{""Q0"":""It has a more interesting angle and facial expression.""}","","","","","","","6","45","22","","","","","","","","","","","{""Q0"":""It has a more interesting angle and facial expression.""}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","","html-keyboard-response","83","515416","0.0-63.0-0.0","0","0","vRFa3","People","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","84","517259","0.0-63.0-1.0","0","0","vRFa3","People","","1840","","","","68","","","","7","2","25","0","-1","54","43","arjunsyah-TBUA5KHJn6k-unsplash.jpg","joseph-gonzalez-iFgRcqHznqg-unsplash.jpg","1","1","2","25","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","choice_confirmation","","html-keyboard-response","85","517769","0.0-63.0-2.0-0.0","0","0","vRFa3","People","","null","","","","null","","","","7","2","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","","html-keyboard-response","86","518778","0.0-64.0-0.0","0","0","vRFa3","People","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","87","521788","0.0-64.0-1.0","0","0","vRFa3","People","","3008","","","","68","","","","8","40","19","0","1","57","43","prince-akachi-4Yv84VgQkRM-unsplash.jpg","ha-nguy-n-OFSQ6bHjFjs-unsplash.jpg","1","1","40","19","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","choice_confirmation","","html-keyboard-response","88","522298","0.0-64.0-2.0-0.0","0","0","vRFa3","People","","null","","","","null","","","","8","40","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","","html-keyboard-response","89","523315","0.0-65.0-0.0","0","0","vRFa3","People","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","90","526625","0.0-65.0-1.0","0","0","vRFa3","People","","3306","","","","75","","","","9","8","34","1","-1","42","46","bruce-dixon-3M9WJQVHzog-unsplash.jpg","oliver-johnson-1TUIcKob7Zs-unsplash.jpg","1","0","34","8","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","choice_confirmation","","html-keyboard-response","91","527141","0.0-65.0-2.0-0.0","0","0","vRFa3","People","","null","","","","null","","","","9","8","34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","explain_trial","","survey-text","92","539350","0.0-65.0-5.0-0.0","0","0","vRFa3","People","","12206","{""Q0"":""The eye contact is more compelling.""}","","","","","","","9","8","34","","","","","","","","","","","{""Q0"":""The eye contact is more compelling.""}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","","html-keyboard-response","93","540364","0.0-66.0-0.0","0","0","vRFa3","People","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","94","543201","0.0-66.0-1.0","0","0","vRFa3","People","","2835","","","","75","","","","10","23","18","1","1","40","55","joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg","good-faces-xmSWVeGEnJw-unsplash.jpg","1","0","18","23","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","choice_confirmation","","html-keyboard-response","95","543709","0.0-66.0-2.0-0.0","0","0","vRFa3","People","","null","","","","null","","","","10","23","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","explain_trial","","survey-text","96","553140","0.0-66.0-5.0-0.0","0","0","vRFa3","People","","9428","{""Q0"":""The angle of the face is more interesting.""}","","","","","","","10","23","18","","","","","","","","","","","{""Q0"":""The angle of the face is more interesting.""}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","","html-keyboard-response","97","554161","0.0-67.0-0.0","0","0","vRFa3","People","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","98","556420","0.0-67.0-1.0","0","0","vRFa3","People","","2257","","","","68","","","","11","39","41","0","1","43","55","philip-martin-5aGUyCW_PJw-unsplash.jpg","prince-akachi-i2hoD-C2RUA-unsplash.jpg","1","1","39","41","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","choice_confirmation","","html-keyboard-response","99","556931","0.0-67.0-2.0-0.0","0","0","vRFa3","People","","null","","","","null","","","","11","39","41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","practice_deliberation_again","","html-keyboard-response","100","559861","0.0-67.0-6.0-0.0","0","0","vRFa3","People","","2927","","","","78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","","html-keyboard-response","101","560877","0.0-68.0-0.0","0","0","vRFa3","People","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","102","562663","0.0-68.0-1.0","0","0","vRFa3","People","","1784","","","","68","","","","12","29","12","1","-1","44","47","leilani-angel-K84vnnzxmTQ-unsplash.jpg","daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","2","1","29","12","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","choice_confirmation","","html-keyboard-response","103","563174","0.0-68.0-2.0-0.0","0","0","vRFa3","People","","null","","","","null","","","","12","29","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","explain_trial","","survey-text","104","585815","0.0-68.0-5.0-0.0","0","0","vRFa3","People","","22639","{""Q0"":""The angle of the face is better and the man seems to be thinking more interesting thoughts.""}","","","","","","","12","29","12","","","","","","","","","","","{""Q0"":""The angle of the face is better and the man seems to be thinking more interesting thoughts.""}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
