"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","warning","missed_checkup","PID","stim_type","view_history","rt","responses","category","repeat_instructions","key_press","response","stimulus_id","painting","index","stimulus_left","stimulus_right","explain_trial","reward_type","rating_left","rating_right","painting_left","painting_right","block","left_chosen","chosen_obj","unchosen_obj","explain_response","reward_amount","see_reward_rt","register_reward_response","register_reward_rt","deliberation_reward_tally","stimulus_left_deliberation_ind","stimulus_right_deliberation_ind","chosen_trial","gain_left","higher_outcome_chosen","old_pair","chosen_object","rt_pairs","left_object_chosen","rt_object","old_response","new_rating","deliberated_stim","initial_rating","outcome_eval_rt","outcome_eval_response","outcome_eval_gain","outcome_eval_acc","preamble","outcome_eval_confidence","outcome_eval_confidence_rt","total_reward_tally"
"","rating","","html-slider-response","23","72186","0.0-19.0","0","0","sNyXJ","People","","1609","","","","","42","26","juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","24","74400","0.0-20.0","0","0","sNyXJ","People","","2213","","","","","65","7","brooke-cagle-HRZUzoX1e6w-unsplash.jpg","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","25","76468","0.0-21.0","0","0","sNyXJ","People","","2066","","","","","38","28","justin-chen-J7Cf1Gch49E-unsplash.jpg","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","26","78648","0.0-22.0","0","0","sNyXJ","People","","2179","","","","","66","33","olena-sergienko-0TSd6uCKTKc-unsplash.jpg","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","27","80468","0.0-23.0","0","0","sNyXJ","People","","1819","","","","","39","6","ben-o-bro-C5XyLljkMrY-unsplash.jpg","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","28","82488","0.0-24.0","0","0","sNyXJ","People","","2018","","","","","37","8","bruce-dixon-3M9WJQVHzog-unsplash.jpg","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","29","84426","0.0-25.0","0","0","sNyXJ","People","","1937","","","","","39","40","prince-akachi-4Yv84VgQkRM-unsplash.jpg","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","30","87076","0.0-26.0","0","0","sNyXJ","People","","2649","","","","","57","20","houcine-ncib-B4TjXnI0Y2c-unsplash.jpg","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","31","89908","0.0-27.0","0","0","sNyXJ","People","","2831","","","","","52","44","rikonavt-HQjfrvdTfak-unsplash.jpg","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","32","92084","0.0-28.0","0","0","sNyXJ","People","","2174","","","","","63","34","oliver-johnson-1TUIcKob7Zs-unsplash.jpg","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","33","94560","0.0-29.0","0","0","sNyXJ","People","","2474","","","","","61","48","velizar-ivanov-7ktP9yZA1g4-unsplash.jpg","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","34","96404","0.0-30.0","0","0","sNyXJ","People","","1843","","","","","60","11","christian-ferrer-8vT-DgHZDG4-unsplash.jpg","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","35","98482","0.0-31.0","0","0","sNyXJ","People","","2077","","","","","53","41","prince-akachi-i2hoD-C2RUA-unsplash.jpg","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","36","100822","0.0-32.0","0","0","sNyXJ","People","","2338","","","","","41","14","freddy-kearney-o-ioeoATbIM-unsplash.jpg","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","37","103135","0.0-33.0","0","0","sNyXJ","People","","2311","","","","","59","31","mathilda-khoo-vLR0YP_otCo-unsplash.jpg","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","38","105022","0.0-34.0","0","0","sNyXJ","People","","1885","","","","","44","22","jessica-radanavong-mrYkTuAesKE-unsplash.jpg","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","39","107498","0.0-35.0","0","0","sNyXJ","People","","2475","","","","","66","12","daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","40","109364","0.0-36.0","0","0","sNyXJ","People","","1864","","","","","42","27","jurica-koletic-7YVZYZeITc8-unsplash.jpg","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","41","111109","0.0-37.0","0","0","sNyXJ","People","","1743","","","","","62","5","batel-studio-ttSRjiYG_WM-unsplash.jpg","34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","42","113519","0.0-38.0","0","0","sNyXJ","People","","2409","","","","","39","19","ha-nguy-n-OFSQ6bHjFjs-unsplash.jpg","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","43","115777","0.0-39.0","0","0","sNyXJ","People","","2257","","","","","66","43","raamin-ka-0qJBEzudn5E-unsplash.jpg","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","44","118345","0.0-40.0","0","0","sNyXJ","People","","2566","","","","","68","21","jessica-felicio-_cvwXhGqG-o-unsplash.jpg","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","45","120627","0.0-41.0","0","0","sNyXJ","People","","2280","","","","","34","4","barna-bartis-2x3vfVxwR7o-unsplash.jpg","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","46","123391","0.0-42.0","0","0","sNyXJ","People","","2763","","","","","27","32","nathan-dumlao-ger61_TX6oI-unsplash.jpg","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","47","125463","0.0-43.0","0","0","sNyXJ","People","","2070","","","","","67","46","stefan-stefancik-QXevDflbl8A-unsplash.jpg","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","48","127521","0.0-44.0","0","0","sNyXJ","People","","2056","","","","","65","16","giano-currie-5-9YOsmf8IQ-unsplash.jpg","41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","49","129541","0.0-45.0","0","0","sNyXJ","People","","2018","","","","","66","18","good-faces-xmSWVeGEnJw-unsplash.jpg","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","50","132425","0.0-46.0","0","0","sNyXJ","People","","2883","","","","","57","42","prince-akachi-l3IHXOdMyHQ-unsplash.jpg","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","51","134269","0.0-47.0","0","0","sNyXJ","People","","1842","","","","","64","30","matheus-ferrero-pg_WCHWSdT8-unsplash.jpg","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","52","136265","0.0-48.0","0","0","sNyXJ","People","","1994","","","","","39","37","pavel-anoshin-d0peGya6R5Y-unsplash.jpg","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","53","138303","0.0-49.0","0","0","sNyXJ","People","","2037","","","","","63","3","art-hauntington-jzY0KRJopEI-unsplash.jpg","46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","54","140411","0.0-50.0","0","0","sNyXJ","People","","2106","","","","","36","35","oliver-ragfelt-khV4fTy6-D8-unsplash.jpg","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","55","142527","0.0-51.0","0","0","sNyXJ","People","","2114","","","","","69","15","gabriel-silverio-u3WmDyKGsrY-unsplash.jpg","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","56","144481","0.0-52.0","0","0","sNyXJ","People","","1953","","","","","34","2","arjunsyah-TBUA5KHJn6k-unsplash.jpg","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_instructions","","instructions","57","605438","0.0-53.0-0.0","0","0","sNyXJ","People","[{""page_index"":0,""viewing_time"":437214},{""page_index"":1,""viewing_time"":6822},{""page_index"":2,""viewing_time"":7474},{""page_index"":3,""viewing_time"":8219},{""page_index"":4,""viewing_time"":1226}]","460955","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","survey-multi-choice","58","624289","0.0-53.0-1.0","0","0","sNyXJ","People","","18847","{""Q0"":""True"",""Q1"":""True"",""Q2"":""Consider carefully and take your time (up to 10 seconds)"",""Q3"":""True"",""Q4"":""D""}","deliberation_comprehension_check","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","start_phase","","html-keyboard-response","59","627621","0.0-54.0","0","0","sNyXJ","People","","3329","","","","78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","first_deliberation_block","","html-keyboard-response","60","629172","0.0-55.0","0","0","sNyXJ","People","","1549","","","","78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","","html-keyboard-response","61","630183","0.0-56.0-0.0","0","0","sNyXJ","People","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","62","630996","0.0-56.0-1.0","0","0","sNyXJ","People","","811","","","","68","","","","0","48","47","0","1","61","41","velizar-ivanov-7ktP9yZA1g4-unsplash.jpg","tyler-nix-ZGa9d1a_4tA-unsplash.jpg","1","1","48","47","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","choice_confirmation","","html-keyboard-response","63","631506","0.0-56.0-2.0-0.0","0","0","sNyXJ","People","","null","","","","null","","","","0","48","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","","html-keyboard-response","64","632529","0.0-57.0-0.0","0","0","sNyXJ","People","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","65","634013","0.0-57.0-1.0","0","0","sNyXJ","People","","1482","","","","75","","","","1","24","11","0","-1","58","60","joel-mott-LaK153ghdig-unsplash.jpg","christian-ferrer-8vT-DgHZDG4-unsplash.jpg","1","0","11","24","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","choice_confirmation","","html-keyboard-response","66","634527","0.0-57.0-2.0-0.0","0","0","sNyXJ","People","","null","","","","null","","","","1","24","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","","html-keyboard-response","67","635535","0.0-58.0-0.0","0","0","sNyXJ","People","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","68","636589","0.0-58.0-1.0","0","0","sNyXJ","People","","1052","","","","68","","","","2","20","5","0","1","57","62","houcine-ncib-B4TjXnI0Y2c-unsplash.jpg","batel-studio-ttSRjiYG_WM-unsplash.jpg","1","1","20","5","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","choice_confirmation","","html-keyboard-response","69","637103","0.0-58.0-2.0-0.0","0","0","sNyXJ","People","","null","","","","null","","","","2","20","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","","html-keyboard-response","70","638115","0.0-59.0-0.0","0","0","sNyXJ","People","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","71","639197","0.0-59.0-1.0","0","0","sNyXJ","People","","1080","","","","75","","","","3","25","27","0","1","41","42","joseph-gonzalez-iFgRcqHznqg-unsplash.jpg","jurica-koletic-7YVZYZeITc8-unsplash.jpg","1","0","27","25","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","choice_confirmation","","html-keyboard-response","72","639704","0.0-59.0-2.0-0.0","0","0","sNyXJ","People","","null","","","","null","","","","3","25","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","","html-keyboard-response","73","640713","0.0-60.0-0.0","0","0","sNyXJ","People","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","74","641996","0.0-60.0-1.0","0","0","sNyXJ","People","","1281","","","","68","","","","4","45","13","1","-1","46","44","sarah-noltner-pL5ZzPp1zqg-unsplash.jpg","erik-lucatero-d2MSDujJl2g-unsplash.jpg","1","1","45","13","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","choice_confirmation","","html-keyboard-response","75","642508","0.0-60.0-2.0-0.0","0","0","sNyXJ","People","","null","","","","null","","","","4","45","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","explain_trial","","survey-text","76","656964","0.0-60.0-5.0-0.0","0","0","sNyXJ","People","","14452","{""Q0"":""I dont like the pic on the right staring at me""}","","","","","","","4","45","13","","","","","","","","","","","{""Q0"":""I dont like the pic on the right staring at me""}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","","html-keyboard-response","77","657987","0.0-61.0-0.0","0","0","sNyXJ","People","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","78","659444","0.0-61.0-1.0","0","0","sNyXJ","People","","1455","","","","75","","","","5","39","49","1","-1","47","44","philip-martin-5aGUyCW_PJw-unsplash.jpg","vicky-hladynets-_gDoyVv5F4c-unsplash.jpg","1","0","49","39","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","choice_confirmation","","html-keyboard-response","79","659953","0.0-61.0-2.0-0.0","0","0","sNyXJ","People","","null","","","","null","","","","5","39","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","explain_trial","","survey-text","80","673820","0.0-61.0-5.0-0.0","0","0","sNyXJ","People","","13865","{""Q0"":""I dont like the red hat""}","","","","","","","5","39","49","","","","","","","","","","","{""Q0"":""I dont like the red hat""}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","","html-keyboard-response","81","674828","0.0-62.0-0.0","0","0","sNyXJ","People","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","82","676620","0.0-62.0-1.0","0","0","sNyXJ","People","","1790","","","","75","","","","6","22","44","0","1","44","52","jessica-radanavong-mrYkTuAesKE-unsplash.jpg","rikonavt-HQjfrvdTfak-unsplash.jpg","1","0","44","22","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","choice_confirmation","","html-keyboard-response","83","677136","0.0-62.0-2.0-0.0","0","0","sNyXJ","People","","null","","","","null","","","","6","22","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","","html-keyboard-response","84","678146","0.0-63.0-0.0","0","0","sNyXJ","People","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","85","679140","0.0-63.0-1.0","0","0","sNyXJ","People","","992","","","","75","","","","7","41","17","0","1","53","62","prince-akachi-i2hoD-C2RUA-unsplash.jpg","gleb-lukomets-paBzWCPN23k-unsplash.jpg","1","0","17","41","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","choice_confirmation","","html-keyboard-response","86","679657","0.0-63.0-2.0-0.0","0","0","sNyXJ","People","","null","","","","null","","","","7","41","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","","html-keyboard-response","87","680662","0.0-64.0-0.0","0","0","sNyXJ","People","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","88","681765","0.0-64.0-1.0","0","0","sNyXJ","People","","1100","","","","68","","","","8","14","9","1","1","41","44","freddy-kearney-o-ioeoATbIM-unsplash.jpg","carlos-andres-gomez-vJuk8Y86mRw-unsplash.jpg","1","1","14","9","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","choice_confirmation","","html-keyboard-response","89","682270","0.0-64.0-2.0-0.0","0","0","sNyXJ","People","","null","","","","null","","","","8","14","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","explain_trial","","survey-text","90","691109","0.0-64.0-5.0-0.0","0","0","sNyXJ","People","","8838","{""Q0"":""He looks fun""}","","","","","","","8","14","9","","","","","","","","","","","{""Q0"":""He looks fun""}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","","html-keyboard-response","91","692121","0.0-65.0-0.0","0","0","sNyXJ","People","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","92","693188","0.0-65.0-1.0","0","0","sNyXJ","People","","1066","","","","68","","","","9","36","23","1","-1","57","45","ospan-ali-mGdA2fzjWLo-unsplash.jpg","joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg","1","1","36","23","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","choice_confirmation","","html-keyboard-response","93","693696","0.0-65.0-2.0-0.0","0","0","sNyXJ","People","","null","","","","null","","","","9","36","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","explain_trial","","survey-text","94","700025","0.0-65.0-5.0-0.0","0","0","sNyXJ","People","","6328","{""Q0"":""She is pretty""}","","","","","","","9","36","23","","","","","","","","","","","{""Q0"":""She is pretty""}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","","html-keyboard-response","95","701050","0.0-66.0-0.0","0","0","sNyXJ","People","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","96","701933","0.0-66.0-1.0","0","0","sNyXJ","People","","880","","","","68","","","","10","42","0","1","-1","57","47","prince-akachi-l3IHXOdMyHQ-unsplash.jpg","abstral-official-cyOKLSgkgCE-unsplash.jpg","1","1","42","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","choice_confirmation","","html-keyboard-response","97","702451","0.0-66.0-2.0-0.0","0","0","sNyXJ","People","","null","","","","null","","","","10","42","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","explain_trial","","survey-text","98","708264","0.0-66.0-5.0-0.0","0","0","sNyXJ","People","","5811","{""Q0"":""I like her hair""}","","","","","","","10","42","0","","","","","","","","","","","{""Q0"":""I like her hair""}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","","html-keyboard-response","99","709278","0.0-67.0-0.0","0","0","sNyXJ","People","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","100","710517","0.0-67.0-1.0","0","0","sNyXJ","People","","1237","","","","68","","","","11","31","26","1","-1","59","42","mathilda-khoo-vLR0YP_otCo-unsplash.jpg","juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg","1","1","31","26","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","choice_confirmation","","html-keyboard-response","101","711021","0.0-67.0-2.0-0.0","0","0","sNyXJ","People","","null","","","","null","","","","11","31","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","explain_trial","","survey-text","102","718253","0.0-67.0-5.0-0.0","0","0","sNyXJ","People","","7231","{""Q0"":""She is pretty\n""}","","","","","","","11","31","26","","","","","","","","","","","{""Q0"":""She is pretty\n""}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","practice_deliberation_again","","html-keyboard-response","103","721821","0.0-67.0-6.0-0.0","0","0","sNyXJ","People","","3566","","","","78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","","html-keyboard-response","104","722831","0.0-68.0-0.0","0","0","sNyXJ","People","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
