"","X","PID","index","time_elapsed","block","stimulus_id","reward_type","reward_amount","see_reward_rt","register_reward_response","register_reward_rt","register_reward_acc"
"1827",1827,"rHMtE",32,2234725,2,38,1,151,0.187,-1,0.229,0
"1828",1828,"rHMtE",33,2237945,2,27,-1,0,0.205,-1,0.258,1
"1829",1829,"rHMtE",34,2241637,2,30,1,153,0.665,-1,0.266,0
"1830",1830,"rHMtE",35,2244946,2,30,1,153,0.294,-1,0.279,0
"1831",1831,"rHMtE",36,2248024,2,27,-1,0,0.05,-1,0.174,1
"1832",1832,"rHMtE",37,2251295,2,12,-1,0,0.256,-1,0.028,1
"1833",1833,"rHMtE",38,2254333,2,11,-1,0,0.015,-1,0.396,1
"1834",1834,"rHMtE",39,2257625,2,7,1,142,0.269,-1,0.126,0
"1835",1835,"rHMtE",4,2143787,1,7,1,142,0.918,1,0.102,1
"1836",1836,"rHMtE",40,2260867,2,34,1,150,0.19,-1,0.016,0
"1837",1837,"rHMtE",41,2263935,2,49,-1,0,0.015,-1,0.097,1
"1838",1838,"rHMtE",42,2267295,2,11,-1,0,0.322,-1,0.097,1
"1839",1839,"rHMtE",43,2270554,2,45,-1,0,0.232,-1,0.22,1
"1840",1840,"rHMtE",44,2273675,2,45,-1,0,0.084,1,0.398,0
"1841",1841,"rHMtE",45,2276826,2,17,1,144,0.11,1,0.04,1
"1842",1842,"rHMtE",46,2279919,2,36,-1,0,0.051,1,0.216,0
"1843",1843,"rHMtE",47,2283117,2,49,-1,0,0.173,1,0.261,0
"1844",1844,"rHMtE",48,2288273,3,49,-1,0,0.209,1,0.378,0
"1845",1845,"rHMtE",49,2291435,3,12,-1,0,0.142,1,0.001,0
"1846",1846,"rHMtE",5,2146977,1,34,1,150,0.152,1,0.077,1
"1847",1847,"rHMtE",50,2294806,3,11,-1,0,0.335,1,0.218,0
"1848",1848,"rHMtE",51,2298576,3,36,-1,0,0.742,1,0.434,0
"1849",1849,"rHMtE",52,2301707,3,38,1,151,0.097,-1,0.105,0
"1850",1850,"rHMtE",53,2305016,3,11,-1,0,0.282,-1,0.289,1
"1851",1851,"rHMtE",54,2308187,3,36,-1,0,0.156,-1,0.007,1
"1852",1852,"rHMtE",55,2311295,3,30,1,153,0.088,1,0.001,1
"1853",1853,"rHMtE",56,2314460,3,49,-1,0,0.123,1,0.145,0
"1854",1854,"rHMtE",57,2317696,3,7,1,142,0.189,-1,0.095,0
"1855",1855,"rHMtE",58,2321026,3,27,-1,0,0.302,-1,0.28,1
"1856",1856,"rHMtE",59,2324283,3,45,-1,0,0.22,1,0.159,0
"1857",1857,"rHMtE",6,2150159,1,36,-1,0,0.15,1,0.013,0
"1858",1858,"rHMtE",60,2327498,3,27,-1,0,0.181,1,0.15,0
"1859",1859,"rHMtE",61,2330677,3,17,1,144,0.145,1,0.028,1
"1860",1860,"rHMtE",62,2334077,3,17,1,144,0.374,-1,0.089,0
"1861",1861,"rHMtE",63,2337524,3,34,1,150,0.41,-1,0.639,0
"1862",1862,"rHMtE",64,2340716,3,1,1,154,0.154,NA,NA,NA
"1863",1863,"rHMtE",65,2345516,3,12,-1,0,0.245,-1,0.127,1
"1864",1864,"rHMtE",66,2348606,3,38,1,151,0.077,1,0.217,1
"1865",1865,"rHMtE",67,2352134,3,30,1,153,0.51,-1,0.029,0
"1866",1866,"rHMtE",68,2355245,3,45,-1,0,0.056,-1,0.265,1
"1867",1867,"rHMtE",69,2358426,3,7,1,142,0.138,1,0.209,1
"1868",1868,"rHMtE",7,2153306,1,17,1,144,0.11,-1,0.15,0
"1869",1869,"rHMtE",70,2361737,3,34,1,150,0.268,-1,0.226,0
"1870",1870,"rHMtE",71,2364992,3,1,1,154,0.22,-1,0.316,0
"1871",1871,"rHMtE",8,2156445,1,1,1,154,0.114,-1,0.243,0
"1872",1872,"rHMtE",9,2159555,1,30,1,153,0.087,-1,0.018,0
"1873",1873,"rwXAf",0,527298,1,7,1,149,0.803,1,0.749,1
"1874",1874,"rwXAf",1,531346,1,27,-1,0,1.04,-1,0.749,1
"1875",1875,"rwXAf",10,564066,1,17,-1,0,0.434,-1,0.621,1
"1876",1876,"rwXAf",11,567426,1,43,1,150,0.352,1,0.749,1
"1877",1877,"rwXAf",12,570786,1,36,1,142,0.352,1,0.989,1
"1878",1878,"rwXAf",13,574226,1,28,-1,0,0.434,-1,0.509,1
"1879",1879,"rwXAf",14,577586,1,36,1,142,0.351,1,0.509,1
"1880",1880,"rwXAf",15,580914,1,17,-1,0,0.32,-1,0.605,1
"1881",1881,"rwXAf",16,584178,1,25,-1,0,0.256,-1,0.653,1
"1882",1882,"rwXAf",17,587570,1,6,-1,0,0.385,-1,0.589,1
"1883",1883,"rwXAf",18,590866,1,7,1,149,0.288,1,0.558,1
"1884",1884,"rwXAf",19,594290,1,15,1,156,0.416,1,0.589,1
"1885",1885,"rwXAf",2,535298,1,30,-1,0,0.944,-1,0.797,1
"1886",1886,"rwXAf",20,597794,1,33,1,143,0.496,1,0.477,1
"1887",1887,"rwXAf",21,601042,1,30,-1,0,0.24,-1,0.525,1
"1888",1888,"rwXAf",22,604482,1,25,-1,0,0.432,-1,0.397,1
"1889",1889,"rwXAf",23,607842,1,33,1,143,0.353,1,0.621,1
"1890",1890,"rwXAf",24,614242,2,27,-1,0,0.547,-1,0.493,1
"1891",1891,"rwXAf",25,617586,2,17,-1,0,0.336,-1,0.461,1
"1892",1892,"rwXAf",26,620898,2,12,1,152,0.305,1,0.445,1
"1893",1893,"rwXAf",27,624194,2,17,-1,0,0.288,-1,0.461,1
"1894",1894,"rwXAf",28,627522,2,30,-1,0,0.32,-1,0.461,1
"1895",1895,"rwXAf",29,630818,2,27,-1,0,0.286,-1,0.494,1
"1896",1896,"rwXAf",3,538850,1,43,1,150,0.545,1,0.589,1
"1897",1897,"rwXAf",30,634162,2,28,-1,0,0.336,-1,0.462,1
"1898",1898,"rwXAf",31,637506,2,30,-1,0,0.336,-1,0.573,1
"1899",1899,"rwXAf",32,640802,2,33,1,143,0.287,1,0.461,1
"1900",1900,"rwXAf",33,644162,2,43,1,150,0.353,1,0.42,1
"1901",1901,"rwXAf",34,647666,2,15,1,156,0.496,1,0.414,1
"1902",1902,"rwXAf",35,651138,2,25,-1,0,0.465,-1,0.333,1
"1903",1903,"rwXAf",36,654562,2,33,1,143,0.417,1,0.558,1
"1904",1904,"rwXAf",37,658162,2,36,1,142,0.593,1,1.101,1
"1905",1905,"rwXAf",38,661554,2,7,1,149,0.386,1,0.493,1
"1906",1906,"rwXAf",39,664850,2,6,-1,0,0.289,-1,0.541,1
"1907",1907,"rwXAf",4,542706,1,6,-1,0,0.848,-1,0.556,1
"1908",1908,"rwXAf",40,668130,2,43,1,150,0.273,1,0.446,1
"1909",1909,"rwXAf",41,671474,2,28,-1,0,0.337,-1,0.382,1
"1910",1910,"rwXAf",42,674834,2,6,-1,0,0.353,-1,0.381,1
"1911",1911,"rwXAf",43,678162,2,25,-1,0,0.321,-1,0.445,1
"1912",1912,"rwXAf",44,681538,2,15,1,156,0.369,1,0.621,1
"1913",1913,"rwXAf",45,684834,2,36,1,142,0.29,1,0.398,1
"1914",1914,"rwXAf",46,688210,2,7,1,149,0.369,1,0.413,1
"1915",1915,"rwXAf",47,691474,2,12,1,152,0.257,1,0.366,1
"1916",1916,"rwXAf",48,697202,3,17,-1,0,0.418,-1,0.413,1
"1917",1917,"rwXAf",49,700642,3,30,-1,0,0.433,-1,0.349,1
"1918",1918,"rwXAf",5,546194,1,12,1,152,0.479,1,0.909,1
"1919",1919,"rwXAf",50,703954,3,6,-1,0,0.305,-1,0.573,1
"1920",1920,"rwXAf",51,707234,3,28,-1,0,0.274,-1,0.365,1
"1921",1921,"rwXAf",52,710562,3,12,1,152,0.32,1,0.367,1
"1922",1922,"rwXAf",53,713842,3,7,1,149,0.273,1,0.333,1
"1923",1923,"rwXAf",54,717202,3,7,1,149,0.353,1,0.381,1
"1924",1924,"rwXAf",55,720466,3,28,-1,0,0.257,-1,0.397,1
"1925",1925,"rwXAf",56,723794,3,30,-1,0,0.32,1,0.301,0
"1926",1926,"rwXAf",57,727073,3,27,-1,0,0.273,-1,0.461,1
"1927",1927,"rwXAf",58,730402,3,12,1,152,0.321,1,0.525,1
"1928",1928,"rwXAf",59,733730,3,33,1,143,0.32,1,0.509,1
"1929",1929,"rwXAf",6,549746,1,28,-1,0,0.544,-1,0.414,1
"1930",1930,"rwXAf",60,737026,3,25,-1,0,0.288,-1,0.493,1
"1931",1931,"rwXAf",61,740371,3,27,-1,0,0.338,-1,0.541,1
"1932",1932,"rwXAf",62,743698,3,43,1,150,0.318,1,0.973,1
"1933",1933,"rwXAf",63,747026,3,15,1,156,0.321,1,0.445,1
"1934",1934,"rwXAf",64,750338,3,43,1,150,0.305,1,0.397,1
"1935",1935,"rwXAf",65,753698,3,15,1,156,0.353,1,0.429,1
"1936",1936,"rwXAf",66,757138,3,36,1,142,0.432,1,0.461,1
"1937",1937,"rwXAf",67,760549,3,36,1,142,0.402,1,0.41,1
"1938",1938,"rwXAf",68,763890,3,17,-1,0,0.331,-1,0.509,1
"1939",1939,"rwXAf",69,767170,3,25,-1,0,0.272,-1,0.413,1
"1940",1940,"rwXAf",7,553234,1,12,1,152,0.481,1,0.509,1
"1941",1941,"rwXAf",70,770450,3,33,1,143,0.272,1,0.43,1
"1942",1942,"rwXAf",71,773730,3,6,-1,0,0.268,-1,0.429,1
"1943",1943,"rwXAf",8,557090,1,15,1,156,0.849,1,0.861,1
"1944",1944,"rwXAf",9,560626,1,27,-1,0,0.526,-1,0.653,1
"1945",1945,"SAcSz",0,2648408,1,7,-1,0,3.681,NA,NA,NA
"1946",1946,"SAcSz",1,2660802,1,5,1,154,7.838,NA,NA,NA
"1947",1947,"SAcSz",10,2712918,1,45,1,159,0.82,NA,NA,NA
"1948",1948,"SAcSz",11,2719065,1,5,1,154,1.344,NA,NA,NA
"1949",1949,"SAcSz",12,2724693,1,37,-1,0,1.075,NA,NA,NA
"1950",1950,"SAcSz",13,2730173,1,14,1,150,0.847,NA,NA,NA
"1951",1951,"SAcSz",14,2735867,1,18,-1,0,0.935,NA,NA,NA
"1952",1952,"SAcSz",15,2741235,1,19,-1,0,0.742,NA,NA,NA
"1953",1953,"SAcSz",16,2746945,1,19,-1,0,0.951,NA,NA,NA
"1954",1954,"SAcSz",17,2752742,1,18,-1,0,1.222,NA,NA,NA
"1955",1955,"SAcSz",18,2758087,1,33,1,158,0.794,NA,NA,NA
"1956",1956,"SAcSz",19,2764259,1,37,-1,0,1.604,NA,NA,NA
"1957",1957,"SAcSz",2,2666827,1,47,-1,0,1.404,-1,2,1
"1958",1958,"SAcSz",20,2770444,1,7,-1,0,1.638,NA,NA,NA
"1959",1959,"SAcSz",21,2775840,1,30,1,140,0.843,NA,NA,NA
"1960",1960,"SAcSz",22,2781794,1,9,1,143,1.304,NA,NA,NA
"1961",1961,"SAcSz",23,2787319,1,47,-1,0,0.738,NA,NA,NA
"1962",1962,"SAcSz",24,2798599,2,47,-1,0,1.643,NA,NA,NA
"1963",1963,"SAcSz",25,2805855,2,33,1,158,2.611,NA,NA,NA
"1964",1964,"SAcSz",26,2811286,2,9,1,143,0.898,NA,NA,NA
"1965",1965,"SAcSz",27,2816726,2,47,-1,0,0.785,NA,NA,NA
"1966",1966,"SAcSz",28,2822979,2,45,1,159,1.688,NA,NA,NA
"1967",1967,"SAcSz",29,2828658,2,5,1,154,1.013,NA,NA,NA
"1968",1968,"SAcSz",3,2671377,1,30,1,140,1.473,NA,NA,NA
"1969",1969,"SAcSz",30,2834870,2,7,-1,0,1.667,NA,NA,NA
"1970",1970,"SAcSz",31,2840919,2,9,1,143,1.514,NA,NA,NA
"1971",1971,"SAcSz",32,2847133,2,37,-1,0,1.662,NA,NA,NA
"1972",1972,"SAcSz",33,2852539,2,16,-1,0,0.791,NA,NA,NA
"1973",1973,"SAcSz",34,2859059,2,33,1,158,1.888,NA,NA,NA
"1974",1974,"SAcSz",35,2864723,2,7,-1,0,1.043,NA,NA,NA
"1975",1975,"SAcSz",36,2870101,2,18,-1,0,0.828,NA,NA,NA
"1976",1976,"SAcSz",37,2876040,2,45,1,159,1.391,NA,NA,NA
"1977",1977,"SAcSz",38,2882323,2,30,1,140,1.748,NA,NA,NA
"1978",1978,"SAcSz",39,2888220,2,18,-1,0,1.202,NA,NA,NA
"1979",1979,"SAcSz",4,2677302,1,16,-1,0,1.376,NA,NA,NA
"1980",1980,"SAcSz",40,2893799,2,5,1,154,0.884,NA,NA,NA
"1981",1981,"SAcSz",41,2900537,2,19,-1,0,2.065,NA,NA,NA
"1982",1982,"SAcSz",42,2907230,2,19,-1,0,1.708,NA,NA,NA
"1983",1983,"SAcSz",43,2912610,2,30,1,140,0.73,NA,NA,NA
"1984",1984,"SAcSz",44,2918698,2,14,1,150,1.108,NA,NA,NA
"1985",1985,"SAcSz",45,2925369,2,37,-1,0,2.067,NA,NA,NA
"1986",1986,"SAcSz",46,2931601,2,14,1,150,1.691,NA,NA,NA
"1987",1987,"SAcSz",47,2937330,2,16,-1,0,1.154,NA,NA,NA
"1988",1988,"SAcSz",48,2950205,3,14,1,150,3.638,NA,NA,NA
"1989",1989,"SAcSz",49,2956896,3,18,-1,0,2.036,NA,NA,NA
"1990",1990,"SAcSz",5,2684271,1,16,-1,0,2.207,NA,NA,NA
"1991",1991,"SAcSz",50,2964112,3,5,1,154,2.676,NA,NA,NA
"1992",1992,"SAcSz",51,2969409,3,33,1,158,0.743,NA,NA,NA
"1993",1993,"SAcSz",52,2975537,3,37,-1,0,1.532,NA,NA,NA
"1994",1994,"SAcSz",53,2981369,3,37,-1,0,1.273,NA,NA,NA
"1995",1995,"SAcSz",54,2986936,3,5,1,154,1.014,NA,NA,NA
"1996",1996,"SAcSz",55,2994903,3,19,-1,0,3.346,NA,NA,NA
"1997",1997,"SAcSz",56,3000352,3,16,-1,0,0.891,NA,NA,NA
"1998",1998,"SAcSz",57,3005860,3,14,1,150,0.874,NA,NA,NA
"1999",1999,"SAcSz",58,3011254,3,30,1,140,0.82,NA,NA,NA
"2000",2000,"SAcSz",59,3017763,3,19,-1,0,1.654,NA,NA,NA
"2001",2001,"SAcSz",6,2690040,1,45,1,159,1.152,NA,NA,NA
"2002",2002,"SAcSz",60,3023946,3,9,1,143,1.65,NA,NA,NA
"2003",2003,"SAcSz",61,3043816,3,47,-1,0,14.657,NA,NA,NA
"2004",2004,"SAcSz",62,3050308,3,7,-1,0,1.664,NA,NA,NA
"2005",2005,"SAcSz",63,3056408,3,16,-1,0,1.389,NA,NA,NA
"2006",2006,"SAcSz",64,3062704,3,7,-1,0,1.525,NA,NA,NA
"2007",2007,"SAcSz",65,3069489,3,18,-1,0,2.127,NA,NA,NA
"2008",2008,"SAcSz",66,3076543,3,9,1,143,2.437,NA,NA,NA
"2009",2009,"SAcSz",67,3084289,3,47,-1,0,3.203,NA,NA,NA
"2010",2010,"SAcSz",68,3090103,3,33,1,158,1.26,NA,NA,NA
"2011",2011,"SAcSz",69,3096259,3,30,1,140,1.459,NA,NA,NA
"2012",2012,"SAcSz",7,2695866,1,33,1,158,1.06,NA,NA,NA
"2013",2013,"SAcSz",70,3102167,3,45,1,159,1.33,NA,NA,NA
"2014",2014,"SAcSz",71,3109159,3,45,1,159,2.366,NA,NA,NA
"2015",2015,"SAcSz",8,2701626,1,9,1,143,1.111,NA,NA,NA
"2016",2016,"SAcSz",9,2707495,1,14,1,150,1.264,NA,NA,NA
"2089",2089,"sNyXJ",0,940957,1,31,-1,0,1.209,-1,1.23,1
"2090",2090,"sNyXJ",1,944589,1,17,1,157,0.601,NA,NA,NA
"2091",2091,"sNyXJ",10,980013,1,11,-1,0,0.739,1,0.453,0
"2092",2092,"sNyXJ",11,983661,1,45,-1,0,0.627,-1,0.709,1
"2093",2093,"sNyXJ",12,987317,1,27,1,142,0.627,1,0.925,1
"2094",2094,"sNyXJ",13,990997,1,36,-1,0,0.637,-1,0.59,1
"2095",2095,"sNyXJ",14,994581,1,31,-1,0,0.547,-1,0.582,1
"2096",2096,"sNyXJ",15,998124,1,45,-1,0,0.522,-1,0.815,1
"2097",2097,"sNyXJ",16,1001653,1,14,1,140,0.511,1,0.653,1
"2098",2098,"sNyXJ",17,1005213,1,11,-1,0,0.513,-1,0.853,1
"2099",2099,"sNyXJ",18,1008803,1,44,1,150,0.563,1,0.512,1
"2100",2100,"sNyXJ",19,1012333,1,27,1,142,0.489,1,0.581,1
"2101",2101,"sNyXJ",2,949709,1,44,1,150,0.571,1,1.094,1
"2102",2102,"sNyXJ",20,1015765,1,17,1,157,0.386,1,0.454,1
"2103",2103,"sNyXJ",21,1019340,1,42,-1,0,0.544,-1,0.567,1
"2104",2104,"sNyXJ",22,1022812,1,49,-1,0,0.443,-1,0.622,1
"2105",2105,"sNyXJ",23,1026436,1,36,-1,0,0.594,-1,0.351,1
"2106",2106,"sNyXJ",24,1033116,2,11,-1,0,0.684,-1,0.782,1
"2107",2107,"sNyXJ",25,1036797,2,14,1,140,0.659,1,0.414,1
"2108",2108,"sNyXJ",26,1040444,2,20,1,147,0.617,1,0.398,1
"2109",2109,"sNyXJ",27,1044013,2,49,-1,0,0.53,-1,0.703,1
"2110",2110,"sNyXJ",28,1047669,2,42,-1,0,0.616,-1,0.533,1
"2111",2111,"sNyXJ",29,1051245,2,44,1,150,0.536,1,0.517,1
"2112",2112,"sNyXJ",3,953333,1,48,1,157,0.601,1,0.926,1
"2113",2113,"sNyXJ",30,1055173,2,27,1,142,0.883,1,0.262,1
"2114",2114,"sNyXJ",31,1059109,2,49,-1,0,0.917,-1,0.213,1
"2115",2115,"sNyXJ",32,1062925,2,36,-1,0,0.788,-1,0.214,1
"2116",2116,"sNyXJ",33,1066733,2,20,1,147,0.763,1,0.125,1
"2117",2117,"sNyXJ",34,1070260,2,11,-1,0,0.505,-1,0.217,1
"2118",2118,"sNyXJ",35,1074116,2,31,-1,0,0.831,-1,0.43,1
"2119",2119,"sNyXJ",36,1077644,2,31,-1,0,0.502,-1,0.526,1
"2120",2120,"sNyXJ",37,1081580,2,27,1,142,0.908,1,0.222,1
"2121",2121,"sNyXJ",38,1085612,2,42,-1,0,1.006,-1,0.206,1
"2122",2122,"sNyXJ",39,1089428,2,17,1,157,0.787,1,0.262,1
"2123",2123,"sNyXJ",4,957060,1,49,-1,0,0.695,-1,1.054,1
"2124",2124,"sNyXJ",40,1093189,2,14,1,140,0.733,1,0.238,1
"2125",2125,"sNyXJ",41,1096965,2,48,1,157,0.737,1,1.006,1
"2126",2126,"sNyXJ",42,1101044,2,45,-1,0,1.06,-1,0.598,1
"2127",2127,"sNyXJ",43,1104669,2,17,1,157,0.603,1,0.421,1
"2128",2128,"sNyXJ",44,1108252,2,48,1,157,0.536,1,0.431,1
"2129",2129,"sNyXJ",45,1111820,2,45,-1,0,0.549,-1,0.422,1
"2130",2130,"sNyXJ",46,1115900,2,44,1,150,1.049,1,0.39,1
"2131",2131,"sNyXJ",47,1119652,2,36,-1,0,0.728,-1,0.294,1
"2132",2132,"sNyXJ",48,1141164,3,44,1,150,0.68,1,0.286,1
"2133",2133,"sNyXJ",49,1144732,3,31,-1,0,0.521,-1,0.494,1
"2134",2134,"sNyXJ",5,960541,1,20,1,147,0.455,1,1.429,1
"2135",2135,"sNyXJ",50,1148356,3,36,-1,0,0.596,-1,0.278,1
"2136",2136,"sNyXJ",51,1152292,3,49,-1,0,0.906,-1,0.27,1
"2137",2137,"sNyXJ",52,1155828,3,17,1,157,0.506,1,0.206,1
"2138",2138,"sNyXJ",53,1159500,3,14,1,140,0.637,1,0.214,1
"2139",2139,"sNyXJ",54,1163124,3,44,1,150,0.603,1,0.166,1
"2140",2140,"sNyXJ",55,1166668,3,14,1,140,0.511,1,0.19,1
"2141",2141,"sNyXJ",56,1170188,3,45,-1,0,0.495,-1,0.23,1
"2142",2142,"sNyXJ",57,1173748,3,48,1,157,0.531,1,0.238,1
"2143",2143,"sNyXJ",58,1177379,3,42,-1,0,0.593,-1,0.551,1
"2144",2144,"sNyXJ",59,1181021,3,42,-1,0,0.615,-1,0.3,1
"2145",2145,"sNyXJ",6,964196,1,48,1,157,0.619,NA,NA,NA
"2146",2146,"sNyXJ",60,1184940,3,49,-1,0,0.886,-1,0.173,1
"2147",2147,"sNyXJ",61,1188612,3,11,-1,0,0.635,-1,0.31,1
"2148",2148,"sNyXJ",62,1192436,3,45,-1,0,0.793,-1,0.342,1
"2149",2149,"sNyXJ",63,1196180,3,20,1,147,0.709,1,0.238,1
"2150",2150,"sNyXJ",64,1199868,3,11,-1,0,0.658,-1,0.206,1
"2151",2151,"sNyXJ",65,1203556,3,36,-1,0,0.662,-1,0.206,1
"2152",2152,"sNyXJ",66,1207109,3,20,1,147,0.53,1,0.15,1
"2153",2153,"sNyXJ",67,1210628,3,17,1,157,0.493,1,0.311,1
"2154",2154,"sNyXJ",68,1214236,3,31,-1,0,0.579,-1,0.182,1
"2155",2155,"sNyXJ",69,1218109,3,27,1,142,0.832,1,0.118,1
"2156",2156,"sNyXJ",7,969244,1,20,1,147,0.51,1,0.543,1
"2157",2157,"sNyXJ",70,1221716,3,48,1,157,0.577,1,0.175,1
"2158",2158,"sNyXJ",71,1225388,3,27,1,142,0.641,1,0.16,1
"2159",2159,"sNyXJ",8,972765,1,42,-1,0,0.5,-1,0.758,1
"2160",2160,"sNyXJ",9,976236,1,14,1,140,0.432,1,0.663,1
"2161",2161,"SZfNj",0,531912,1,6,1,145,1.51,NA,NA,NA
"2162",2162,"SZfNj",1,537576,1,5,-1,0,1.123,-1,1.165,1
"2163",2163,"SZfNj",10,571373,1,5,-1,0,0.256,-1,0.775,1
"2164",2164,"SZfNj",11,574969,1,39,1,143,0.577,1,0.658,1
"2165",2165,"SZfNj",12,578475,1,10,1,146,0.479,1,0.526,1
"2166",2166,"SZfNj",13,581909,1,6,1,145,0.406,1,0.727,1
"2167",2167,"SZfNj",14,585486,1,15,-1,0,0.559,-1,0.616,1
"2168",2168,"SZfNj",15,588889,1,43,1,150,0.379,1,0.929,1
"2169",2169,"SZfNj",16,592199,1,30,-1,0,0.282,-1,0.538,1
"2170",2170,"SZfNj",17,595543,1,17,-1,0,0.326,-1,0.523,1
"2171",2171,"SZfNj",18,598881,1,31,1,156,0.313,1,0.61,1
"2172",2172,"SZfNj",19,602533,1,15,-1,0,0.622,-1,0.551,1
"2173",2173,"SZfNj",2,541271,1,16,-1,0,0.669,NA,NA,NA
"2174",2174,"SZfNj",20,606356,1,17,-1,0,0.806,-1,0.497,1
"2175",2175,"SZfNj",21,609626,1,43,1,150,0.244,1,0.621,1
"2176",2176,"SZfNj",22,613148,1,30,-1,0,0.484,-1,0.714,1
"2177",2177,"SZfNj",23,616717,1,39,1,143,0.548,1,0.388,1
"2178",2178,"SZfNj",24,622328,2,5,-1,0,0.542,-1,0.538,1
"2179",2179,"SZfNj",25,625617,2,43,1,150,0.271,1,0.379,1
"2180",2180,"SZfNj",26,628898,2,6,1,145,0.258,1,0.467,1
"2181",2181,"SZfNj",27,632417,2,7,1,158,0.488,1,0.423,1
"2182",2182,"SZfNj",28,635871,2,19,-1,0,0.414,-1,0.634,1
"2183",2183,"SZfNj",29,639575,2,10,1,146,0.678,1,0.296,1
"2184",2184,"SZfNj",3,546206,1,10,1,146,0.396,1,0.941,1
"2185",2185,"SZfNj",30,643022,2,15,-1,0,0.423,-1,0.62,1
"2186",2186,"SZfNj",31,646763,2,15,-1,0,0.723,-1,0.313,1
"2187",2187,"SZfNj",32,650200,2,39,1,143,0.405,1,0.57,1
"2188",2188,"SZfNj",33,653517,2,31,1,156,0.286,1,0.472,1
"2189",2189,"SZfNj",34,656815,2,39,1,143,0.279,1,0.456,1
"2190",2190,"SZfNj",35,660179,2,43,1,150,0.332,-1,0.403,0
"2191",2191,"SZfNj",36,663710,2,10,1,146,0.495,1,0.353,1
"2192",2192,"SZfNj",37,667101,2,6,1,145,0.374,1,0.364,1
"2193",2193,"SZfNj",38,670331,2,31,1,156,0.213,1,0.614,1
"2194",2194,"SZfNj",39,673990,2,17,-1,0,0.633,-1,0.596,1
"2195",2195,"SZfNj",4,549952,1,31,1,156,0.725,1,0.988,1
"2196",2196,"SZfNj",40,677497,2,16,-1,0,0.484,-1,0.554,1
"2197",2197,"SZfNj",41,681156,2,7,1,158,0.635,1,0.347,1
"2198",2198,"SZfNj",42,684691,2,30,-1,0,0.504,-1,0.48,1
"2199",2199,"SZfNj",43,688135,2,30,-1,0,0.414,-1,0.346,1
"2200",2200,"SZfNj",44,691447,2,5,-1,0,0.292,-1,0.512,1
"2201",2201,"SZfNj",45,694802,2,19,-1,0,0.33,-1,0.594,1
"2202",2202,"SZfNj",46,698733,2,17,-1,0,0.892,-1,0.777,1
"2203",2203,"SZfNj",47,702537,2,16,-1,0,0.779,-1,0.497,1
"2204",2204,"SZfNj",48,707433,3,5,-1,0,0.396,-1,0.288,1
"2205",2205,"SZfNj",49,711077,3,31,1,156,0.613,1,0.464,1
"2206",2206,"SZfNj",5,553774,1,7,1,158,0.798,1,0.985,1
"2207",2207,"SZfNj",50,714468,3,7,1,158,0.371,1,0.529,1
"2208",2208,"SZfNj",51,718124,3,39,1,143,0.637,1,0.251,1
"2209",2209,"SZfNj",52,721893,3,17,-1,0,0.746,-1,0.386,1
"2210",2210,"SZfNj",53,725533,3,17,-1,0,0.622,-1,0.233,1
"2211",2211,"SZfNj",54,729267,3,10,1,146,0.715,1,0.371,1
"2212",2212,"SZfNj",55,732897,3,10,1,146,0.609,1,0.223,1
"2213",2213,"SZfNj",56,736576,3,6,1,145,0.654,1,0.435,1
"2214",2214,"SZfNj",57,739967,3,30,-1,0,0.369,-1,0.454,1
"2215",2215,"SZfNj",58,743642,3,6,1,145,0.647,1,0.634,1
"2216",2216,"SZfNj",59,747086,3,43,1,150,0.412,1,0.429,1
"2217",2217,"SZfNj",6,557167,1,19,-1,0,0.373,-1,0.981,1
"2218",2218,"SZfNj",60,750538,3,16,-1,0,0.435,-1,0.62,1
"2219",2219,"SZfNj",61,754234,3,31,1,156,0.67,1,0.323,1
"2220",2220,"SZfNj",62,757890,3,43,1,150,0.635,1,0.324,1
"2221",2221,"SZfNj",63,761456,3,15,-1,0,0.542,-1,0.854,1
"2222",2222,"SZfNj",64,765143,3,30,-1,0,0.662,-1,0.509,1
"2223",2223,"SZfNj",65,768723,3,7,1,158,0.561,1,0.591,1
"2224",2224,"SZfNj",66,772248,3,15,-1,0,0.501,-1,0.462,1
"2225",2225,"SZfNj",67,775827,3,39,1,143,0.561,1,0.234,1
"2226",2226,"SZfNj",68,779484,3,19,-1,0,0.63,-1,0.345,1
"2227",2227,"SZfNj",69,783535,3,16,-1,0,1.03,-1,0.58,1
"2228",2228,"SZfNj",7,561121,1,19,-1,0,0.935,-1,0.993,1
"2229",2229,"SZfNj",70,786928,3,5,-1,0,0.375,-1,0.626,1
"2230",2230,"SZfNj",71,790480,3,19,-1,0,0.531,-1,0.266,1
"2231",2231,"SZfNj",8,564569,1,16,-1,0,0.416,-1,0.751,1
"2232",2232,"SZfNj",9,568090,1,7,1,158,0.504,1,1.04,1
"2233",2233,"tMhNR",0,4559808,1,28,1,156,2.576,-1,1.871,0
"2234",2234,"tMhNR",1,4563986,1,15,-1,0,1.135,1,1.614,0
"2235",2235,"tMhNR",10,4599705,1,13,-1,0,1.015,-1,1.214,1
"2236",2236,"tMhNR",11,4603458,1,28,1,156,0.717,1,1.237,1
"2237",2237,"tMhNR",12,4607220,1,9,-1,0,0.733,-1,1.349,1
"2238",2238,"tMhNR",13,4611978,1,19,1,151,1.733,1,1.139,1
