,PID,practice,run,block,trial,pair_type,old_pair,chosen_left,pair_id,chosen_id,iti,left_stimulus,right_stimulus,left_path,right_path,pair_response,pair_acc,pair_rt,long_iti,simulation,version
9,,0,1,1,13,intact,1.0,,B,B,2200.0,,,,,,,,0,2,1
10,,0,1,1,14,recombined,0.0,1.0,,K,3200.0,,,,,,,,1,2,1
11,,0,1,1,15,intact,1.0,,I,I,1300.0,,,,,,,,0,2,1
12,,0,1,1,16,recombined,0.0,0.0,,H,2700.0,,,,,,,,0,2,1
13,,0,1,1,17,recombined,0.0,0.0,,G,1100.0,,,,,,,,0,2,1
14,,0,1,1,18,intact,1.0,,H,H,2700.0,,,,,,,,0,2,1
15,,0,1,1,19,recombined,0.0,1.0,,J,2500.0,,,,,,,,0,2,1
16,,0,1,1,20,recombined,0.0,1.0,,L,1700.0,,,,,,,,0,2,1
17,,0,1,1,21,intact,1.0,,A,A,2400.0,,,,,,,,0,2,1
18,,0,1,1,22,intact,1.0,,C,C,1300.0,,,,,,,,0,2,1
19,,0,1,1,23,recombined,0.0,1.0,,D,2400.0,,,,,,,,0,2,1
20,,0,1,1,24,intact,1.0,,F,F,1800.0,,,,,,,,0,2,1
21,,0,1,1,25,recombined,0.0,0.0,,C,1000.0,,,,,,,,0,2,1
22,,0,1,1,26,intact,1.0,,D,D,3200.0,,,,,,,,1,2,1
23,,0,1,1,27,intact,1.0,,G,G,1100.0,,,,,,,,0,2,1
24,,0,1,2,28,recombined,0.0,0.0,,B,1400.0,,,,,,,,0,2,1
25,,0,1,2,29,intact,1.0,,I,I,2100.0,,,,,,,,0,2,1
26,,0,1,2,30,intact,1.0,,G,G,1800.0,,,,,,,,0,2,1
27,,0,1,2,31,recombined,0.0,1.0,,G,1300.0,,,,,,,,0,2,1
28,,0,1,2,32,recombined,0.0,0.0,,F,1200.0,,,,,,,,0,2,1
29,,0,1,2,33,intact,1.0,,F,F,1800.0,,,,,,,,0,2,1
30,,0,1,2,34,recombined,0.0,1.0,,K,2100.0,,,,,,,,0,2,1
31,,0,1,2,35,recombined,0.0,1.0,,L,2800.0,,,,,,,,0,2,1
32,,0,1,2,36,intact,1.0,,K,K,2800.0,,,,,,,,0,2,1
33,,0,1,2,37,intact,1.0,,D,D,1600.0,,,,,,,,0,2,1
34,,0,1,2,38,recombined,0.0,0.0,,H,2900.0,,,,,,,,1,2,1
35,,0,1,2,39,recombined,0.0,0.0,,C,2400.0,,,,,,,,0,2,1
36,,0,1,2,40,intact,1.0,,L,L,1500.0,,,,,,,,0,2,1
37,,0,1,2,41,recombined,0.0,1.0,,D,2100.0,,,,,,,,0,2,1
38,,0,1,2,42,intact,1.0,,J,J,1000.0,,,,,,,,0,2,1
39,,0,1,2,43,intact,1.0,,B,B,1100.0,,,,,,,,0,2,1
40,,0,1,2,44,recombined,0.0,1.0,,J,2900.0,,,,,,,,1,2,1
41,,0,1,2,45,intact,1.0,,A,A,2200.0,,,,,,,,0,2,1
42,,0,1,2,46,intact,1.0,,E,E,1100.0,,,,,,,,0,2,1
43,,0,1,2,47,recombined,0.0,1.0,,A,1700.0,,,,,,,,0,2,1
44,,0,1,2,48,intact,1.0,,C,C,1200.0,,,,,,,,0,2,1
45,,0,1,2,49,recombined,0.0,0.0,,I,1700.0,,,,,,,,0,2,1
46,,0,1,2,50,recombined,0.0,0.0,,E,1000.0,,,,,,,,0,2,1
47,,0,1,2,51,intact,1.0,,H,H,4500.0,,,,,,,,1,2,1
0,,0,1,1,4,intact,1.0,,B,B,3900.0,,,,,,,,1,3,1
1,,0,1,1,5,intact,1.0,,A,A,1300.0,,,,,,,,0,3,1
2,,0,1,1,6,recombined,0.0,0.0,,C,2100.0,,,,,,,,0,3,1
3,,0,1,1,7,intact,1.0,,I,I,1900.0,,,,,,,,0,3,1
4,,0,1,1,8,intact,1.0,,D,D,1700.0,,,,,,,,0,3,1
5,,0,1,1,9,recombined,0.0,1.0,,D,3100.0,,,,,,,,1,3,1
6,,0,1,1,10,intact,1.0,,C,C,1400.0,,,,,,,,0,3,1
7,,0,1,1,11,recombined,0.0,0.0,,I,2100.0,,,,,,,,0,3,1
8,,0,1,1,12,intact,1.0,,J,J,1600.0,,,,,,,,0,3,1
9,,0,1,1,13,recombined,0.0,1.0,,J,1700.0,,,,,,,,0,3,1
10,,0,1,1,14,intact,1.0,,G,G,4600.0,,,,,,,,1,3,1
11,,0,1,1,15,recombined,0.0,0.0,,G,1200.0,,,,,,,,0,3,1
12,,0,1,1,16,recombined,0.0,1.0,,K,1400.0,,,,,,,,0,3,1
13,,0,1,1,17,intact,1.0,,K,K,1300.0,,,,,,,,0,3,1
14,,0,1,1,18,recombined,0.0,1.0,,L,2500.0,,,,,,,,0,3,1
15,,0,1,1,19,intact,1.0,,E,E,1400.0,,,,,,,,0,3,1
16,,0,1,1,20,intact,1.0,,L,L,3400.0,,,,,,,,1,3,1
17,,0,1,1,21,recombined,0.0,1.0,,A,1100.0,,,,,,,,0,3,1
18,,0,1,1,22,recombined,0.0,0.0,,E,2100.0,,,,,,,,0,3,1
19,,0,1,1,23,intact,1.0,,H,H,1900.0,,,,,,,,0,3,1
20,,0,1,1,24,recombined,0.0,1.0,,F,1700.0,,,,,,,,0,3,1
21,,0,1,1,25,recombined,0.0,0.0,,H,1100.0,,,,,,,,0,3,1
22,,0,1,1,26,intact,1.0,,F,F,1200.0,,,,,,,,0,3,1
23,,0,1,1,27,recombined,0.0,0.0,,B,1000.0,,,,,,,,0,3,1
24,,0,1,2,28,intact,1.0,,F,F,1000.0,,,,,,,,0,3,1
25,,0,1,2,29,recombined,0.0,0.0,,I,2800.0,,,,,,,,0,3,1
26,,0,1,2,30,recombined,0.0,0.0,,H,1300.0,,,,,,,,0,3,1
27,,0,1,2,31,intact,1.0,,J,J,1300.0,,,,,,,,0,3,1
28,,0,1,2,32,recombined,0.0,1.0,,G,4400.0,,,,,,,,1,3,1
29,,0,1,2,33,recombined,0.0,0.0,,C,2200.0,,,,,,,,0,3,1
30,,0,1,2,34,intact,1.0,,L,L,1200.0,,,,,,,,0,3,1
31,,0,1,2,35,recombined,0.0,1.0,,A,1100.0,,,,,,,,0,3,1
32,,0,1,2,36,recombined,0.0,1.0,,L,1200.0,,,,,,,,0,3,1
33,,0,1,2,37,intact,1.0,,K,K,2000.0,,,,,,,,0,3,1
34,,0,1,2,38,intact,1.0,,G,G,2500.0,,,,,,,,0,3,1
35,,0,1,2,39,recombined,0.0,1.0,,D,1100.0,,,,,,,,0,3,1
36,,0,1,2,40,intact,1.0,,D,D,1100.0,,,,,,,,0,3,1
37,,0,1,2,41,intact,1.0,,E,E,4400.0,,,,,,,,1,3,1
38,,0,1,2,42,recombined,0.0,0.0,,F,1000.0,,,,,,,,0,3,1
39,,0,1,2,43,intact,1.0,,B,B,2200.0,,,,,,,,0,3,1
40,,0,1,2,44,intact,1.0,,C,C,2400.0,,,,,,,,0,3,1
41,,0,1,2,45,recombined,0.0,1.0,,K,1200.0,,,,,,,,0,3,1
42,,0,1,2,46,recombined,0.0,1.0,,J,4400.0,,,,,,,,1,3,1
43,,0,1,2,47,intact,1.0,,A,A,1800.0,,,,,,,,0,3,1
44,,0,1,2,48,recombined,0.0,0.0,,B,2300.0,,,,,,,,0,3,1
45,,0,1,2,49,recombined,0.0,0.0,,E,1300.0,,,,,,,,0,3,1
46,,0,1,2,50,intact,1.0,,H,H,2000.0,,,,,,,,0,3,1
47,,0,1,2,51,intact,1.0,,I,I,3100.0,,,,,,,,1,3,1
0,,0,1,1,4,recombined,0.0,1.0,,J,4600.0,,,,,,,,1,4,1
1,,0,1,1,5,recombined,0.0,1.0,,D,1100.0,,,,,,,,0,4,1
2,,0,1,1,6,intact,1.0,,C,C,2300.0,,,,,,,,0,4,1
3,,0,1,1,7,recombined,0.0,0.0,,I,1400.0,,,,,,,,0,4,1
4,,0,1,1,8,intact,1.0,,L,L,1600.0,,,,,,,,0,4,1
5,,0,1,1,9,recombined,0.0,1.0,,F,1400.0,,,,,,,,0,4,1
6,,0,1,1,10,recombined,0.0,0.0,,C,1500.0,,,,,,,,0,4,1
7,,0,1,1,11,intact,1.0,,G,G,4400.0,,,,,,,,1,4,1
8,,0,1,1,12,intact,1.0,,B,B,1700.0,,,,,,,,0,4,1
9,,0,1,1,13,recombined,0.0,0.0,,E,1200.0,,,,,,,,0,4,1
10,,0,1,1,14,intact,1.0,,H,H,1300.0,,,,,,,,0,4,1
11,,0,1,1,15,intact,1.0,,I,I,1900.0,,,,,,,,0,4,1
12,,0,1,1,16,recombined,0.0,1.0,,L,3000.0,,,,,,,,1,4,1
13,,0,1,1,17,intact,1.0,,A,A,2400.0,,,,,,,,0,4,1
14,,0,1,1,18,recombined,0.0,1.0,,K,2500.0,,,,,,,,0,4,1
15,,0,1,1,19,intact,1.0,,J,J,2800.0,,,,,,,,0,4,1
16,,0,1,1,20,intact,1.0,,K,K,1600.0,,,,,,,,0,4,1
17,,0,1,1,21,recombined,0.0,0.0,,G,1400.0,,,,,,,,0,4,1
18,,0,1,1,22,intact,1.0,,D,D,1300.0,,,,,,,,0,4,1
19,,0,1,1,23,recombined,0.0,1.0,,A,1400.0,,,,,,,,0,4,1
20,,0,1,1,24,recombined,0.0,0.0,,H,3300.0,,,,,,,,1,4,1
21,,0,1,1,25,intact,1.0,,E,E,1600.0,,,,,,,,0,4,1
22,,0,1,1,26,intact,1.0,,F,F,1900.0,,,,,,,,0,4,1
23,,0,1,1,27,recombined,0.0,0.0,,B,2100.0,,,,,,,,0,4,1
24,,0,1,2,28,intact,1.0,,C,C,1600.0,,,,,,,,0,4,1
25,,0,1,2,29,recombined,0.0,1.0,,D,1300.0,,,,,,,,0,4,1
26,,0,1,2,30,recombined,0.0,1.0,,L,3000.0,,,,,,,,1,4,1
27,,0,1,2,31,intact,1.0,,E,E,2400.0,,,,,,,,0,4,1
28,,0,1,2,32,intact,1.0,,D,D,1100.0,,,,,,,,0,4,1
29,,0,1,2,33,recombined,0.0,1.0,,K,1700.0,,,,,,,,0,4,1
30,,0,1,2,34,intact,1.0,,A,A,1100.0,,,,,,,,0,4,1
31,,0,1,2,35,recombined,0.0,1.0,,A,3700.0,,,,,,,,1,4,1
32,,0,1,2,36,intact,1.0,,B,B,1900.0,,,,,,,,0,4,1
33,,0,1,2,37,recombined,0.0,1.0,,J,1700.0,,,,,,,,0,4,1
34,,0,1,2,38,intact,1.0,,K,K,1800.0,,,,,,,,0,4,1
35,,0,1,2,39,recombined,0.0,0.0,,F,1300.0,,,,,,,,0,4,1
36,,0,1,2,40,intact,1.0,,I,I,2700.0,,,,,,,,0,4,1
37,,0,1,2,41,recombined,0.0,0.0,,H,3700.0,,,,,,,,1,4,1
38,,0,1,2,42,intact,1.0,,H,H,1300.0,,,,,,,,0,4,1
39,,0,1,2,43,recombined,0.0,0.0,,E,2600.0,,,,,,,,0,4,1
40,,0,1,2,44,recombined,0.0,0.0,,I,1400.0,,,,,,,,0,4,1
41,,0,1,2,45,intact,1.0,,J,J,1500.0,,,,,,,,0,4,1
42,,0,1,2,46,recombined,0.0,1.0,,G,3800.0,,,,,,,,1,4,1
43,,0,1,2,47,recombined,0.0,0.0,,B,1300.0,,,,,,,,0,4,1
44,,0,1,2,48,intact,1.0,,G,G,1300.0,,,,,,,,0,4,1
45,,0,1,2,49,recombined,0.0,0.0,,C,1400.0,,,,,,,,0,4,1
46,,0,1,2,50,intact,1.0,,F,F,1600.0,,,,,,,,0,4,1
47,,0,1,2,51,intact,1.0,,L,L,1100.0,,,,,,,,0,4,1
0,,0,1,1,4,recombined,0.0,0.0,,G,2100.0,,,,,,,,0,5,1
1,,0,1,1,5,intact,1.0,,B,B,1100.0,,,,,,,,0,5,1
2,,0,1,1,6,recombined,0.0,0.0,,B,1300.0,,,,,,,,0,5,1
3,,0,1,1,7,intact,1.0,,F,F,2000.0,,,,,,,,0,5,1
4,,0,1,1,8,recombined,0.0,1.0,,J,3900.0,,,,,,,,1,5,1
5,,0,1,1,9,intact,1.0,,D,D,2000.0,,,,,,,,0,5,1
6,,0,1,1,10,recombined,0.0,1.0,,K,1200.0,,,,,,,,0,5,1
7,,0,1,1,11,intact,1.0,,E,E,2000.0,,,,,,,,0,5,1
8,,0,1,1,12,recombined,0.0,1.0,,L,1800.0,,,,,,,,0,5,1
9,,0,1,1,13,intact,1.0,,J,J,1100.0,,,,,,,,0,5,1
10,,0,1,1,14,intact,1.0,,I,I,1500.0,,,,,,,,0,5,1
11,,0,1,1,15,recombined,0.0,0.0,,C,2900.0,,,,,,,,1,5,1
12,,0,1,1,16,recombined,0.0,1.0,,A,2800.0,,,,,,,,0,5,1
13,,0,1,1,17,intact,1.0,,H,H,1600.0,,,,,,,,0,5,1
14,,0,1,1,18,intact,1.0,,L,L,2100.0,,,,,,,,0,5,1
15,,0,1,1,19,recombined,0.0,0.0,,I,2300.0,,,,,,,,0,5,1
16,,0,1,1,20,recombined,0.0,1.0,,D,1300.0,,,,,,,,0,5,1
17,,0,1,1,21,intact,1.0,,K,K,3100.0,,,,,,,,1,5,1
18,,0,1,1,22,recombined,0.0,1.0,,F,1100.0,,,,,,,,0,5,1
19,,0,1,1,23,intact,1.0,,A,A,1800.0,,,,,,,,0,5,1
20,,0,1,1,24,recombined,0.0,0.0,,E,1400.0,,,,,,,,0,5,1
21,,0,1,1,25,intact,1.0,,G,G,2400.0,,,,,,,,0,5,1
22,,0,1,1,26,intact,1.0,,C,C,3300.0,,,,,,,,1,5,1
23,,0,1,1,27,recombined,0.0,0.0,,H,2400.0,,,,,,,,0,5,1
24,,0,1,2,28,recombined,0.0,0.0,,C,1200.0,,,,,,,,0,5,1
25,,0,1,2,29,intact,1.0,,G,G,2300.0,,,,,,,,0,5,1
26,,0,1,2,30,intact,1.0,,I,I,2100.0,,,,,,,,0,5,1
27,,0,1,2,31,recombined,0.0,1.0,,G,3400.0,,,,,,,,1,5,1
28,,0,1,2,32,intact,1.0,,L,L,1100.0,,,,,,,,0,5,1
29,,0,1,2,33,intact,1.0,,J,J,1500.0,,,,,,,,0,5,1
30,,0,1,2,34,recombined,0.0,0.0,,B,1600.0,,,,,,,,0,5,1
31,,0,1,2,35,intact,1.0,,A,A,1900.0,,,,,,,,0,5,1
32,,0,1,2,36,recombined,0.0,0.0,,E,3700.0,,,,,,,,1,5,1
33,,0,1,2,37,intact,1.0,,C,C,1200.0,,,,,,,,0,5,1
34,,0,1,2,38,recombined,0.0,0.0,,H,1300.0,,,,,,,,0,5,1
35,,0,1,2,39,recombined,0.0,1.0,,D,2500.0,,,,,,,,0,5,1
36,,0,1,2,40,intact,1.0,,D,D,1200.0,,,,,,,,0,5,1
37,,0,1,2,41,recombined,0.0,0.0,,I,1100.0,,,,,,,,0,5,1
38,,0,1,2,42,intact,1.0,,B,B,3000.0,,,,,,,,1,5,1
39,,0,1,2,43,intact,1.0,,F,F,1700.0,,,,,,,,0,5,1
40,,0,1,2,44,recombined,0.0,1.0,,A,1700.0,,,,,,,,0,5,1
41,,0,1,2,45,recombined,0.0,1.0,,L,1400.0,,,,,,,,0,5,1
42,,0,1,2,46,intact,1.0,,K,K,2500.0,,,,,,,,0,5,1
43,,0,1,2,47,recombined,0.0,1.0,,J,4800.0,,,,,,,,1,5,1
44,,0,1,2,48,recombined,0.0,0.0,,F,1700.0,,,,,,,,0,5,1
45,,0,1,2,49,intact,1.0,,E,E,1500.0,,,,,,,,0,5,1
46,,0,1,2,50,intact,1.0,,H,H,1700.0,,,,,,,,0,5,1
47,,0,1,2,51,recombined,0.0,1.0,,K,1400.0,,,,,,,,0,5,1
0,,0,1,1,4,recombined,0.0,0.0,,H,3000.0,,,,,,,,1,6,1
1,,0,1,1,5,intact,1.0,,F,F,1800.0,,,,,,,,0,6,1
2,,0,1,1,6,recombined,0.0,0.0,,E,1400.0,,,,,,,,0,6,1
3,,0,1,1,7,intact,1.0,,G,G,1000.0,,,,,,,,0,6,1
4,,0,1,1,8,intact,1.0,,K,K,2600.0,,,,,,,,0,6,1
5,,0,1,1,9,recombined,0.0,1.0,,J,1800.0,,,,,,,,0,6,1
6,,0,1,1,10,intact,1.0,,D,D,2400.0,,,,,,,,0,6,1
7,,0,1,1,11,recombined,0.0,0.0,,B,1600.0,,,,,,,,0,6,1
8,,0,1,1,12,intact,1.0,,J,J,1400.0,,,,,,,,0,6,1
9,,0,1,1,13,recombined,0.0,0.0,,G,3900.0,,,,,,,,1,6,1
10,,0,1,1,14,intact,1.0,,L,L,2600.0,,,,,,,,0,6,1
11,,0,1,1,15,recombined,0.0,1.0,,F,1000.0,,,,,,,,0,6,1
12,,0,1,1,16,recombined,0.0,1.0,,A,1100.0,,,,,,,,0,6,1
13,,0,1,1,17,intact,1.0,,H,H,1100.0,,,,,,,,0,6,1
14,,0,1,1,18,recombined,0.0,1.0,,K,4400.0,,,,,,,,1,6,1
15,,0,1,1,19,intact,1.0,,B,B,1600.0,,,,,,,,0,6,1
16,,0,1,1,20,intact,1.0,,C,C,1200.0,,,,,,,,0,6,1
17,,0,1,1,21,recombined,0.0,1.0,,L,2200.0,,,,,,,,0,6,1
18,,0,1,1,22,intact,1.0,,A,A,1300.0,,,,,,,,0,6,1
19,,0,1,1,23,recombined,0.0,0.0,,I,1300.0,,,,,,,,0,6,1
20,,0,1,1,24,intact,1.0,,I,I,3400.0,,,,,,,,1,6,1
21,,0,1,1,25,recombined,0.0,0.0,,C,1700.0,,,,,,,,0,6,1
22,,0,1,1,26,intact,1.0,,E,E,2100.0,,,,,,,,0,6,1
23,,0,1,1,27,recombined,0.0,1.0,,D,1700.0,,,,,,,,0,6,1
24,,0,1,2,28,intact,1.0,,K,K,1500.0,,,,,,,,0,6,1
25,,0,1,2,29,intact,1.0,,D,D,2500.0,,,,,,,,0,6,1
26,,0,1,2,30,recombined,0.0,0.0,,C,1300.0,,,,,,,,0,6,1
27,,0,1,2,31,recombined,0.0,0.0,,H,4800.0,,,,,,,,1,6,1
28,,0,1,2,32,intact,1.0,,E,E,2100.0,,,,,,,,0,6,1
29,,0,1,2,33,intact,1.0,,G,G,2200.0,,,,,,,,0,6,1
30,,0,1,2,34,recombined,0.0,1.0,,D,2200.0,,,,,,,,0,6,1
31,,0,1,2,35,intact,1.0,,H,H,1300.0,,,,,,,,0,6,1
32,,0,1,2,36,recombined,0.0,1.0,,L,1700.0,,,,,,,,0,6,1
33,,0,1,2,37,recombined,0.0,0.0,,B,1600.0,,,,,,,,0,6,1
34,,0,1,2,38,intact,1.0,,F,F,4000.0,,,,,,,,1,6,1
35,,0,1,2,39,recombined,0.0,0.0,,E,1300.0,,,,,,,,0,6,1
36,,0,1,2,40,intact,1.0,,A,A,1000.0,,,,,,,,0,6,1
37,,0,1,2,41,intact,1.0,,L,L,2000.0,,,,,,,,0,6,1
38,,0,1,2,42,recombined,0.0,1.0,,G,1400.0,,,,,,,,0,6,1
39,,0,1,2,43,intact,1.0,,B,B,1200.0,,,,,,,,0,6,1
40,,0,1,2,44,recombined,0.0,1.0,,K,2100.0,,,,,,,,0,6,1
41,,0,1,2,45,intact,1.0,,J,J,2700.0,,,,,,,,1,6,1
42,,0,1,2,46,recombined,0.0,1.0,,A,1700.0,,,,,,,,0,6,1
43,,0,1,2,47,intact,1.0,,C,C,1600.0,,,,,,,,0,6,1
44,,0,1,2,48,recombined,0.0,0.0,,F,1200.0,,,,,,,,0,6,1
45,,0,1,2,49,intact,1.0,,I,I,1900.0,,,,,,,,0,6,1
46,,0,1,2,50,recombined,0.0,0.0,,I,1600.0,,,,,,,,0,6,1
47,,0,1,2,51,recombined,0.0,1.0,,J,3500.0,,,,,,,,1,6,1
0,,0,1,1,4,recombined,0.0,0.0,,C,2800.0,,,,,,,,1,7,1
1,,0,1,1,5,intact,1.0,,K,K,1200.0,,,,,,,,0,7,1
2,,0,1,1,6,intact,1.0,,G,G,1200.0,,,,,,,,0,7,1
3,,0,1,1,7,recombined,0.0,1.0,,F,2000.0,,,,,,,,0,7,1
4,,0,1,1,8,intact,1.0,,F,F,1800.0,,,,,,,,0,7,1
5,,0,1,1,9,recombined,0.0,1.0,,L,2200.0,,,,,,,,0,7,1
6,,0,1,1,10,intact,1.0,,E,E,1500.0,,,,,,,,0,7,1
7,,0,1,1,11,intact,1.0,,A,A,1900.0,,,,,,,,0,7,1
8,,0,1,1,12,recombined,0.0,1.0,,K,2900.0,,,,,,,,1,7,1
9,,0,1,1,13,intact,1.0,,C,C,1500.0,,,,,,,,0,7,1
10,,0,1,1,14,intact,1.0,,J,J,1200.0,,,,,,,,0,7,1
11,,0,1,1,15,recombined,0.0,1.0,,J,1600.0,,,,,,,,0,7,1
12,,0,1,1,16,recombined,0.0,1.0,,A,1800.0,,,,,,,,0,7,1
13,,0,1,1,17,intact,1.0,,H,H,1200.0,,,,,,,,0,7,1
14,,0,1,1,18,recombined,0.0,1.0,,D,4900.0,,,,,,,,1,7,1
15,,0,1,1,19,intact,1.0,,B,B,2300.0,,,,,,,,0,7,1
16,,0,1,1,20,recombined,0.0,0.0,,E,1400.0,,,,,,,,0,7,1
17,,0,1,1,21,recombined,0.0,0.0,,B,1200.0,,,,,,,,0,7,1
18,,0,1,1,22,intact,1.0,,L,L,2500.0,,,,,,,,0,7,1
19,,0,1,1,23,intact,1.0,,D,D,1200.0,,,,,,,,0,7,1
20,,0,1,1,24,recombined,0.0,0.0,,G,1800.0,,,,,,,,0,7,1
21,,0,1,1,25,recombined,0.0,0.0,,I,1200.0,,,,,,,,0,7,1
22,,0,1,1,26,intact,1.0,,I,I,2200.0,,,,,,,,0,7,1
23,,0,1,1,27,recombined,0.0,0.0,,H,4000.0,,,,,,,,1,7,1
24,,0,1,2,28,recombined,0.0,0.0,,F,2400.0,,,,,,,,0,7,1
25,,0,1,2,29,intact,1.0,,I,I,1200.0,,,,,,,,0,7,1
26,,0,1,2,30,recombined,0.0,1.0,,L,1900.0,,,,,,,,0,7,1
27,,0,1,2,31,intact,1.0,,H,H,1500.0,,,,,,,,0,7,1
28,,0,1,2,32,recombined,0.0,1.0,,D,1400.0,,,,,,,,0,7,1
29,,0,1,2,33,intact,1.0,,F,F,2800.0,,,,,,,,1,7,1
30,,0,1,2,34,recombined,0.0,0.0,,H,2100.0,,,,,,,,0,7,1
31,,0,1,2,35,recombined,0.0,0.0,,I,1900.0,,,,,,,,0,7,1
32,,0,1,2,36,intact,1.0,,A,A,1600.0,,,,,,,,0,7,1
33,,0,1,2,37,recombined,0.0,1.0,,G,2500.0,,,,,,,,0,7,1
34,,0,1,2,38,intact,1.0,,D,D,1300.0,,,,,,,,0,7,1
35,,0,1,2,39,recombined,0.0,1.0,,J,2700.0,,,,,,,,1,7,1
