,PID,practice,run,block,trial,iti,pair_id,choice_type,reward_type,stimulus_id,path,outcome_response,outcome_rt,outcome_acc,confidence_response,confidence_rt,long_iti,simulation,version
7,,0,1,1.0,11,3300.0,H,unchosen,,,,,,,,,1,2,1
8,,0,1,1.0,12,1600.0,J,unchosen,,,,,,,,,0,2,1
9,,0,1,1.0,13,1600.0,H,chosen,,,,,,,,,0,2,1
10,,0,1,1.0,14,1700.0,I,chosen,,,,,,,,,0,2,1
11,,0,1,1.0,15,2400.0,E,unchosen,,,,,,,,,0,2,1
12,,0,1,1.0,16,2500.0,L,chosen,,,,,,,,,0,2,1
13,,0,1,1.0,17,1600.0,A,chosen,,,,,,,,,0,2,1
14,,0,1,1.0,18,4700.0,L,unchosen,,,,,,,,,1,2,1
15,,0,1,1.0,19,1100.0,D,unchosen,,,,,,,,,0,2,1
16,,0,1,1.0,20,1600.0,D,chosen,,,,,,,,,0,2,1
17,,0,1,1.0,21,2400.0,A,unchosen,,,,,,,,,0,2,1
18,,0,1,1.0,22,1900.0,I,unchosen,,,,,,,,,0,2,1
19,,0,1,1.0,23,2900.0,G,chosen,,,,,,,,,1,2,1
20,,0,1,1.0,24,1700.0,K,chosen,,,,,,,,,0,2,1
21,,0,1,1.0,25,2300.0,G,unchosen,,,,,,,,,0,2,1
22,,0,1,1.0,26,1800.0,B,unchosen,,,,,,,,,0,2,1
23,,0,1,1.0,27,1300.0,F,chosen,,,,,,,,,0,2,1
24,,0,1,2.0,28,1200.0,H,unchosen,,,,,,,,,0,2,1
25,,0,1,2.0,29,2000.0,A,unchosen,,,,,,,,,0,2,1
26,,0,1,2.0,30,3400.0,A,chosen,,,,,,,,,1,2,1
27,,0,1,2.0,31,1100.0,C,unchosen,,,,,,,,,0,2,1
28,,0,1,2.0,32,1900.0,E,chosen,,,,,,,,,0,2,1
29,,0,1,2.0,33,1100.0,G,unchosen,,,,,,,,,0,2,1
30,,0,1,2.0,34,1600.0,J,chosen,,,,,,,,,0,2,1
31,,0,1,2.0,35,1500.0,I,chosen,,,,,,,,,0,2,1
32,,0,1,2.0,36,1700.0,E,unchosen,,,,,,,,,0,2,1
33,,0,1,2.0,37,1000.0,K,unchosen,,,,,,,,,0,2,1
34,,0,1,2.0,38,3000.0,L,chosen,,,,,,,,,1,2,1
35,,0,1,2.0,39,1700.0,I,unchosen,,,,,,,,,0,2,1
36,,0,1,2.0,40,2300.0,K,chosen,,,,,,,,,0,2,1
37,,0,1,2.0,41,1500.0,C,chosen,,,,,,,,,0,2,1
38,,0,1,2.0,42,1100.0,F,unchosen,,,,,,,,,0,2,1
39,,0,1,2.0,43,1500.0,G,chosen,,,,,,,,,0,2,1
40,,0,1,2.0,44,3100.0,B,chosen,,,,,,,,,1,2,1
41,,0,1,2.0,45,2400.0,L,unchosen,,,,,,,,,0,2,1
42,,0,1,2.0,46,1600.0,F,chosen,,,,,,,,,0,2,1
43,,0,1,2.0,47,1600.0,B,unchosen,,,,,,,,,0,2,1
44,,0,1,2.0,48,1300.0,H,chosen,,,,,,,,,0,2,1
45,,0,1,2.0,49,2700.0,D,unchosen,,,,,,,,,0,2,1
46,,0,1,2.0,50,1300.0,D,chosen,,,,,,,,,0,2,1
47,,0,1,2.0,51,3800.0,J,unchosen,,,,,,,,,1,2,1
0,,0,1,1.0,4,4800.0,B,unchosen,,,,,,,,,1,3,1
1,,0,1,1.0,5,1800.0,D,chosen,,,,,,,,,0,3,1
2,,0,1,1.0,6,2100.0,D,unchosen,,,,,,,,,0,3,1
3,,0,1,1.0,7,2000.0,H,chosen,,,,,,,,,0,3,1
4,,0,1,1.0,8,2200.0,F,unchosen,,,,,,,,,0,3,1
5,,0,1,1.0,9,4700.0,J,unchosen,,,,,,,,,1,3,1
6,,0,1,1.0,10,1100.0,K,chosen,,,,,,,,,0,3,1
7,,0,1,1.0,11,2000.0,C,unchosen,,,,,,,,,0,3,1
8,,0,1,1.0,12,1100.0,C,chosen,,,,,,,,,0,3,1
9,,0,1,1.0,13,1000.0,L,unchosen,,,,,,,,,0,3,1
10,,0,1,1.0,14,1300.0,I,chosen,,,,,,,,,0,3,1
11,,0,1,1.0,15,1400.0,A,chosen,,,,,,,,,0,3,1
12,,0,1,1.0,16,2800.0,K,unchosen,,,,,,,,,1,3,1
13,,0,1,1.0,17,2700.0,E,chosen,,,,,,,,,0,3,1
14,,0,1,1.0,18,2200.0,A,unchosen,,,,,,,,,0,3,1
15,,0,1,1.0,19,2600.0,F,chosen,,,,,,,,,0,3,1
16,,0,1,1.0,20,2100.0,I,unchosen,,,,,,,,,0,3,1
17,,0,1,1.0,21,1900.0,B,chosen,,,,,,,,,0,3,1
18,,0,1,1.0,22,1600.0,G,unchosen,,,,,,,,,0,3,1
19,,0,1,1.0,23,1900.0,G,chosen,,,,,,,,,0,3,1
20,,0,1,1.0,24,1700.0,J,chosen,,,,,,,,,0,3,1
21,,0,1,1.0,25,2400.0,E,unchosen,,,,,,,,,0,3,1
22,,0,1,1.0,26,1200.0,L,chosen,,,,,,,,,0,3,1
23,,0,1,1.0,27,3100.0,H,unchosen,,,,,,,,,1,3,1
24,,0,1,2.0,28,1100.0,H,unchosen,,,,,,,,,0,3,1
25,,0,1,2.0,29,1300.0,A,chosen,,,,,,,,,0,3,1
26,,0,1,2.0,30,1400.0,C,chosen,,,,,,,,,0,3,1
27,,0,1,2.0,31,2400.0,D,unchosen,,,,,,,,,0,3,1
28,,0,1,2.0,32,1300.0,B,chosen,,,,,,,,,0,3,1
29,,0,1,2.0,33,2500.0,I,chosen,,,,,,,,,0,3,1
30,,0,1,2.0,34,3800.0,K,unchosen,,,,,,,,,1,3,1
31,,0,1,2.0,35,1600.0,J,chosen,,,,,,,,,0,3,1
32,,0,1,2.0,36,1400.0,C,unchosen,,,,,,,,,0,3,1
33,,0,1,2.0,37,1100.0,E,unchosen,,,,,,,,,0,3,1
34,,0,1,2.0,38,1300.0,E,chosen,,,,,,,,,0,3,1
35,,0,1,2.0,39,3000.0,D,chosen,,,,,,,,,1,3,1
36,,0,1,2.0,40,1000.0,J,unchosen,,,,,,,,,0,3,1
37,,0,1,2.0,41,2100.0,F,chosen,,,,,,,,,0,3,1
38,,0,1,2.0,42,1200.0,G,unchosen,,,,,,,,,0,3,1
39,,0,1,2.0,43,1500.0,H,chosen,,,,,,,,,0,3,1
40,,0,1,2.0,44,1000.0,F,unchosen,,,,,,,,,0,3,1
41,,0,1,2.0,45,3000.0,I,unchosen,,,,,,,,,1,3,1
42,,0,1,2.0,46,1300.0,L,chosen,,,,,,,,,0,3,1
43,,0,1,2.0,47,1900.0,B,unchosen,,,,,,,,,0,3,1
44,,0,1,2.0,48,2200.0,G,chosen,,,,,,,,,0,3,1
45,,0,1,2.0,49,2700.0,A,unchosen,,,,,,,,,0,3,1
46,,0,1,2.0,50,1100.0,K,chosen,,,,,,,,,0,3,1
47,,0,1,2.0,51,3100.0,L,unchosen,,,,,,,,,1,3,1
0,,0,1,1.0,4,3400.0,B,chosen,,,,,,,,,1,4,1
1,,0,1,1.0,5,1400.0,F,unchosen,,,,,,,,,0,4,1
2,,0,1,1.0,6,1000.0,K,chosen,,,,,,,,,0,4,1
3,,0,1,1.0,7,2200.0,G,unchosen,,,,,,,,,0,4,1
4,,0,1,1.0,8,1400.0,E,chosen,,,,,,,,,0,4,1
5,,0,1,1.0,9,3600.0,K,unchosen,,,,,,,,,1,4,1
6,,0,1,1.0,10,1600.0,F,chosen,,,,,,,,,0,4,1
7,,0,1,1.0,11,1400.0,I,chosen,,,,,,,,,0,4,1
8,,0,1,1.0,12,1200.0,E,unchosen,,,,,,,,,0,4,1
9,,0,1,1.0,13,2000.0,C,chosen,,,,,,,,,0,4,1
10,,0,1,1.0,14,4700.0,C,unchosen,,,,,,,,,1,4,1
11,,0,1,1.0,15,1500.0,J,chosen,,,,,,,,,0,4,1
12,,0,1,1.0,16,1500.0,J,unchosen,,,,,,,,,0,4,1
13,,0,1,1.0,17,1200.0,A,chosen,,,,,,,,,0,4,1
14,,0,1,1.0,18,1100.0,A,unchosen,,,,,,,,,0,4,1
15,,0,1,1.0,19,2600.0,D,chosen,,,,,,,,,0,4,1
16,,0,1,1.0,20,1500.0,B,unchosen,,,,,,,,,0,4,1
17,,0,1,1.0,21,4100.0,L,chosen,,,,,,,,,1,4,1
18,,0,1,1.0,22,1500.0,I,unchosen,,,,,,,,,0,4,1
19,,0,1,1.0,23,2000.0,L,unchosen,,,,,,,,,0,4,1
20,,0,1,1.0,24,1100.0,G,chosen,,,,,,,,,0,4,1
21,,0,1,1.0,25,2800.0,D,unchosen,,,,,,,,,0,4,1
22,,0,1,1.0,26,2100.0,H,unchosen,,,,,,,,,0,4,1
23,,0,1,1.0,27,3000.0,H,chosen,,,,,,,,,1,4,1
24,,0,1,2.0,28,1800.0,H,unchosen,,,,,,,,,0,4,1
25,,0,1,2.0,29,1500.0,D,unchosen,,,,,,,,,0,4,1
26,,0,1,2.0,30,1300.0,B,chosen,,,,,,,,,0,4,1
27,,0,1,2.0,31,1000.0,L,chosen,,,,,,,,,0,4,1
28,,0,1,2.0,32,2000.0,J,unchosen,,,,,,,,,0,4,1
29,,0,1,2.0,33,3400.0,F,chosen,,,,,,,,,1,4,1
30,,0,1,2.0,34,1100.0,E,chosen,,,,,,,,,0,4,1
31,,0,1,2.0,35,2100.0,G,unchosen,,,,,,,,,0,4,1
32,,0,1,2.0,36,2000.0,G,chosen,,,,,,,,,0,4,1
33,,0,1,2.0,37,2600.0,I,unchosen,,,,,,,,,0,4,1
34,,0,1,2.0,38,2300.0,J,chosen,,,,,,,,,0,4,1
35,,0,1,2.0,39,3300.0,D,chosen,,,,,,,,,1,4,1
36,,0,1,2.0,40,1700.0,K,unchosen,,,,,,,,,0,4,1
37,,0,1,2.0,41,1600.0,E,unchosen,,,,,,,,,0,4,1
38,,0,1,2.0,42,1200.0,I,chosen,,,,,,,,,0,4,1
39,,0,1,2.0,43,1300.0,K,chosen,,,,,,,,,0,4,1
40,,0,1,2.0,44,1200.0,A,unchosen,,,,,,,,,0,4,1
41,,0,1,2.0,45,1600.0,C,unchosen,,,,,,,,,0,4,1
42,,0,1,2.0,46,2200.0,C,chosen,,,,,,,,,0,4,1
43,,0,1,2.0,47,1600.0,B,unchosen,,,,,,,,,0,4,1
44,,0,1,2.0,48,1500.0,H,chosen,,,,,,,,,0,4,1
45,,0,1,2.0,49,2700.0,F,unchosen,,,,,,,,,0,4,1
46,,0,1,2.0,50,1800.0,L,unchosen,,,,,,,,,0,4,1
47,,0,1,2.0,51,3300.0,A,chosen,,,,,,,,,1,4,1
0,,0,1,1.0,4,3500.0,I,chosen,,,,,,,,,1,5,1
1,,0,1,1.0,5,1200.0,K,chosen,,,,,,,,,0,5,1
2,,0,1,1.0,6,2500.0,L,unchosen,,,,,,,,,0,5,1
3,,0,1,1.0,7,1100.0,C,unchosen,,,,,,,,,0,5,1
4,,0,1,1.0,8,1800.0,L,chosen,,,,,,,,,0,5,1
5,,0,1,1.0,9,2100.0,A,unchosen,,,,,,,,,0,5,1
6,,0,1,1.0,10,2700.0,C,chosen,,,,,,,,,1,5,1
7,,0,1,1.0,11,2200.0,B,unchosen,,,,,,,,,0,5,1
8,,0,1,1.0,12,1500.0,J,chosen,,,,,,,,,0,5,1
9,,0,1,1.0,13,2500.0,I,unchosen,,,,,,,,,0,5,1
10,,0,1,1.0,14,1200.0,K,unchosen,,,,,,,,,0,5,1
11,,0,1,1.0,15,2900.0,G,chosen,,,,,,,,,1,5,1
12,,0,1,1.0,16,1600.0,E,unchosen,,,,,,,,,0,5,1
13,,0,1,1.0,17,1200.0,D,unchosen,,,,,,,,,0,5,1
14,,0,1,1.0,18,1600.0,F,chosen,,,,,,,,,0,5,1
15,,0,1,1.0,19,2100.0,G,unchosen,,,,,,,,,0,5,1
16,,0,1,1.0,20,3400.0,D,chosen,,,,,,,,,1,5,1
17,,0,1,1.0,21,1200.0,E,chosen,,,,,,,,,0,5,1
18,,0,1,1.0,22,1500.0,H,unchosen,,,,,,,,,0,5,1
19,,0,1,1.0,23,1800.0,B,chosen,,,,,,,,,0,5,1
20,,0,1,1.0,24,2300.0,H,chosen,,,,,,,,,0,5,1
21,,0,1,1.0,25,1200.0,F,unchosen,,,,,,,,,0,5,1
22,,0,1,1.0,26,4800.0,A,chosen,,,,,,,,,1,5,1
23,,0,1,1.0,27,2400.0,J,unchosen,,,,,,,,,0,5,1
24,,0,1,2.0,28,1200.0,K,unchosen,,,,,,,,,0,5,1
25,,0,1,2.0,29,1000.0,K,chosen,,,,,,,,,0,5,1
26,,0,1,2.0,30,1900.0,C,unchosen,,,,,,,,,0,5,1
27,,0,1,2.0,31,1500.0,D,chosen,,,,,,,,,0,5,1
28,,0,1,2.0,32,1300.0,B,unchosen,,,,,,,,,0,5,1
29,,0,1,2.0,33,2200.0,A,chosen,,,,,,,,,0,5,1
30,,0,1,2.0,34,1300.0,H,chosen,,,,,,,,,0,5,1
31,,0,1,2.0,35,3700.0,H,unchosen,,,,,,,,,1,5,1
32,,0,1,2.0,36,1000.0,I,chosen,,,,,,,,,0,5,1
33,,0,1,2.0,37,1400.0,L,unchosen,,,,,,,,,0,5,1
34,,0,1,2.0,38,1100.0,E,chosen,,,,,,,,,0,5,1
35,,0,1,2.0,39,2100.0,E,unchosen,,,,,,,,,0,5,1
36,,0,1,2.0,40,1000.0,I,unchosen,,,,,,,,,0,5,1
37,,0,1,2.0,41,1600.0,C,chosen,,,,,,,,,0,5,1
38,,0,1,2.0,42,2200.0,F,unchosen,,,,,,,,,0,5,1
39,,0,1,2.0,43,3700.0,J,chosen,,,,,,,,,1,5,1
40,,0,1,2.0,44,1400.0,G,unchosen,,,,,,,,,0,5,1
41,,0,1,2.0,45,2400.0,A,unchosen,,,,,,,,,0,5,1
42,,0,1,2.0,46,2400.0,L,chosen,,,,,,,,,0,5,1
43,,0,1,2.0,47,1800.0,G,chosen,,,,,,,,,0,5,1
44,,0,1,2.0,48,2300.0,D,unchosen,,,,,,,,,0,5,1
45,,0,1,2.0,49,2300.0,B,chosen,,,,,,,,,0,5,1
46,,0,1,2.0,50,2300.0,J,unchosen,,,,,,,,,0,5,1
47,,0,1,2.0,51,2600.0,F,chosen,,,,,,,,,1,5,1
0,,0,1,1.0,4,3700.0,E,unchosen,,,,,,,,,1,6,1
1,,0,1,1.0,5,1100.0,C,unchosen,,,,,,,,,0,6,1
2,,0,1,1.0,6,2800.0,H,chosen,,,,,,,,,0,6,1
3,,0,1,1.0,7,1300.0,D,chosen,,,,,,,,,0,6,1
4,,0,1,1.0,8,2300.0,J,unchosen,,,,,,,,,0,6,1
5,,0,1,1.0,9,3600.0,I,unchosen,,,,,,,,,1,6,1
6,,0,1,1.0,10,1500.0,C,chosen,,,,,,,,,0,6,1
7,,0,1,1.0,11,1900.0,B,unchosen,,,,,,,,,0,6,1
8,,0,1,1.0,12,1200.0,J,chosen,,,,,,,,,0,6,1
9,,0,1,1.0,13,1800.0,D,unchosen,,,,,,,,,0,6,1
10,,0,1,1.0,14,2200.0,L,chosen,,,,,,,,,0,6,1
11,,0,1,1.0,15,1800.0,L,unchosen,,,,,,,,,0,6,1
12,,0,1,1.0,16,3200.0,G,chosen,,,,,,,,,1,6,1
13,,0,1,1.0,17,1200.0,G,unchosen,,,,,,,,,0,6,1
14,,0,1,1.0,18,2200.0,B,chosen,,,,,,,,,0,6,1
15,,0,1,1.0,19,2100.0,I,chosen,,,,,,,,,0,6,1
16,,0,1,1.0,20,2000.0,A,unchosen,,,,,,,,,0,6,1
17,,0,1,1.0,21,3100.0,F,chosen,,,,,,,,,1,6,1
18,,0,1,1.0,22,2500.0,F,unchosen,,,,,,,,,0,6,1
19,,0,1,1.0,23,1700.0,A,chosen,,,,,,,,,0,6,1
20,,0,1,1.0,24,1300.0,H,unchosen,,,,,,,,,0,6,1
21,,0,1,1.0,25,2700.0,K,unchosen,,,,,,,,,0,6,1
22,,0,1,1.0,26,2000.0,K,chosen,,,,,,,,,0,6,1
23,,0,1,1.0,27,1900.0,E,chosen,,,,,,,,,0,6,1
24,,0,1,2.0,28,2600.0,L,unchosen,,,,,,,,,0,6,1
25,,0,1,2.0,29,3500.0,L,chosen,,,,,,,,,1,6,1
26,,0,1,2.0,30,1300.0,D,unchosen,,,,,,,,,0,6,1
27,,0,1,2.0,31,1200.0,B,unchosen,,,,,,,,,0,6,1
28,,0,1,2.0,32,2300.0,G,chosen,,,,,,,,,0,6,1
29,,0,1,2.0,33,1500.0,I,unchosen,,,,,,,,,0,6,1
30,,0,1,2.0,34,3000.0,J,chosen,,,,,,,,,1,6,1
31,,0,1,2.0,35,1900.0,E,unchosen,,,,,,,,,0,6,1
32,,0,1,2.0,36,1100.0,H,chosen,,,,,,,,,0,6,1
33,,0,1,2.0,37,1700.0,G,unchosen,,,,,,,,,0,6,1
34,,0,1,2.0,38,1400.0,D,chosen,,,,,,,,,0,6,1
35,,0,1,2.0,39,1200.0,C,chosen,,,,,,,,,0,6,1
36,,0,1,2.0,40,1500.0,C,unchosen,,,,,,,,,0,6,1
37,,0,1,2.0,41,2100.0,B,chosen,,,,,,,,,0,6,1
38,,0,1,2.0,42,1200.0,H,unchosen,,,,,,,,,0,6,1
39,,0,1,2.0,43,2100.0,A,chosen,,,,,,,,,0,6,1
40,,0,1,2.0,44,1600.0,I,chosen,,,,,,,,,0,6,1
41,,0,1,2.0,45,3600.0,F,unchosen,,,,,,,,,1,6,1
42,,0,1,2.0,46,1500.0,A,unchosen,,,,,,,,,0,6,1
43,,0,1,2.0,47,1000.0,K,chosen,,,,,,,,,0,6,1
44,,0,1,2.0,48,1700.0,K,unchosen,,,,,,,,,0,6,1
45,,0,1,2.0,49,1200.0,E,chosen,,,,,,,,,0,6,1
46,,0,1,2.0,50,1400.0,F,chosen,,,,,,,,,0,6,1
47,,0,1,2.0,51,3300.0,J,unchosen,,,,,,,,,1,6,1
0,,0,1,1.0,4,1100.0,A,unchosen,,,,,,,,,0,7,1
1,,0,1,1.0,5,1400.0,D,chosen,,,,,,,,,0,7,1
2,,0,1,1.0,6,1500.0,D,unchosen,,,,,,,,,0,7,1
3,,0,1,1.0,7,2100.0,H,chosen,,,,,,,,,0,7,1
4,,0,1,1.0,8,4700.0,B,unchosen,,,,,,,,,1,7,1
5,,0,1,1.0,9,1100.0,B,chosen,,,,,,,,,0,7,1
6,,0,1,1.0,10,1500.0,C,unchosen,,,,,,,,,0,7,1
7,,0,1,1.0,11,1400.0,G,chosen,,,,,,,,,0,7,1
8,,0,1,1.0,12,1200.0,F,chosen,,,,,,,,,0,7,1
9,,0,1,1.0,13,2300.0,H,unchosen,,,,,,,,,0,7,1
10,,0,1,1.0,14,1100.0,L,unchosen,,,,,,,,,0,7,1
11,,0,1,1.0,15,1000.0,J,chosen,,,,,,,,,0,7,1
12,,0,1,1.0,16,2700.0,E,chosen,,,,,,,,,1,7,1
13,,0,1,1.0,17,2500.0,I,unchosen,,,,,,,,,0,7,1
14,,0,1,1.0,18,2100.0,K,chosen,,,,,,,,,0,7,1
15,,0,1,1.0,19,1300.0,G,unchosen,,,,,,,,,0,7,1
16,,0,1,1.0,20,1300.0,C,chosen,,,,,,,,,0,7,1
17,,0,1,1.0,21,2000.0,J,unchosen,,,,,,,,,0,7,1
18,,0,1,1.0,22,2000.0,L,chosen,,,,,,,,,0,7,1
19,,0,1,1.0,23,4700.0,K,unchosen,,,,,,,,,1,7,1
20,,0,1,1.0,24,1300.0,F,unchosen,,,,,,,,,0,7,1
21,,0,1,1.0,25,1600.0,A,chosen,,,,,,,,,0,7,1
22,,0,1,1.0,26,1000.0,I,chosen,,,,,,,,,0,7,1
23,,0,1,1.0,27,1900.0,E,unchosen,,,,,,,,,0,7,1
24,,0,1,2.0,28,2700.0,D,chosen,,,,,,,,,1,7,1
25,,0,1,2.0,29,2100.0,E,chosen,,,,,,,,,0,7,1
26,,0,1,2.0,30,2500.0,H,unchosen,,,,,,,,,0,7,1
27,,0,1,2.0,31,1100.0,F,unchosen,,,,,,,,,0,7,1
28,,0,1,2.0,32,1300.0,J,chosen,,,,,,,,,0,7,1
29,,0,1,2.0,33,4700.0,F,chosen,,,,,,,,,1,7,1
30,,0,1,2.0,34,1200.0,I,unchosen,,,,,,,,,0,7,1
31,,0,1,2.0,35,1200.0,E,unchosen,,,,,,,,,0,7,1
32,,0,1,2.0,36,2100.0,G,chosen,,,,,,,,,0,7,1
33,,0,1,2.0,37,1300.0,A,unchosen,,,,,,,,,0,7,1
34,,0,1,2.0,38,1200.0,B,chosen,,,,,,,,,0,7,1
35,,0,1,2.0,39,1400.0,G,unchosen,,,,,,,,,0,7,1
36,,0,1,2.0,40,1800.0,H,chosen,,,,,,,,,0,7,1
37,,0,1,2.0,41,3500.0,L,unchosen,,,,,,,,,1,7,1
38,,0,1,2.0,42,1500.0,C,unchosen,,,,,,,,,0,7,1
39,,0,1,2.0,43,1200.0,A,chosen,,,,,,,,,0,7,1
40,,0,1,2.0,44,1200.0,L,chosen,,,,,,,,,0,7,1
41,,0,1,2.0,45,2400.0,J,unchosen,,,,,,,,,0,7,1
42,,0,1,2.0,46,4700.0,I,chosen,,,,,,,,,1,7,1
43,,0,1,2.0,47,2000.0,D,unchosen,,,,,,,,,0,7,1
44,,0,1,2.0,48,2600.0,C,chosen,,,,,,,,,0,7,1
45,,0,1,2.0,49,1200.0,B,unchosen,,,,,,,,,0,7,1
46,,0,1,2.0,50,2200.0,K,unchosen,,,,,,,,,0,7,1
47,,0,1,2.0,51,4100.0,K,chosen,,,,,,,,,1,7,1
0,,0,1,1.0,4,1200.0,A,unchosen,,,,,,,,,0,8,1
1,,0,1,1.0,5,1200.0,G,unchosen,,,,,,,,,0,8,1
2,,0,1,1.0,6,2500.0,B,chosen,,,,,,,,,0,8,1
3,,0,1,1.0,7,1100.0,D,chosen,,,,,,,,,0,8,1
4,,0,1,1.0,8,3400.0,I,unchosen,,,,,,,,,1,8,1
5,,0,1,1.0,9,1400.0,C,chosen,,,,,,,,,0,8,1
6,,0,1,1.0,10,2400.0,J,unchosen,,,,,,,,,0,8,1
7,,0,1,1.0,11,1200.0,A,chosen,,,,,,,,,0,8,1
8,,0,1,1.0,12,3000.0,E,unchosen,,,,,,,,,0,8,1
9,,0,1,1.0,13,3600.0,F,chosen,,,,,,,,,1,8,1
10,,0,1,1.0,14,2000.0,K,chosen,,,,,,,,,0,8,1
11,,0,1,1.0,15,2700.0,C,unchosen,,,,,,,,,0,8,1
12,,0,1,1.0,16,1600.0,E,chosen,,,,,,,,,0,8,1
13,,0,1,1.0,17,1300.0,B,unchosen,,,,,,,,,0,8,1
14,,0,1,1.0,18,4900.0,F,unchosen,,,,,,,,,1,8,1
15,,0,1,1.0,19,1400.0,G,chosen,,,,,,,,,0,8,1
16,,0,1,1.0,20,1600.0,I,chosen,,,,,,,,,0,8,1
17,,0,1,1.0,21,1500.0,D,unchosen,,,,,,,,,0,8,1
18,,0,1,1.0,22,1900.0,H,unchosen,,,,,,,,,0,8,1
19,,0,1,1.0,23,1600.0,J,chosen,,,,,,,,,0,8,1
20,,0,1,1.0,24,1600.0,L,chosen,,,,,,,,,0,8,1
21,,0,1,1.0,25,1400.0,K,unchosen,,,,,,,,,0,8,1
22,,0,1,1.0,26,1000.0,H,chosen,,,,,,,,,0,8,1
