,PID,trial,pair_id,stim_type,practice,run,block,left_category,right_category,left_stimulus,right_stimulus,left_path,right_path,left_rating,right_rating,iti,scramble_screen_time,scramble_instructed_side,scramble_acc,no_response,rt,left_chosen,chosen_stimulus,unchosen_stimulus,chosen_category,unchosen_category,chosen_path,unchosen_path,long_iti,simulation,version
33,,38,F,original,0,1,2,faces,body_parts,,,,,,,1000.0,,,,0,,,,,,,,,0,2,1
34,,39,J,scramble,0,1,2,faces,objects,,,,,,,1100.0,1800.0,left,,0,,,,,,,,,0,2,1
35,,40,J,original,0,1,2,faces,objects,,,,,,,3100.0,,,,0,,,,,,,,,1,2,1
36,,41,L,original,0,1,2,body_parts,faces,,,,,,,2200.0,,,,0,,,,,,,,,0,2,1
37,,42,D,scramble,0,1,2,objects,faces,,,,,,,1500.0,1900.0,left,,0,,,,,,,,,0,2,1
38,,43,E,original,0,1,2,objects,body_parts,,,,,,,1100.0,,,,0,,,,,,,,,0,2,1
39,,44,A,scramble,0,1,2,outdoor_scenes,objects,,,,,,,1800.0,1200.0,left,,0,,,,,,,,,0,2,1
40,,45,F,scramble,0,1,2,faces,body_parts,,,,,,,1100.0,1800.0,right,,0,,,,,,,,,0,2,1
41,,46,K,original,0,1,2,body_parts,objects,,,,,,,4000.0,,,,0,,,,,,,,,1,2,1
42,,47,D,original,0,1,2,objects,faces,,,,,,,2400.0,,,,0,,,,,,,,,0,2,1
43,,48,I,scramble,0,1,2,body_parts,outdoor_scenes,,,,,,,1100.0,1300.0,right,,0,,,,,,,,,0,2,1
44,,49,C,original,0,1,2,outdoor_scenes,body_parts,,,,,,,1400.0,,,,0,,,,,,,,,0,2,1
45,,50,K,scramble,0,1,2,body_parts,objects,,,,,,,2200.0,1400.0,right,,0,,,,,,,,,0,2,1
46,,51,H,original,0,1,2,faces,outdoor_scenes,,,,,,,2000.0,,,,0,,,,,,,,,0,2,1
47,,52,C,scramble,0,1,2,outdoor_scenes,body_parts,,,,,,,4600.0,1600.0,right,,0,,,,,,,,,1,2,1
0,,5,G,original,0,1,1,objects,outdoor_scenes,,,,,,,1700.0,,,,0,,,,,,,,,0,3,1
1,,6,D,scramble,0,1,1,objects,faces,,,,,,,1400.0,1300.0,right,,0,,,,,,,,,0,3,1
2,,7,J,original,0,1,1,faces,objects,,,,,,,1900.0,,,,0,,,,,,,,,0,3,1
3,,8,B,scramble,0,1,1,outdoor_scenes,faces,,,,,,,1500.0,1500.0,right,,0,,,,,,,,,0,3,1
4,,9,E,original,0,1,1,objects,body_parts,,,,,,,1100.0,,,,0,,,,,,,,,0,3,1
5,,10,I,scramble,0,1,1,body_parts,outdoor_scenes,,,,,,,2500.0,1600.0,left,,0,,,,,,,,,0,3,1
6,,11,A,original,0,1,1,outdoor_scenes,objects,,,,,,,1700.0,,,,0,,,,,,,,,0,3,1
7,,12,E,scramble,0,1,1,objects,body_parts,,,,,,,1100.0,1300.0,right,,0,,,,,,,,,0,3,1
8,,13,A,scramble,0,1,1,outdoor_scenes,objects,,,,,,,3900.0,1900.0,left,,0,,,,,,,,,1,3,1
9,,14,C,original,0,1,1,outdoor_scenes,body_parts,,,,,,,2100.0,,,,0,,,,,,,,,0,3,1
10,,15,H,scramble,0,1,1,faces,outdoor_scenes,,,,,,,1300.0,2000.0,right,,0,,,,,,,,,0,3,1
11,,16,H,original,0,1,1,faces,outdoor_scenes,,,,,,,2100.0,,,,0,,,,,,,,,0,3,1
12,,17,K,scramble,0,1,1,body_parts,objects,,,,,,,1200.0,1800.0,left,,0,,,,,,,,,0,3,1
13,,18,G,scramble,0,1,1,objects,outdoor_scenes,,,,,,,3100.0,1000.0,left,,0,,,,,,,,,1,3,1
14,,19,I,original,0,1,1,body_parts,outdoor_scenes,,,,,,,1600.0,,,,0,,,,,,,,,0,3,1
15,,20,D,original,0,1,1,objects,faces,,,,,,,2200.0,,,,0,,,,,,,,,0,3,1
16,,21,J,scramble,0,1,1,faces,objects,,,,,,,1700.0,1300.0,right,,0,,,,,,,,,0,3,1
17,,22,L,original,0,1,1,body_parts,faces,,,,,,,1500.0,,,,0,,,,,,,,,0,3,1
18,,23,C,scramble,0,1,1,outdoor_scenes,body_parts,,,,,,,1900.0,1500.0,right,,0,,,,,,,,,0,3,1
19,,24,F,original,0,1,1,faces,body_parts,,,,,,,2300.0,,,,0,,,,,,,,,0,3,1
20,,25,F,scramble,0,1,1,faces,body_parts,,,,,,,2800.0,1100.0,left,,0,,,,,,,,,1,3,1
21,,26,B,original,0,1,1,outdoor_scenes,faces,,,,,,,2500.0,,,,0,,,,,,,,,0,3,1
22,,27,K,original,0,1,1,body_parts,objects,,,,,,,1400.0,,,,0,,,,,,,,,0,3,1
23,,28,L,scramble,0,1,1,body_parts,faces,,,,,,,1300.0,700.0,left,,0,,,,,,,,,0,3,1
24,,29,H,original,0,1,2,faces,outdoor_scenes,,,,,,,1200.0,,,,0,,,,,,,,,0,3,1
25,,30,E,scramble,0,1,2,objects,body_parts,,,,,,,2400.0,1000.0,left,,0,,,,,,,,,0,3,1
26,,31,J,original,0,1,2,faces,objects,,,,,,,1300.0,,,,0,,,,,,,,,0,3,1
27,,32,G,scramble,0,1,2,objects,outdoor_scenes,,,,,,,2200.0,1800.0,right,,0,,,,,,,,,0,3,1
28,,33,C,original,0,1,2,outdoor_scenes,body_parts,,,,,,,1400.0,,,,0,,,,,,,,,0,3,1
29,,34,A,original,0,1,2,outdoor_scenes,objects,,,,,,,3700.0,,,,0,,,,,,,,,1,3,1
30,,35,B,scramble,0,1,2,outdoor_scenes,faces,,,,,,,1900.0,1700.0,right,,0,,,,,,,,,0,3,1
31,,36,I,original,0,1,2,body_parts,outdoor_scenes,,,,,,,1200.0,,,,0,,,,,,,,,0,3,1
32,,37,K,scramble,0,1,2,body_parts,objects,,,,,,,2300.0,1400.0,right,,0,,,,,,,,,0,3,1
33,,38,L,scramble,0,1,2,body_parts,faces,,,,,,,1200.0,1300.0,left,,0,,,,,,,,,0,3,1
34,,39,L,original,0,1,2,body_parts,faces,,,,,,,3000.0,,,,0,,,,,,,,,1,3,1
35,,40,B,original,0,1,2,outdoor_scenes,faces,,,,,,,1600.0,,,,0,,,,,,,,,0,3,1
36,,41,A,scramble,0,1,2,outdoor_scenes,objects,,,,,,,1600.0,1200.0,left,,0,,,,,,,,,0,3,1
37,,42,H,scramble,0,1,2,faces,outdoor_scenes,,,,,,,2400.0,700.0,left,,0,,,,,,,,,0,3,1
38,,43,D,original,0,1,2,objects,faces,,,,,,,2400.0,,,,0,,,,,,,,,0,3,1
39,,44,K,original,0,1,2,body_parts,objects,,,,,,,2600.0,,,,0,,,,,,,,,0,3,1
40,,45,C,scramble,0,1,2,outdoor_scenes,body_parts,,,,,,,1300.0,1600.0,right,,0,,,,,,,,,0,3,1
41,,46,F,scramble,0,1,2,faces,body_parts,,,,,,,3000.0,1800.0,right,,0,,,,,,,,,1,3,1
42,,47,E,original,0,1,2,objects,body_parts,,,,,,,1400.0,,,,0,,,,,,,,,0,3,1
43,,48,J,scramble,0,1,2,faces,objects,,,,,,,2300.0,1800.0,left,,0,,,,,,,,,0,3,1
44,,49,D,scramble,0,1,2,objects,faces,,,,,,,1200.0,1900.0,left,,0,,,,,,,,,0,3,1
45,,50,F,original,0,1,2,faces,body_parts,,,,,,,2600.0,,,,0,,,,,,,,,0,3,1
46,,51,G,original,0,1,2,objects,outdoor_scenes,,,,,,,1300.0,,,,0,,,,,,,,,0,3,1
47,,52,I,scramble,0,1,2,body_parts,outdoor_scenes,,,,,,,4700.0,1300.0,right,,0,,,,,,,,,1,3,1
0,,5,B,scramble,0,1,1,outdoor_scenes,faces,,,,,,,3700.0,1500.0,right,,0,,,,,,,,,1,4,1
1,,6,F,original,0,1,1,faces,body_parts,,,,,,,2700.0,,,,0,,,,,,,,,0,4,1
2,,7,L,scramble,0,1,1,body_parts,faces,,,,,,,3000.0,700.0,left,,0,,,,,,,,,0,4,1
3,,8,J,original,0,1,1,faces,objects,,,,,,,1000.0,,,,0,,,,,,,,,0,4,1
4,,9,G,scramble,0,1,1,objects,outdoor_scenes,,,,,,,1900.0,1000.0,left,,0,,,,,,,,,0,4,1
5,,10,I,original,0,1,1,body_parts,outdoor_scenes,,,,,,,2100.0,,,,0,,,,,,,,,0,4,1
6,,11,D,scramble,0,1,1,objects,faces,,,,,,,2200.0,1300.0,right,,0,,,,,,,,,0,4,1
7,,12,E,original,0,1,1,objects,body_parts,,,,,,,1400.0,,,,0,,,,,,,,,0,4,1
8,,13,F,scramble,0,1,1,faces,body_parts,,,,,,,2800.0,1100.0,left,,0,,,,,,,,,0,4,1
9,,14,H,original,0,1,1,faces,outdoor_scenes,,,,,,,1300.0,,,,0,,,,,,,,,0,4,1
10,,15,H,scramble,0,1,1,faces,outdoor_scenes,,,,,,,1200.0,2000.0,right,,0,,,,,,,,,0,4,1
11,,16,L,original,0,1,1,body_parts,faces,,,,,,,4400.0,,,,0,,,,,,,,,1,4,1
12,,17,C,scramble,0,1,1,outdoor_scenes,body_parts,,,,,,,1800.0,1500.0,right,,0,,,,,,,,,0,4,1
13,,18,G,original,0,1,1,objects,outdoor_scenes,,,,,,,1400.0,,,,0,,,,,,,,,0,4,1
14,,19,A,scramble,0,1,1,outdoor_scenes,objects,,,,,,,1700.0,1900.0,left,,0,,,,,,,,,0,4,1
15,,20,K,original,0,1,1,body_parts,objects,,,,,,,2000.0,,,,0,,,,,,,,,0,4,1
16,,21,A,original,0,1,1,outdoor_scenes,objects,,,,,,,1500.0,,,,0,,,,,,,,,0,4,1
17,,22,E,scramble,0,1,1,objects,body_parts,,,,,,,1100.0,1300.0,right,,0,,,,,,,,,0,4,1
18,,23,I,scramble,0,1,1,body_parts,outdoor_scenes,,,,,,,2500.0,1600.0,left,,0,,,,,,,,,0,4,1
19,,24,C,original,0,1,1,outdoor_scenes,body_parts,,,,,,,3700.0,,,,0,,,,,,,,,1,4,1
20,,25,D,original,0,1,1,objects,faces,,,,,,,1400.0,,,,0,,,,,,,,,0,4,1
21,,26,J,scramble,0,1,1,faces,objects,,,,,,,1100.0,1300.0,right,,0,,,,,,,,,0,4,1
22,,27,K,scramble,0,1,1,body_parts,objects,,,,,,,1200.0,1800.0,left,,0,,,,,,,,,0,4,1
23,,28,B,original,0,1,1,outdoor_scenes,faces,,,,,,,2400.0,,,,0,,,,,,,,,0,4,1
24,,29,G,scramble,0,1,2,objects,outdoor_scenes,,,,,,,4400.0,1800.0,right,,0,,,,,,,,,1,4,1
25,,30,D,scramble,0,1,2,objects,faces,,,,,,,1500.0,1900.0,left,,0,,,,,,,,,0,4,1
26,,31,I,original,0,1,2,body_parts,outdoor_scenes,,,,,,,1000.0,,,,0,,,,,,,,,0,4,1
27,,32,K,original,0,1,2,body_parts,objects,,,,,,,1600.0,,,,0,,,,,,,,,0,4,1
28,,33,F,scramble,0,1,2,faces,body_parts,,,,,,,2200.0,1800.0,right,,0,,,,,,,,,0,4,1
29,,34,J,original,0,1,2,faces,objects,,,,,,,3300.0,,,,0,,,,,,,,,1,4,1
30,,35,G,original,0,1,2,objects,outdoor_scenes,,,,,,,1000.0,,,,0,,,,,,,,,0,4,1
31,,36,K,scramble,0,1,2,body_parts,objects,,,,,,,2200.0,1400.0,right,,0,,,,,,,,,0,4,1
32,,37,F,original,0,1,2,faces,body_parts,,,,,,,3000.0,,,,0,,,,,,,,,0,4,1
33,,38,E,scramble,0,1,2,objects,body_parts,,,,,,,1100.0,1000.0,left,,0,,,,,,,,,0,4,1
34,,39,C,scramble,0,1,2,outdoor_scenes,body_parts,,,,,,,1400.0,1600.0,right,,0,,,,,,,,,0,4,1
35,,40,H,original,0,1,2,faces,outdoor_scenes,,,,,,,1200.0,,,,0,,,,,,,,,0,4,1
36,,41,I,scramble,0,1,2,body_parts,outdoor_scenes,,,,,,,1200.0,1300.0,right,,0,,,,,,,,,0,4,1
37,,42,J,scramble,0,1,2,faces,objects,,,,,,,1100.0,1800.0,left,,0,,,,,,,,,0,4,1
38,,43,A,original,0,1,2,outdoor_scenes,objects,,,,,,,4000.0,,,,0,,,,,,,,,1,4,1
39,,44,B,original,0,1,2,outdoor_scenes,faces,,,,,,,1100.0,,,,0,,,,,,,,,0,4,1
40,,45,H,scramble,0,1,2,faces,outdoor_scenes,,,,,,,2400.0,700.0,left,,0,,,,,,,,,0,4,1
41,,46,D,original,0,1,2,objects,faces,,,,,,,1000.0,,,,0,,,,,,,,,0,4,1
42,,47,L,scramble,0,1,2,body_parts,faces,,,,,,,1100.0,1300.0,left,,0,,,,,,,,,0,4,1
43,,48,L,original,0,1,2,body_parts,faces,,,,,,,4100.0,,,,0,,,,,,,,,1,4,1
44,,49,E,original,0,1,2,objects,body_parts,,,,,,,1400.0,,,,0,,,,,,,,,0,4,1
45,,50,A,scramble,0,1,2,outdoor_scenes,objects,,,,,,,1800.0,1200.0,left,,0,,,,,,,,,0,4,1
46,,51,B,scramble,0,1,2,outdoor_scenes,faces,,,,,,,1500.0,1700.0,right,,0,,,,,,,,,0,4,1
47,,52,C,original,0,1,2,outdoor_scenes,body_parts,,,,,,,1900.0,,,,0,,,,,,,,,0,4,1
0,,5,I,original,0,1,1,body_parts,outdoor_scenes,,,,,,,1400.0,,,,0,,,,,,,,,0,5,1
1,,6,G,original,0,1,1,objects,outdoor_scenes,,,,,,,2200.0,,,,0,,,,,,,,,0,5,1
2,,7,A,scramble,0,1,1,outdoor_scenes,objects,,,,,,,1100.0,1900.0,left,,0,,,,,,,,,0,5,1
3,,8,D,original,0,1,1,objects,faces,,,,,,,1400.0,,,,0,,,,,,,,,0,5,1
4,,9,I,scramble,0,1,1,body_parts,outdoor_scenes,,,,,,,1800.0,1600.0,left,,0,,,,,,,,,0,5,1
5,,10,J,original,0,1,1,faces,objects,,,,,,,4800.0,,,,0,,,,,,,,,1,5,1
6,,11,K,original,0,1,1,body_parts,objects,,,,,,,1000.0,,,,0,,,,,,,,,0,5,1
7,,12,H,scramble,0,1,1,faces,outdoor_scenes,,,,,,,1100.0,2000.0,right,,0,,,,,,,,,0,5,1
8,,13,G,scramble,0,1,1,objects,outdoor_scenes,,,,,,,1700.0,1000.0,left,,0,,,,,,,,,0,5,1
9,,14,C,original,0,1,1,outdoor_scenes,body_parts,,,,,,,2500.0,,,,0,,,,,,,,,0,5,1
10,,15,E,scramble,0,1,1,objects,body_parts,,,,,,,1100.0,1300.0,right,,0,,,,,,,,,0,5,1
11,,16,F,original,0,1,1,faces,body_parts,,,,,,,2000.0,,,,0,,,,,,,,,0,5,1
12,,17,J,scramble,0,1,1,faces,objects,,,,,,,3900.0,1300.0,right,,0,,,,,,,,,1,5,1
13,,18,D,scramble,0,1,1,objects,faces,,,,,,,3200.0,1300.0,right,,0,,,,,,,,,0,5,1
14,,19,A,original,0,1,1,outdoor_scenes,objects,,,,,,,2600.0,,,,0,,,,,,,,,0,5,1
15,,20,K,scramble,0,1,1,body_parts,objects,,,,,,,1600.0,1800.0,left,,0,,,,,,,,,0,5,1
16,,21,L,original,0,1,1,body_parts,faces,,,,,,,2000.0,,,,0,,,,,,,,,0,5,1
17,,22,L,scramble,0,1,1,body_parts,faces,,,,,,,4100.0,700.0,left,,0,,,,,,,,,1,5,1
18,,23,F,scramble,0,1,1,faces,body_parts,,,,,,,1000.0,1100.0,left,,0,,,,,,,,,0,5,1
19,,24,E,original,0,1,1,objects,body_parts,,,,,,,1400.0,,,,0,,,,,,,,,0,5,1
20,,25,B,original,0,1,1,outdoor_scenes,faces,,,,,,,1800.0,,,,0,,,,,,,,,0,5,1
21,,26,C,scramble,0,1,1,outdoor_scenes,body_parts,,,,,,,1200.0,1500.0,right,,0,,,,,,,,,0,5,1
22,,27,H,original,0,1,1,faces,outdoor_scenes,,,,,,,1400.0,,,,0,,,,,,,,,0,5,1
23,,28,B,scramble,0,1,1,outdoor_scenes,faces,,,,,,,4000.0,1500.0,right,,0,,,,,,,,,1,5,1
24,,29,K,original,0,1,2,body_parts,objects,,,,,,,2000.0,,,,0,,,,,,,,,0,5,1
25,,30,J,scramble,0,1,2,faces,objects,,,,,,,1300.0,1800.0,left,,0,,,,,,,,,0,5,1
26,,31,L,original,0,1,2,body_parts,faces,,,,,,,1400.0,,,,0,,,,,,,,,0,5,1
27,,32,E,original,0,1,2,objects,body_parts,,,,,,,1500.0,,,,0,,,,,,,,,0,5,1
28,,33,L,scramble,0,1,2,body_parts,faces,,,,,,,1900.0,1300.0,left,,0,,,,,,,,,0,5,1
29,,34,A,scramble,0,1,2,outdoor_scenes,objects,,,,,,,1300.0,1200.0,left,,0,,,,,,,,,0,5,1
30,,35,C,original,0,1,2,outdoor_scenes,body_parts,,,,,,,1200.0,,,,0,,,,,,,,,0,5,1
31,,36,G,scramble,0,1,2,objects,outdoor_scenes,,,,,,,3600.0,1800.0,right,,0,,,,,,,,,1,5,1
32,,37,J,original,0,1,2,faces,objects,,,,,,,1200.0,,,,0,,,,,,,,,0,5,1
33,,38,F,original,0,1,2,faces,body_parts,,,,,,,1500.0,,,,0,,,,,,,,,0,5,1
34,,39,K,scramble,0,1,2,body_parts,objects,,,,,,,1100.0,1400.0,right,,0,,,,,,,,,0,5,1
35,,40,H,scramble,0,1,2,faces,outdoor_scenes,,,,,,,1200.0,700.0,left,,0,,,,,,,,,0,5,1
36,,41,G,original,0,1,2,objects,outdoor_scenes,,,,,,,3300.0,,,,0,,,,,,,,,1,5,1
37,,42,D,scramble,0,1,2,objects,faces,,,,,,,1300.0,1900.0,left,,0,,,,,,,,,0,5,1
38,,43,H,original,0,1,2,faces,outdoor_scenes,,,,,,,2200.0,,,,0,,,,,,,,,0,5,1
39,,44,F,scramble,0,1,2,faces,body_parts,,,,,,,1600.0,1800.0,right,,0,,,,,,,,,0,5,1
40,,45,A,original,0,1,2,outdoor_scenes,objects,,,,,,,1100.0,,,,0,,,,,,,,,0,5,1
41,,46,E,scramble,0,1,2,objects,body_parts,,,,,,,4600.0,1000.0,left,,0,,,,,,,,,1,5,1
