"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","scramble_acc","scramble_no_response","warning","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","rating","","html-slider-response","10","47146","0.0-1.0-7.0","29","39781","female","2614","","","","","55","5","31","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","11","49506","0.0-1.0-8.0","29","39781","female","2357","","","","","67","6","5","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","12","51874","0.0-1.0-9.0","29","39781","female","2365","","","","","49","7","27","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","13","54539","0.0-1.0-10.0","29","39781","female","2662","","","","","57","8","37","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","14","56195","0.0-1.0-11.0","29","39781","female","1653","","","","","69","9","19","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","15","58716","0.0-1.0-12.0","29","39781","female","2517","","","","","41","10","34","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","16","61764","0.0-1.0-13.0","29","39781","female","3046","","","","","50","11","22","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","17","63780","0.0-1.0-14.0","29","39781","female","2014","","","","","85","12","1","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","18","67220","0.0-1.0-15.0","29","39781","female","3437","","","","","54","13","15","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","19","71573","0.0-1.0-16.0","29","39781","female","4350","","","","","78","14","17","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","20","74557","0.0-1.0-17.0","29","39781","female","2981","","","","","75","15","12","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","21","76869","0.0-1.0-18.0","29","39781","female","2309","","","","","82","16","0","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","22","79430","0.0-1.0-19.0","29","39781","female","2558","","","","","54","17","41","Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","23","81574","0.0-1.0-20.0","29","39781","female","2141","","","","","62","18","18","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","24","83814","0.0-1.0-21.0","29","39781","female","2237","","","","","89","19","11","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","25","86246","0.0-1.0-22.0","29","39781","female","2429","","","","","48","20","20","Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","26","89231","0.0-1.0-23.0","29","39781","female","2981","","","","","79","21","23","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","27","91167","0.0-1.0-24.0","29","39781","female","1934","","","","","29","22","25","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","28","93343","0.0-1.0-25.0","29","39781","female","2173","","","","","64","23","33","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","29","95799","0.0-1.0-26.0","29","39781","female","2453","","","","","36","24","32","Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","30","98024","0.0-1.0-27.0","29","39781","female","2222","","","","","57","25","30","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","31","100440","0.0-1.0-28.0","29","39781","female","2414","","","","","66","26","16","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","32","103272","0.0-1.0-29.0","29","39781","female","2829","","","","","45","27","14","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","33","106049","0.0-1.0-30.0","29","39781","female","2773","","","","","73","28","36","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","34","110177","0.0-1.0-31.0","29","39781","female","4126","","","","","75","29","3","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","35","112225","0.0-1.0-32.0","29","39781","female","2045","","","","","63","30","29","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","36","114657","0.0-1.0-33.0","29","39781","female","2429","","","","","57","31","43","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","37","117554","0.0-1.0-34.0","29","39781","female","2894","","","","","45","32","40","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","38","119562","0.0-1.0-35.0","29","39781","female","2006","","","","","87","33","2","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","39","122475","0.0-1.0-36.0","29","39781","female","2909","","","","","37","34","26","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","40","125211","0.0-1.0-37.0","29","39781","female","2733","","","","","67","35","45","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","41","128235","0.0-1.0-38.0","29","39781","female","3021","","","","","94","36","6","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","42","130355","0.0-1.0-39.0","29","39781","female","2117","","","","","66","37","13","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","43","132972","0.0-1.0-40.0","29","39781","female","2613","","","","","47","38","44","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","44","136612","0.0-1.0-41.0","29","39781","female","3638","","","","","40","39","42","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","45","139933","0.0-1.0-42.0","29","39781","female","3317","","","","","30","40","24","Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","46","143117","0.0-1.0-43.0","29","39781","female","3182","","","","","73","41","21","Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","47","144917","0.0-1.0-44.0","29","39781","female","1797","","","","","89","42","7","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","48","146805","0.0-1.0-45.0","29","39781","female","1885","","","","","42","43","46","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","49","149414","0.0-1.0-46.0","29","39781","female","2606","","","","","58","44","38","Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","50","152103","0.0-1.0-47.0","29","39781","female","2685","","","","","82","45","8","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","51","154206","0.0-1.0-48.0","29","39781","female","2100","","","","","68","46","10","Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","52","156415","0.0-1.0-49.0","29","39781","female","2206","","","","","54","47","39","Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer_instructions","","instructions","53","175497","0.0-2.0-0.0-0.0","29","39781","female","19059","","[{""page_index"":0,""viewing_time"":9409},{""page_index"":1,""viewing_time"":8737},{""page_index"":2,""viewing_time"":912}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer_comprehension_check","","survey-multi-choice","54","183890","0.0-2.0-0.0-1.0","29","39781","female","8390","{""Q0"":""True"",""Q1"":""K"",""Q2"":""D""}","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","html-keyboard-response","55","189179","0.0-2.0-1.0","29","39781","female","5285","","","","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","56","189595","0.0-2.0-2.0-0.0","29","39781","female","NaN","","","","null","NaN","0","","Stimuli/Practice_stims/Localizer/annie-spratt-g9KFpAfQ5bc-unsplash.jpg","189179","0","NaN","","0","1","0","400","0","416","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","57","189898","0.0-2.0-2.0-1.0","29","39781","female","null","","","","null","","0","","","189595","0","","","","","","300","400","303","416","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","58","190302","0.0-2.0-2.1-0.1","29","39781","female","0","","","","68","0","0","","Stimuli/Practice_stims/Localizer/annie-spratt-g9KFpAfQ5bc-unsplash.jpg","189898","0","NaN","","0","0","1","400","700","404","719","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","59","190605","0.0-2.0-2.1-1.1","29","39781","female","null","","","","null","","0","","","190302","0","","","","","","300","1100","303","1123","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","60","191009","0.0-2.0-3.0-0.0","29","39781","female","66","","","","68","0","1","","Stimuli/Practice_stims/Localizer/becca-tapert-sY5RjMB1KkE-unsplash.jpg","190605","0","NaN","","0","0","1","400","1400","404","1426","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","61","191311","0.0-2.0-3.0-1.0","29","39781","female","null","","","","null","","1","","","191009","0","","","","","","300","1800","302","1830","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","62","191715","0.0-2.0-4.0-0.0","29","39781","female","NaN","","","","null","NaN","2","","Stimuli/Practice_stims/Localizer/charl-durand-bsfXvI25iNg-unsplash.jpg","191311","0","NaN","","1","1","0","400","2100","404","2132","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","63","192018","0.0-2.0-4.0-1.0","29","39781","female","null","","","","null","","2","","","191715","0","","","","","","300","2500","303","2536","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","64","192422","0.0-2.0-4.1-0.1","29","39781","female","NaN","","","","null","NaN","2","","Stimuli/Practice_stims/Localizer/charl-durand-bsfXvI25iNg-unsplash.jpg","192018","0","NaN","","1","1","0","400","2800","404","2839","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","65","192726","0.0-2.0-4.1-1.1","29","39781","female","null","","","","null","","2","","","192422","0","","","","","","300","3200","304","3243","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","66","193129","0.0-2.0-4.2-0.2","29","39781","female","NaN","","","","null","NaN","2","","Stimuli/Practice_stims/Localizer/charl-durand-bsfXvI25iNg-unsplash.jpg","192726","0","NaN","","1","1","0","400","3500","403","3547","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","67","193433","0.0-2.0-4.2-1.2","29","39781","female","null","","","","null","","2","","","193129","0","","","","","","300","3900","304","3950","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","68","193837","0.0-2.0-4.3-0.3","29","39781","female","NaN","","","","null","NaN","2","","Stimuli/Practice_stims/Localizer/charl-durand-bsfXvI25iNg-unsplash.jpg","193433","0","NaN","","1","1","0","400","4200","404","4254","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","69","194141","0.0-2.0-4.3-1.3","29","39781","female","null","","","","null","","2","","","193837","0","","","","","","300","4600","304","4658","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","70","194545","0.0-2.0-4.4-0.4","29","39781","female","NaN","","","","null","NaN","2","","Stimuli/Practice_stims/Localizer/charl-durand-bsfXvI25iNg-unsplash.jpg","194141","0","NaN","","1","1","0","400","4900","404","4962","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","71","194847","0.0-2.0-4.4-1.4","29","39781","female","null","","","","null","","2","","","194545","0","","","","","","300","5300","302","5366","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","72","195251","0.0-2.0-4.5-0.5","29","39781","female","NaN","","","","null","NaN","2","","Stimuli/Practice_stims/Localizer/charl-durand-bsfXvI25iNg-unsplash.jpg","194847","0","NaN","","1","1","0","400","5600","404","5668","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","73","195554","0.0-2.0-4.5-1.5","29","39781","female","null","","","","null","","2","","","195251","0","","","","","","300","6000","303","6072","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","74","195958","0.0-2.0-4.6-0.6","29","39781","female","NaN","","","","null","NaN","2","","Stimuli/Practice_stims/Localizer/charl-durand-bsfXvI25iNg-unsplash.jpg","195554","0","NaN","","1","1","0","400","6300","404","6375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","75","196261","0.0-2.0-4.6-1.6","29","39781","female","null","","","","null","","2","","","195958","0","","","","","","300","6700","303","6779","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","76","196664","0.0-2.0-4.7-0.7","29","39781","female","363","","","","75","1","2","","Stimuli/Practice_stims/Localizer/charl-durand-bsfXvI25iNg-unsplash.jpg","196261","0","NaN","","1","0","1","400","7000","403","7082","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","77","196968","0.0-2.0-4.7-1.7","29","39781","female","null","","","","null","","2","","","196664","0","","","","","","300","7400","304","7485","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","78","197371","0.0-2.0-5.0-0.0","29","39781","female","NaN","","","","null","NaN","3","","Stimuli/Practice_stims/Localizer/nizar-albusaidy-B2r2SWAf5CE-unsplash.jpg","196968","0","NaN","","0","1","0","400","7700","403","7789","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","79","197675","0.0-2.0-5.0-1.0","29","39781","female","null","","","","null","","3","","","197371","0","","","","","","300","8100","304","8192","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","80","198078","0.0-2.0-5.1-0.1","29","39781","female","NaN","","","","null","NaN","3","","Stimuli/Practice_stims/Localizer/nizar-albusaidy-B2r2SWAf5CE-unsplash.jpg","197675","0","NaN","","0","1","0","400","8400","403","8496","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","81","198381","0.0-2.0-5.1-1.1","29","39781","female","null","","","","null","","3","","","198078","0","","","","","","300","8800","303","8899","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
