"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","not_enough_deliberation_choices","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","missed_checkup","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","warning","scramble_acc","scramble_no_response"
"","rating","","html-slider-response","32","131627","0.0-1.0-29.0","25","53725","male","1","3925","","","","","50","27","14","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","33","133787","0.0-1.0-30.0","25","53725","male","1","2155","","","","","41","28","36","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","34","135548","0.0-1.0-31.0","25","53725","male","1","1756","","","","","52","29","3","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","35","135972","0.0-1.0-32.0","25","53725","male","1","421","","","","","50","30","29","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","36","164856","0.0-1.0-33.0","25","53725","male","1","28880","","","","","75","31","43","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","37","166331","0.0-1.0-34.0","25","53725","male","1","1470","","","","","50","32","40","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","38","168236","0.0-1.0-35.0","25","53725","male","1","1901","","","","","68","33","2","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","39","169891","0.0-1.0-36.0","25","53725","male","1","1651","","","","","89","34","26","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","40","171996","0.0-1.0-37.0","25","53725","male","1","2101","","","","","57","35","45","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","41","173571","0.0-1.0-38.0","25","53725","male","1","1571","","","","","86","36","6","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","42","175666","0.0-1.0-39.0","25","53725","male","1","2091","","","","","43","37","13","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","43","177176","0.0-1.0-40.0","25","53725","male","1","1506","","","","","87","38","44","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","44","178596","0.0-1.0-41.0","25","53725","male","1","1416","","","","","27","39","42","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","45","180108","0.0-1.0-42.0","25","53725","male","1","1508","","","","","22","40","24","Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","46","182018","0.0-1.0-43.0","25","53725","male","1","1906","","","","","50","41","21","Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","47","183458","0.0-1.0-44.0","25","53725","male","1","1436","","","","","36","42","7","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","48","184917","0.0-1.0-45.0","25","53725","male","1","1456","","","","","68","43","46","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","49","185228","0.0-1.0-46.0","25","53725","male","1","306","","","","","50","44","38","Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","50","186452","0.0-1.0-47.0","25","53725","male","1","1221","","","","","41","45","8","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","51","188345","0.0-1.0-48.0","25","53725","male","1","1890","","","","","74","46","10","Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","52","189900","0.0-1.0-49.0","25","53725","male","1","1551","","","","","89","47","39","Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer_instructions","","instructions","53","198827","0.0-2.0-0.0-0.0","25","53725","male","1","8887","","[{""page_index"":0,""viewing_time"":1847},{""page_index"":1,""viewing_time"":4881},{""page_index"":2,""viewing_time"":2159}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer_comprehension_check","","survey-multi-choice","54","207507","0.0-2.0-0.0-1.0","25","53725","male","1","8674","{""Q0"":""True"",""Q1"":""K"",""Q2"":""D""}","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","html-keyboard-response","55","209697","0.0-2.0-1.0","25","53725","male","1","2185","","","","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","56","210102","0.0-2.0-2.0-0.0","25","53725","male","1","NaN","","","","null","NaN","0","","Stimuli/Practice_stims/Localizer/annie-spratt-g9KFpAfQ5bc-unsplash.jpg","209697","0","NaN","","0","1","0","400","0","405","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","57","210407","0.0-2.0-2.0-1.0","25","53725","male","1","null","","","","null","","0","","","210102","0","","","","","","300","400","305","405","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","58","210812","0.0-2.0-2.1-0.1","25","53725","male","1","218","","","","68","0","0","","Stimuli/Practice_stims/Localizer/annie-spratt-g9KFpAfQ5bc-unsplash.jpg","210407","0","NaN","","0","0","1","400","700","405","710","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","59","211118","0.0-2.0-2.1-1.1","25","53725","male","1","null","","","","null","","0","","","210812","0","","","","","","300","1100","306","1115","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","60","211522","0.0-2.0-3.0-0.0","25","53725","male","1","395","","","","68","0","1","","Stimuli/Practice_stims/Localizer/becca-tapert-sY5RjMB1KkE-unsplash.jpg","211118","0","NaN","","0","0","1","400","1400","404","1421","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","61","211827","0.0-2.0-3.0-1.0","25","53725","male","1","null","","","","null","","1","","","211522","0","","","","","","300","1800","305","1825","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","62","212232","0.0-2.0-4.0-0.0","25","53725","male","1","NaN","","","","null","NaN","2","","Stimuli/Practice_stims/Localizer/charl-durand-bsfXvI25iNg-unsplash.jpg","211827","0","NaN","","1","1","0","400","2100","405","2130","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","63","212537","0.0-2.0-4.0-1.0","25","53725","male","1","null","","","","null","","2","","","212232","0","","","","","","300","2500","305","2535","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","64","212942","0.0-2.0-4.1-0.1","25","53725","male","1","NaN","","","","null","NaN","2","","Stimuli/Practice_stims/Localizer/charl-durand-bsfXvI25iNg-unsplash.jpg","212537","0","NaN","","1","1","0","400","2800","405","2840","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","65","213247","0.0-2.0-4.1-1.1","25","53725","male","1","null","","","","null","","2","","","212942","0","","","","","","300","3200","305","3245","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","66","213651","0.0-2.0-4.2-0.2","25","53725","male","1","226","","","","75","1","2","","Stimuli/Practice_stims/Localizer/charl-durand-bsfXvI25iNg-unsplash.jpg","213247","0","NaN","","1","0","1","400","3500","404","3550","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","67","213956","0.0-2.0-4.2-1.2","25","53725","male","1","null","","","","null","","2","","","213651","0","","","","","","300","3900","305","3954","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","68","214360","0.0-2.0-5.0-0.0","25","53725","male","1","NaN","","","","null","NaN","3","","Stimuli/Practice_stims/Localizer/nizar-albusaidy-B2r2SWAf5CE-unsplash.jpg","213956","0","NaN","","0","1","0","400","4200","404","4259","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","69","214665","0.0-2.0-5.0-1.0","25","53725","male","1","null","","","","null","","3","","","214360","0","","","","","","300","4600","305","4663","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","70","215070","0.0-2.0-5.1-0.1","25","53725","male","1","238","","","","68","0","3","","Stimuli/Practice_stims/Localizer/nizar-albusaidy-B2r2SWAf5CE-unsplash.jpg","214665","0","NaN","","0","0","1","400","4900","405","4968","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","71","215376","0.0-2.0-5.1-1.1","25","53725","male","1","null","","","","null","","3","","","215070","0","","","","","","300","5300","306","5373","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","72","215781","0.0-2.0-6.0-0.0","25","53725","male","1","337","","","","68","0","4","","Stimuli/Practice_stims/Localizer/randy-fath-epf1tdtIIkM-unsplash.jpg","215376","0","NaN","","1","0","0","400","5600","405","5679","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","73","216086","0.0-2.0-6.0-1.0","25","53725","male","1","null","","","","null","","4","","","215781","0","","","","","","300","6000","305","6084","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","74","216491","0.0-2.0-7.0-0.0","25","53725","male","1","386","","","","75","1","5","","Stimuli/Practice_stims/Localizer/yassine-khalfalli-adsQ9d_Cx0c-unsplash.jpg","216086","0","NaN","","0","0","0","400","6300","405","6389","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","75","216796","0.0-2.0-7.0-1.0","25","53725","male","1","null","","","","null","","5","","","216491","0","","","","","","300","6700","305","6794","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","practice_over","","html-keyboard-response","76","217411","0.0-2.0-7.0-2.0-0.0","25","53725","male","1","613","","","","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","start_run","","html-keyboard-response","77","219306","0.0-2.0-7.0-2.0-1.0","25","53725","male","1","1892","","","","84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","78","219712","0.0-2.0-8.0-0.0","25","53725","male","1","NaN","","","","null","NaN","6","","Stimuli/Experimental_stims/localizer/body_parts/igordoon-primus-CdyHqfrbGIs-unsplash.jpg","219306","1","body_parts","","0","1","0","400","0","406","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","79","220016","0.0-2.0-8.0-1.0","25","53725","male","1","null","","","","null","","6","","","219712","1","","","","","","300","400","304","406","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","80","220421","0.0-2.0-9.0-0.0","25","53725","male","1","NaN","","","","null","NaN","7","","Stimuli/Experimental_stims/localizer/body_parts/jonathan-borba-hTwH8QFkPMs-unsplash.jpg","220016","1","body_parts","","0","1","0","400","700","405","710","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","81","220726","0.0-2.0-9.0-1.0","25","53725","male","1","null","","","","null","","7","","","220421","1","","","","","","300","1100","305","1115","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","82","221131","0.0-2.0-10.0-0.0","25","53725","male","1","266","","","","68","0","8","","Stimuli/Experimental_stims/localizer/body_parts/marcel-fagin-OUYg0Q3ec-Y-unsplash.jpg","220726","1","body_parts","","1","0","0","400","1400","405","1420","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","83","221436","0.0-2.0-10.0-1.0","25","53725","male","1","null","","","","null","","8","","","221131","1","","","","","","300","1800","305","1825","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","84","221840","0.0-2.0-11.0-0.0","25","53725","male","1","257","","","","75","1","9","","Stimuli/Experimental_stims/localizer/body_parts/anelya-okapova-V69kmOyZ3SU-unsplash.jpg","221436","1","body_parts","","0","0","0","400","2100","404","2130","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","85","222144","0.0-2.0-11.0-1.0","25","53725","male","1","null","","","","null","","9","","","221840","1","","","","","","300","2500","304","2534","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","86","222549","0.0-2.0-12.0-0.0","25","53725","male","1","NaN","","","","null","NaN","10","","Stimuli/Experimental_stims/localizer/body_parts/jan-romero-DL4DDQb8yjc-unsplash.jpg","222144","1","body_parts","","0","1","0","400","2800","405","2838","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","87","222854","0.0-2.0-12.0-1.0","25","53725","male","1","null","","","","null","","10","","","222549","1","","","","","","300","3200","305","3243","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","88","223259","0.0-2.0-13.0-0.0","25","53725","male","1","NaN","","","","null","NaN","11","","Stimuli/Experimental_stims/localizer/body_parts/pure-julia-9lVaya31sMk-unsplash.jpg","222854","1","body_parts","","0","1","0","400","3500","405","3548","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","89","223564","0.0-2.0-13.0-1.0","25","53725","male","1","null","","","","null","","11","","","223259","1","","","","","","300","3900","305","3953","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","90","223969","0.0-2.0-14.0-0.0","25","53725","male","1","NaN","","","","null","NaN","12","","Stimuli/Experimental_stims/localizer/body_parts/jasper-garratt-Ng_Kl7K6V8Y-unsplash.jpg","223564","1","body_parts","","0","1","0","400","4200","405","4258","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","91","224274","0.0-2.0-14.0-1.0","25","53725","male","1","null","","","","null","","12","","","223969","1","","","","","","300","4600","305","4663","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","92","224679","0.0-2.0-15.0-0.0","25","53725","male","1","54","","","","68","0","13","","Stimuli/Experimental_stims/localizer/body_parts/i-am_nah--S4OsO0c6Ts-unsplash.jpg","224274","1","body_parts","","0","0","1","400","4900","405","4968","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","93","224983","0.0-2.0-15.0-1.0","25","53725","male","1","null","","","","null","","13","","","224679","1","","","","","","300","5300","304","5373","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","94","225389","0.0-2.0-16.0-0.0","25","53725","male","1","29","","","","68","0","14","","Stimuli/Experimental_stims/localizer/body_parts/femme-spirit-RGYBDUHYbyM-unsplash.jpg","224983","1","body_parts","","0","0","1","400","5600","406","5677","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","95","225693","0.0-2.0-16.0-1.0","25","53725","male","1","null","","","","null","","14","","","225389","1","","","","","","300","6000","304","6083","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","96","226098","0.0-2.0-17.0-0.0","25","53725","male","1","49","","","","68","0","15","","Stimuli/Experimental_stims/localizer/body_parts/liv-bruce-M0oVPGsWk1E-unsplash.jpg","225693","1","body_parts","","0","0","1","400","6300","405","6387","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
