"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","scramble_acc","missed_checkup","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen","warning","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","deliberation","","html-keyboard-response","866","1283235","0.0-3.0-176.0-0.0","34","22705","male","147","","","","68","","87","","","1283083","2","","","","0","","147","174100","152","174806","","1","33","41","body_parts","objects","39","83","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg","K","0","0","","original","2100","4","33","41","body_parts","objects","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg","39","83","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","867","1286095","0.0-3.0-176.0-2.0-0.0","34","22705","male","null","","","","null","","87","","","1283235","","","","","","","2853","174247","2860","174958","2853","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","868","1288201","0.0-3.0-176.0-4.0","34","22705","male","null","","","","null","","87","","","1286095","","","","","","","2100","177100","2106","177818","2100","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","869","1289207","0.0-3.0-178.0-0.0","34","22705","male","22","","","","75","","88","","","1288201","2","","","","0","","1000","179200","1006","179924","","","","","","","","","","","C","0","1000","right","scramble","2200","4","9","25","outdoor_scenes","body_parts","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_engin-akyurt-Q2rfH3GW39c-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","870","1289571","0.0-3.0-178.0-1.0-0.0","34","22705","male","360","","","","75","","88","","","1289207","","","","","0","","360","180200","364","180930","2000","0","25","9","body_parts","outdoor_scenes","","","Stimuli/Experimental_stims/scramble/body_parts/scrambled_engin-akyurt-Q2rfH3GW39c-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","","","","","","","4","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","871","1291217","0.0-3.0-178.0-2.0-0.0","34","22705","male","null","","","","null","","88","","","1289571","","","","","","","1640","180560","1646","181294","1640","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","872","1293423","0.0-3.0-178.0-4.0","34","22705","male","null","","","","null","","88","","","1291217","","","","","","","2200","182200","2206","182940","2200","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","873","1294530","0.0-3.0-180.0-0.0","34","22705","male","256","","","","75","","89","","","1293423","2","","","","0","","1100","184400","1107","185146","","","","","","","","","","","G","0","1100","left","scramble","2200","4","47","0","objects","outdoor_scenes","Stimuli/Experimental_stims/scramble/objects/scrambled_ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","874","1294627","0.0-3.0-180.0-1.0-0.0","34","22705","male","91","","","","75","","89","","","1294530","","","","","0","","91","185500","97","186253","1900","0","0","47","outdoor_scenes","objects","","","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","","","","","","","4","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","875","1296441","0.0-3.0-180.0-2.0-0.0","34","22705","male","null","","","","null","","89","","","1294627","","","","","","","1809","185591","1814","186350","1809","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","876","1298647","0.0-3.0-180.0-4.0","34","22705","male","null","","","","null","","89","","","1296441","","","","","","","2200","187400","2206","188164","2200","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","877","1298662","0.0-3.0-182.0-0.0","34","22705","male","7","","","","75","","90","","","1298647","2","","","","0","","7","189600","15","190370","","0","13","28","faces","body_parts","68","84","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","L","0","0","","original","1400","4","28","13","body_parts","faces","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","84","68","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","878","1301662","0.0-3.0-182.0-2.0-0.0","34","22705","male","null","","","","null","","90","","","1298662","","","","","","","2993","189607","3000","190385","2993","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","879","1303067","0.0-3.0-182.0-4.0","34","22705","male","null","","","","null","","90","","","1301662","","","","","","","1400","192600","1405","193385","1400","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","880","1303282","0.0-3.0-184.0-0.0","34","22705","male","210","","","","68","","91","","","1303067","2","","","","0","","210","194000","215","194790","","1","5","12","outdoor_scenes","faces","86","72","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","B","0","0","","original","2100","4","5","12","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","86","72","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","881","1306079","0.0-3.0-184.0-2.0-0.0","34","22705","male","null","","","","null","","91","","","1303282","","","","","","","2790","194210","2797","195005","2790","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","882","1308184","0.0-3.0-184.0-4.0","34","22705","male","null","","","","null","","91","","","1306079","","","","","","","2100","197000","2105","197802","2100","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","883","1308690","0.0-3.0-186.0-0.0","34","22705","male","22","","","","68","","92","","","1308184","2","","","","0","","500","199100","506","199907","","","","","","","","","","","L","0","500","right","scramble","1100","4","28","13","body_parts","faces","Stimuli/Experimental_stims/scramble/body_parts/scrambled_ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","884","1308738","0.0-3.0-186.0-1.0-0.0","34","22705","male","44","","","","75","","92","","","1308690","","","","","0","","44","199600","48","200413","2500","0","13","28","faces","body_parts","","","Stimuli/Experimental_stims/scramble/faces/scrambled_daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","","","","","","","4","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","885","1311201","0.0-3.0-186.0-2.0-0.0","34","22705","male","null","","","","null","","92","","","1308738","","","","","","","2456","199644","2463","200461","2456","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","886","1312306","0.0-3.0-186.0-4.0","34","22705","male","null","","","","null","","92","","","1311201","","","","","","","1100","202100","1105","202924","1100","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","887","1312312","0.0-3.0-188.0-0.0","34","22705","male","0","","","","75","","93","","","1312306","2","","","","0","","0","203200","6","204029","","0","46","8","objects","outdoor_scenes","71","72","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","A","0","0","","original","1100","4","8","46","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","72","71","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","888","1315318","0.0-3.0-188.0-2.0-0.0","34","22705","male","null","","","","null","","93","","","1312312","","","","","","","3000","203200","3006","204035","3000","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","889","1316424","0.0-3.0-188.0-4.0","34","22705","male","null","","","","null","","93","","","1315318","","","","","","","1100","206200","1106","207041","1100","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","890","1317130","0.0-3.0-190.0-0.0","34","22705","male","38","","","","75","","94","","","1316424","2","","","","0","","700","207300","706","208147","","","","","","","","","","","I","0","700","left","scramble","2700","4","27","1","body_parts","outdoor_scenes","Stimuli/Experimental_stims/scramble/body_parts/scrambled_heike-mintel-i_Gns0ELnLw-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","891","1317330","0.0-3.0-190.0-1.0-0.0","34","22705","male","195","","","","68","","94","","","1317130","","","","","0","","195","208000","200","208853","2300","1","27","1","body_parts","outdoor_scenes","","","Stimuli/Experimental_stims/scramble/body_parts/scrambled_heike-mintel-i_Gns0ELnLw-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","","","","","","","4","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","892","1319441","0.0-3.0-190.0-2.0-0.0","34","22705","male","null","","","","null","","94","","","1317330","","","","","","","2105","208195","2111","209053","2105","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","893","1322146","0.0-3.0-190.0-4.0","34","22705","male","null","","","","null","","94","","","1319441","","","","","","","2700","210300","2705","211164","2700","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","894","1322252","0.0-3.0-192.0-0.0","34","22705","male","null","","","","null","","95","","","1322146","2","","","","1","","100","213000","106","213869","","","","","","","","","","","K","0","100","right","scramble","2300","4","33","41","body_parts","objects","Stimuli/Experimental_stims/scramble/body_parts/scrambled_tucker-good-36skLT5jZcc-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_insung-yoon-w2JtIQQXoRU-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","895","1322386","0.0-3.0-192.0-1.0-0.0","34","22705","male","129","","","","75","","95","","","1322252","","","","","0","","129","213100","134","213975","2900","0","41","33","objects","body_parts","","","Stimuli/Experimental_stims/scramble/objects/scrambled_insung-yoon-w2JtIQQXoRU-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_tucker-good-36skLT5jZcc-unsplash.jpg","","","","","","","4","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","896","1325164","0.0-3.0-192.0-2.0-0.0","34","22705","male","null","","","","null","","95","","","1322386","","","","","","","2771","213229","2778","214109","2771","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","897","1327471","0.0-3.0-192.0-4.0","34","22705","male","null","","","","null","","95","","","1325164","","","","","","","2300","216000","2307","216887","2300","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","898","1327556","0.0-3.0-194.0-0.0","34","22705","male","78","","","","75","","96","","","1327471","2","","","","0","","78","218300","85","219194","","0","16","42","faces","objects","45","71","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","D","0","0","","original","1600","4","42","16","objects","faces","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","71","45","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","899","1330484","0.0-3.0-194.0-2.0-0.0","34","22705","male","null","","","","null","","96","","","1327556","","","","","","","2922","218378","2928","219279","2922","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","900","1332090","0.0-3.0-194.0-4.0","34","22705","male","null","","","","null","","96","","","1330484","","","","","","","1600","221300","1606","222207","1600","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","901","1333596","0.0-3.0-196.0-0.0","34","22705","male","98","","","","68","","97","","","1332090","2","","","","0","","1500","222900","1506","223813","","","","","","","","","","","H","0","1500","left","scramble","2600","4","22","10","faces","outdoor_scenes","Stimuli/Experimental_stims/scramble/faces/scrambled_ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_shannon-kunkle-dM8INmkyDas-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","902","1333826","0.0-3.0-196.0-1.0-0.0","34","22705","male","225","","","","68","","97","","","1333596","","","","","0","","225","224400","230","225319","1500","1","22","10","faces","outdoor_scenes","","","Stimuli/Experimental_stims/scramble/faces/scrambled_ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_shannon-kunkle-dM8INmkyDas-unsplash.jpg","","","","","","","4","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","903","1335106","0.0-3.0-196.0-2.0-0.0","34","22705","male","null","","","","null","","97","","","1333826","","","","","","","1275","224625","1280","225549","1275","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","904","1337712","0.0-3.0-196.0-4.0","34","22705","male","null","","","","null","","97","","","1335106","","","","","","","2600","225900","2606","226829","2600","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","905","1337920","0.0-3.0-198.0-0.0","34","22705","male","1","","","","75","","98","","","1337712","2","","","","0","","200","228500","208","229435","","","","","","","","","","","F","0","200","left","scramble","1700","4","23","24","faces","body_parts","Stimuli/Experimental_stims/scramble/faces/scrambled_rikonavt-HQjfrvdTfak-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_clay-banks-LjqARJaJotc-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","906","1337954","0.0-3.0-198.0-1.0-0.0","34","22705","male","29","","","","75","","98","","","1337920","","","","","0","","29","228700","34","229643","2800","0","24","23","body_parts","faces","","","Stimuli/Experimental_stims/scramble/body_parts/scrambled_clay-banks-LjqARJaJotc-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_rikonavt-HQjfrvdTfak-unsplash.jpg","","","","","","","4","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","907","1340731","0.0-3.0-198.0-2.0-0.0","34","22705","male","null","","","","null","","98","","","1337954","","","","","","","2771","228729","2777","229677","2771","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","908","1342436","0.0-3.0-198.0-4.0","34","22705","male","null","","","","null","","98","","","1340731","","","","","","","1700","231500","1705","232454","1700","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","909","1342546","0.0-3.0-200.0-0.0","34","22705","male","104","","","","75","","99","","","1342436","2","","","","0","","104","233200","110","234159","","0","10","22","outdoor_scenes","faces","75","83","Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","H","0","0","","original","3800","4","22","10","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg","83","75","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","910","1345447","0.0-3.0-200.0-2.0-0.0","34","22705","male","null","","","","null","","99","","","1342546","","","","","","","2896","233304","2901","234269","2896","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","911","1349252","0.0-3.0-200.0-4.0","34","22705","male","null","","","","null","","99","","","1345447","","","","","","","3800","236200","3805","237170","3800","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","end_deliberation_phase","","html-keyboard-response","912","1349319","0.0-3.0-200.0-7.0-0.0","34","22705","male","1","","","","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_learning_instructions","","instructions","913","1398717","0.0-4.0-0.0-0.0","34","22705","male","49393","","[{""page_index"":0,""viewing_time"":16137},{""page_index"":1,""viewing_time"":27864},{""page_index"":2,""viewing_time"":3056},{""page_index"":3,""viewing_time"":2336}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","reward_comprehension_check","","survey-multi-choice","914","1429365","0.0-4.0-0.0-1.0","34","22705","male","30641","{""Q0"":""True"",""Q1"":""True"",""Q2"":""Press a relevant key"",""Q3"":""Press the D key to signal a gain outcome"",""Q4"":""Press the K key to signal a no gain outcome""}","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","missed_instruction_checkup","","html-keyboard-response","915","1431778","0.0-4.0-0.0-2.0-0.0","34","22705","male","2407","","","","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_learning_instructions","","instructions","916","1436484","0.0-4.0-0.1-0.1","34","22705","male","4702","","[{""page_index"":0,""viewing_time"":1822},{""page_index"":1,""viewing_time"":656},{""page_index"":2,""viewing_time"":1271},{""page_index"":3,""viewing_time"":952}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","reward_comprehension_check","","survey-multi-choice","917","1453068","0.0-4.0-0.1-1.1","34","22705","male","16578","{""Q0"":""True"",""Q1"":""True"",""Q2"":""Do not press a key"",""Q3"":""Press the D key to signal a gain outcome"",""Q4"":""Press the K key to signal a no gain outcome""}","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","html-keyboard-response","918","1459169","0.0-4.0-1.0","34","22705","male","6095","","","","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","919","1460675","0.0-4.0-2.0-0.0","34","22705","male","null","","","","null","","0","","","1459169","0","","1000","","","","1500","240000","1506","240975","","","","","","","","","","","","1","","","","1500","","","","","","","","","","","","NaN","prac1","gain","","","","","","","","","","","","","","","","","","","","","","",""
"","isi_outcome_learning","","html-keyboard-response","920","1461681","0.0-4.0-2.0-1.0","34","22705","male","null","","","","null","","0","","","1460675","0","","","","","","1000","241500","1006","242481","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","921","1463187","0.0-4.0-2.0-2.0","34","22705","male","107","","","","68","gain","0","","","1461681","0","","","","0","","1500","242500","1506","243487","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_learning","","html-keyboard-response","922","1464693","0.0-4.0-2.0-3.0","34","22705","male","null","","","","null","","0","","","1463187","0","","","","","","1500","243500","1506","244993","1500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","923","1466199","0.0-4.0-3.0-0.0","34","22705","male","null","","","","null","","1","","","1464693","0","","1500","","","","1500","245000","1506","246499","","","","","","","","","","","","1","","","","1000","","","","","","","","","","","","NaN","prac2","no-gain","","","","","","","","","","","","","","","","","","","","","","",""
"","isi_outcome_learning","","html-keyboard-response","924","1467705","0.0-4.0-3.0-1.0","34","22705","male","null","","","","null","","1","","","1466199","0","","","","","","1500","246500","1506","248005","1500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","925","1469211","0.0-4.0-3.0-2.0","34","22705","male","451","","","","75","no_gain","1","","","1467705","0","","","","0","","1500","248000","1506","249511","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","451","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_learning","","html-keyboard-response","926","1470217","0.0-4.0-3.0-3.0","34","22705","male","null","","","","null","","1","","","1469211","0","","","","","","1000","249500","1006","251017","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","927","1471723","0.0-4.0-4.0-0.0","34","22705","male","null","","","","null","","2","","","1470217","0","","1000","","","","1500","250500","1506","252023","","","","","","","","","","","","1","","","","2000","","","","","","","","","","","","NaN","prac2","no-gain","","","","","","","","","","","","","","","","","","","","","","",""
"","isi_outcome_learning","","html-keyboard-response","928","1472729","0.0-4.0-4.0-1.0","34","22705","male","null","","","","null","","2","","","1471723","0","","","","","","1000","252000","1006","253529","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","929","1474235","0.0-4.0-4.0-2.0","34","22705","male","467","","","","75","no_gain","2","","","1472729","0","","","","0","","1500","253000","1506","254535","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","467","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_learning","","html-keyboard-response","930","1476241","0.0-4.0-4.0-3.0","34","22705","male","null","","","","null","","2","","","1474235","0","","","","","","2000","254000","2006","256041","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","931","1477746","0.0-4.0-5.0-0.0","34","22705","male","null","","","","null","","3","","","1476241","0","","2000","","","","1500","256000","1505","258047","","","","","","","","","","","","1","","","","1000","","","","","","","","","","","","NaN","prac1","gain","","","","","","","","","","","","","","","","","","","","","","",""
"","isi_outcome_learning","","html-keyboard-response","932","1479752","0.0-4.0-5.0-1.0","34","22705","male","null","","","","null","","3","","","1477746","0","","","","","","2000","257500","2006","259552","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","933","1481257","0.0-4.0-5.0-2.0","34","22705","male","436","","","","75","no_gain","3","","","1479752","0","","","","0","","1500","259500","1505","261558","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","436","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_learning","","html-keyboard-response","934","1482263","0.0-4.0-5.0-3.0","34","22705","male","null","","","","null","","3","","","1481257","0","","","","","","1000","261500","1006","263063","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","practice_over","","html-keyboard-response","935","1482449","0.0-4.0-5.0-4.0-0.0","34","22705","male","181","","","","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","start_run","","html-keyboard-response","936","1484129","0.0-4.0-5.0-4.0-1.0","34","22705","male","1676","","","","84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","937","1485635","0.0-4.0-6.0-0.0","34","22705","male","null","","","","null","","4","","","1484129","1","","1800","","","","1500","0","1506","0","","","","","","","","","","","","0","","","","4200","","","","","","","","","","","","33","K","no_gain","","","","","","","","","","","","","","","","","","","","","","",""
