"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration"
"","rating","","html-slider-response","31","186146","0.0-1.0-28.0","35","74300","male","3613","","","","","91","26","9","Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","","","","","","","","","","","",""
"","rating","","html-slider-response","32","189754","0.0-1.0-29.0","35","74300","male","3599","","","","","20","27","41","Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg","","","","","","","","","","","",""
"","rating","","html-slider-response","33","192610","0.0-1.0-30.0","35","74300","male","2811","","","","","88","28","8","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","","","","","","","","","","","",""
"","rating","","html-slider-response","34","195584","0.0-1.0-31.0","35","74300","male","2967","","","","","85","29","3","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","","","","","","","","","","","",""
"","rating","","html-slider-response","35","200314","0.0-1.0-32.0","35","74300","male","4719","","","","","13","30","27","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","","","","","","","","","","","",""
"","rating","","html-slider-response","36","204863","0.0-1.0-33.0","35","74300","male","4256","","","","","27","31","19","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","","","","","","","","","","","",""
"","rating","","html-slider-response","37","208486","0.0-1.0-34.0","35","74300","male","3588","","","","","15","32","45","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg","","","","","","","","","","","",""
"","rating","","html-slider-response","38","212292","0.0-1.0-35.0","35","74300","male","3308","","","","","27","33","30","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","","","","","","","","","","","",""
"","rating","","html-slider-response","39","216064","0.0-1.0-36.0","35","74300","male","3758","","","","","14","34","21","Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg","","","","","","","","","","","",""
"","rating","","html-slider-response","40","221549","0.0-1.0-37.0","35","74300","male","5478","","","","","24","35","34","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg","","","","","","","","","","","",""
"","rating","","html-slider-response","41","224446","0.0-1.0-38.0","35","74300","male","2857","","","","","14","36","35","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","","","","","","","","","","","",""
"","rating","","html-slider-response","42","227369","0.0-1.0-39.0","35","74300","male","2545","","","","","25","37","15","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","","","","","","","","","","","",""
"","rating","","html-slider-response","43","229939","0.0-1.0-40.0","35","74300","male","2561","","","","","89","38","1","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","","","","","","","","","","","",""
"","rating","","html-slider-response","44","232215","0.0-1.0-41.0","35","74300","male","2269","","","","","24","39","22","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","","","","","","","","","","","",""
"","rating","","html-slider-response","45","237200","0.0-1.0-42.0","35","74300","male","4972","","","","","27","40","26","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","","","","","","","","","","","",""
"","rating","","html-slider-response","46","240689","0.0-1.0-43.0","35","74300","male","3470","","","","","86","41","0","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","","","","","","","","","","","",""
"","rating","","html-slider-response","47","243165","0.0-1.0-44.0","35","74300","male","2470","","","","","44","42","43","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","","","","","","","","","","","",""
"","rating","","html-slider-response","48","246098","0.0-1.0-45.0","35","74300","male","2921","","","","","40","43","32","Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg","","","","","","","","","","","",""
"","rating","","html-slider-response","49","248356","0.0-1.0-46.0","35","74300","male","2196","","","","","28","44","17","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","","","","","","","","","","","",""
"","rating","","html-slider-response","50","250775","0.0-1.0-47.0","35","74300","male","2411","","","","","93","45","6","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","","","","","","","","","","","",""
"","rating","","html-slider-response","51","252979","0.0-1.0-48.0","35","74300","male","2197","","","","","21","46","33","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","","","","","","","","","","","",""
"","rating","","html-slider-response","52","258633","0.0-1.0-49.0","35","74300","male","5644","","","","","73","47","12","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","","","","","","","","","","","",""
"","localizer_instructions","","instructions","53","308680","0.0-2.0-0.0-0.0","35","74300","male","49919","","[{""page_index"":0,""viewing_time"":23446},{""page_index"":1,""viewing_time"":18751},{""page_index"":2,""viewing_time"":7722}]","","","","","","","","","","","","","","","","","",""
"","localizer_comprehension_check","","survey-multi-choice","54","319167","0.0-2.0-0.0-1.0","35","74300","male","10438","{""Q0"":""True"",""Q1"":""K"",""Q2"":""D""}","","0","","","","","","","","","","","","","","","","",""
"","","","html-keyboard-response","55","323303","0.0-2.0-1.0","35","74300","male","4085","","","","68","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","56","323718","0.0-2.0-2.0-0.0","35","74300","male","NaN","","","","null","NaN","0","","Stimuli/Practice_stims/Localizer/annie-spratt-g9KFpAfQ5bc-unsplash.jpg","323303","0","NaN","","0","1","0","400","0","415","0",""
"","iti_localizer","","html-keyboard-response","57","324038","0.0-2.0-2.0-1.0","35","74300","male","null","","","","null","","0","","","323718","0","","","","","","300","400","320","415","300"
"","localizer","","html-keyboard-response","58","325248","0.0-2.0-2.1-0.1","35","74300","male","NaN","","","","null","NaN","0","","Stimuli/Practice_stims/Localizer/annie-spratt-g9KFpAfQ5bc-unsplash.jpg","324038","0","NaN","","0","1","0","400","700","1210","735",""
"","iti_localizer","","html-keyboard-response","59","325710","0.0-2.0-2.1-1.1","35","74300","male","null","","","","null","","0","","","325248","0","","","","","","300","1100","462","1945","300"
"","localizer","","html-keyboard-response","60","326127","0.0-2.0-2.2-0.2","35","74300","male","NaN","","","","null","NaN","0","","Stimuli/Practice_stims/Localizer/annie-spratt-g9KFpAfQ5bc-unsplash.jpg","325710","0","NaN","","0","1","0","400","1400","417","2407",""
"","iti_localizer","","html-keyboard-response","61","326440","0.0-2.0-2.2-1.2","35","74300","male","null","","","","null","","0","","","326127","0","","","","","","300","1800","313","2824","300"
"","localizer","","html-keyboard-response","62","326856","0.0-2.0-2.3-0.3","35","74300","male","NaN","","","","null","NaN","0","","Stimuli/Practice_stims/Localizer/annie-spratt-g9KFpAfQ5bc-unsplash.jpg","326440","0","NaN","","0","1","0","400","2100","416","3137",""
"","iti_localizer","","html-keyboard-response","63","327166","0.0-2.0-2.3-1.3","35","74300","male","null","","","","null","","0","","","326856","0","","","","","","300","2500","310","3553","300"
"","localizer","","html-keyboard-response","64","327576","0.0-2.0-2.4-0.4","35","74300","male","NaN","","","","null","NaN","0","","Stimuli/Practice_stims/Localizer/annie-spratt-g9KFpAfQ5bc-unsplash.jpg","327166","0","NaN","","0","1","0","400","2800","410","3863",""
"","iti_localizer","","html-keyboard-response","65","327888","0.0-2.0-2.4-1.4","35","74300","male","null","","","","null","","0","","","327576","0","","","","","","300","3200","312","4273","300"
"","localizer","","html-keyboard-response","66","328305","0.0-2.0-2.5-0.5","35","74300","male","NaN","","","","null","NaN","0","","Stimuli/Practice_stims/Localizer/annie-spratt-g9KFpAfQ5bc-unsplash.jpg","327888","0","NaN","","0","1","0","400","3500","417","4585",""
"","iti_localizer","","html-keyboard-response","67","328616","0.0-2.0-2.5-1.5","35","74300","male","null","","","","null","","0","","","328305","0","","","","","","300","3900","311","5002","300"
"","localizer","","html-keyboard-response","68","329032","0.0-2.0-2.6-0.6","35","74300","male","NaN","","","","null","NaN","0","","Stimuli/Practice_stims/Localizer/annie-spratt-g9KFpAfQ5bc-unsplash.jpg","328616","0","NaN","","0","1","0","400","4200","416","5313",""
"","iti_localizer","","html-keyboard-response","69","329343","0.0-2.0-2.6-1.6","35","74300","male","null","","","","null","","0","","","329032","0","","","","","","300","4600","311","5729","300"
"","localizer","","html-keyboard-response","70","329749","0.0-2.0-2.7-0.7","35","74300","male","121","","","","68","0","0","","Stimuli/Practice_stims/Localizer/annie-spratt-g9KFpAfQ5bc-unsplash.jpg","329343","0","NaN","","0","0","1","400","4900","406","6040",""
"","iti_localizer","","html-keyboard-response","71","330064","0.0-2.0-2.7-1.7","35","74300","male","null","","","","null","","0","","","329749","0","","","","","","300","5300","315","6446","300"
"","localizer","","html-keyboard-response","72","330480","0.0-2.0-3.0-0.0","35","74300","male","112","","","","68","0","1","","Stimuli/Practice_stims/Localizer/becca-tapert-sY5RjMB1KkE-unsplash.jpg","330064","0","NaN","","0","0","1","400","5600","416","6761",""
"","iti_localizer","","html-keyboard-response","73","330792","0.0-2.0-3.0-1.0","35","74300","male","null","","","","null","","1","","","330480","0","","","","","","300","6000","312","7177","300"
"","localizer","","html-keyboard-response","74","331206","0.0-2.0-4.0-0.0","35","74300","male","NaN","","","","null","NaN","2","","Stimuli/Practice_stims/Localizer/charl-durand-bsfXvI25iNg-unsplash.jpg","330792","0","NaN","","1","1","0","400","6300","414","7489",""
"","iti_localizer","","html-keyboard-response","75","331519","0.0-2.0-4.0-1.0","35","74300","male","null","","","","null","","2","","","331206","0","","","","","","300","6700","313","7903","300"
"","localizer","","html-keyboard-response","76","331936","0.0-2.0-4.1-0.1","35","74300","male","NaN","","","","null","NaN","2","","Stimuli/Practice_stims/Localizer/charl-durand-bsfXvI25iNg-unsplash.jpg","331519","0","NaN","","1","1","0","400","7000","417","8216",""
"","iti_localizer","","html-keyboard-response","77","332246","0.0-2.0-4.1-1.1","35","74300","male","null","","","","null","","2","","","331936","0","","","","","","300","7400","310","8633","300"
"","localizer","","html-keyboard-response","78","332656","0.0-2.0-4.2-0.2","35","74300","male","NaN","","","","null","NaN","2","","Stimuli/Practice_stims/Localizer/charl-durand-bsfXvI25iNg-unsplash.jpg","332246","0","NaN","","1","1","0","400","7700","410","8943",""
"","iti_localizer","","html-keyboard-response","79","332968","0.0-2.0-4.2-1.2","35","74300","male","null","","","","null","","2","","","332656","0","","","","","","300","8100","312","9353","300"
"","localizer","","html-keyboard-response","80","333382","0.0-2.0-4.3-0.3","35","74300","male","NaN","","","","null","NaN","2","","Stimuli/Practice_stims/Localizer/charl-durand-bsfXvI25iNg-unsplash.jpg","332968","0","NaN","","1","1","0","400","8400","414","9665",""
"","iti_localizer","","html-keyboard-response","81","333695","0.0-2.0-4.3-1.3","35","74300","male","null","","","","null","","2","","","333382","0","","","","","","300","8800","313","10079","300"
"","localizer","","html-keyboard-response","82","334103","0.0-2.0-4.4-0.4","35","74300","male","NaN","","","","null","NaN","2","","Stimuli/Practice_stims/Localizer/charl-durand-bsfXvI25iNg-unsplash.jpg","333695","0","NaN","","1","1","0","400","9100","408","10392",""
"","iti_localizer","","html-keyboard-response","83","334416","0.0-2.0-4.4-1.4","35","74300","male","null","","","","null","","2","","","334103","0","","","","","","300","9500","313","10800","300"
"","localizer","","html-keyboard-response","84","334832","0.0-2.0-4.5-0.5","35","74300","male","NaN","","","","null","NaN","2","","Stimuli/Practice_stims/Localizer/charl-durand-bsfXvI25iNg-unsplash.jpg","334416","0","NaN","","1","1","0","400","9800","416","11113",""
"","iti_localizer","","html-keyboard-response","85","335142","0.0-2.0-4.5-1.5","35","74300","male","null","","","","null","","2","","","334832","0","","","","","","300","10200","310","11529","300"
"","localizer","","html-keyboard-response","86","335552","0.0-2.0-4.6-0.6","35","74300","male","NaN","","","","null","NaN","2","","Stimuli/Practice_stims/Localizer/charl-durand-bsfXvI25iNg-unsplash.jpg","335142","0","NaN","","1","1","0","400","10500","410","11839",""
"","iti_localizer","","html-keyboard-response","87","335864","0.0-2.0-4.6-1.6","35","74300","male","null","","","","null","","2","","","335552","0","","","","","","300","10900","312","12249","300"
"","localizer","","html-keyboard-response","88","336281","0.0-2.0-4.7-0.7","35","74300","male","NaN","","","","null","NaN","2","","Stimuli/Practice_stims/Localizer/charl-durand-bsfXvI25iNg-unsplash.jpg","335864","0","NaN","","1","1","0","400","11200","417","12561",""
"","iti_localizer","","html-keyboard-response","89","336684","0.0-2.0-4.7-1.7","35","74300","male","null","","","","null","","2","","","336281","0","","","","","","300","11600","403","12978","300"
"","localizer","","html-keyboard-response","90","337175","0.0-2.0-4.8-0.8","35","74300","male","NaN","","","","null","NaN","2","","Stimuli/Practice_stims/Localizer/charl-durand-bsfXvI25iNg-unsplash.jpg","336684","0","NaN","","1","1","0","400","11900","491","13381",""
"","iti_localizer","","html-keyboard-response","91","337486","0.0-2.0-4.8-1.8","35","74300","male","null","","","","null","","2","","","337175","0","","","","","","300","12300","311","13872","300"
"","localizer","","html-keyboard-response","92","338002","0.0-2.0-4.9-0.9","35","74300","male","344","","","","75","1","2","","Stimuli/Practice_stims/Localizer/charl-durand-bsfXvI25iNg-unsplash.jpg","337486","0","NaN","","1","0","1","400","12600","516","14183",""
"","iti_localizer","","html-keyboard-response","93","338311","0.0-2.0-4.9-1.9","35","74300","male","null","","","","null","","2","","","338002","0","","","","","","300","13000","309","14699","300"
"","localizer","","html-keyboard-response","94","338728","0.0-2.0-5.0-0.0","35","74300","male","NaN","","","","null","NaN","3","","Stimuli/Practice_stims/Localizer/nizar-albusaidy-B2r2SWAf5CE-unsplash.jpg","338311","0","NaN","","0","1","0","400","13300","417","15008",""
"","iti_localizer","","html-keyboard-response","95","339040","0.0-2.0-5.0-1.0","35","74300","male","null","","","","null","","3","","","338728","0","","","","","","300","13700","312","15425","300"
"","localizer","","html-keyboard-response","96","339455","0.0-2.0-5.1-0.1","35","74300","male","180","","","","68","0","3","","Stimuli/Practice_stims/Localizer/nizar-albusaidy-B2r2SWAf5CE-unsplash.jpg","339040","0","NaN","","0","0","1","400","14000","415","15737",""
"","iti_localizer","","html-keyboard-response","97","339768","0.0-2.0-5.1-1.1","35","74300","male","null","","","","null","","3","","","339455","0","","","","","","300","14400","313","16152","300"
"","localizer","","html-keyboard-response","98","340184","0.0-2.0-6.0-0.0","35","74300","male","247","","","","68","0","4","","Stimuli/Practice_stims/Localizer/randy-fath-epf1tdtIIkM-unsplash.jpg","339768","0","NaN","","1","0","0","400","14700","416","16465",""
"","iti_localizer","","html-keyboard-response","99","340495","0.0-2.0-6.0-1.0","35","74300","male","null","","","","null","","4","","","340184","0","","","","","","300","15100","311","16881","300"
"","localizer","","html-keyboard-response","100","340912","0.0-2.0-7.0-0.0","35","74300","male","NaN","","","","null","NaN","5","","Stimuli/Practice_stims/Localizer/yassine-khalfalli-adsQ9d_Cx0c-unsplash.jpg","340495","0","NaN","","0","1","0","400","15400","417","17192",""
"","iti_localizer","","html-keyboard-response","101","341224","0.0-2.0-7.0-1.0","35","74300","male","null","","","","null","","5","","","340912","0","","","","","","300","15800","312","17609","300"
"","localizer","","html-keyboard-response","102","341640","0.0-2.0-7.1-0.1","35","74300","male","126","","","","68","0","5","","Stimuli/Practice_stims/Localizer/yassine-khalfalli-adsQ9d_Cx0c-unsplash.jpg","341224","0","NaN","","0","0","1","400","16100","416","17921",""
"","iti_localizer","","html-keyboard-response","103","341950","0.0-2.0-7.1-1.1","35","74300","male","null","","","","null","","5","","","341640","0","","","","","","300","16500","310","18337","300"
"","practice_over","","html-keyboard-response","104","346638","0.0-2.0-7.1-2.1-0.1","35","74300","male","4663","","","","68","","","","","","","","","","","","","","","",""
"","start_run","","html-keyboard-response","105","348524","0.0-2.0-7.1-2.1-1.1","35","74300","male","1857","","","","84","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","106","349009","0.0-2.0-8.0-0.0","35","74300","male","NaN","","","","null","NaN","6","","Stimuli/Experimental_stims/localizer/faces/christina-wocintechchat-com-0Zx1bDv5BNY-unsplash.jpg","348524","1","faces","","0","1","0","400","0","485","0",""
"","iti_localizer","","html-keyboard-response","107","349319","0.0-2.0-8.0-1.0","35","74300","male","null","","","","null","","6","","","349009","1","","","","","","300","400","310","485","300"
"","localizer","","html-keyboard-response","108","349736","0.0-2.0-9.0-0.0","35","74300","male","NaN","","","","null","NaN","7","","Stimuli/Experimental_stims/localizer/faces/jeffery-erhunse-BQMZ5ligqps-unsplash.jpg","349319","1","faces","","0","1","0","400","700","417","795",""
"","iti_localizer","","html-keyboard-response","109","350047","0.0-2.0-9.0-1.0","35","74300","male","null","","","","null","","7","","","349736","1","","","","","","300","1100","311","1212","300"
"","localizer","","html-keyboard-response","110","350464","0.0-2.0-10.0-0.0","35","74300","male","NaN","","","","null","NaN","8","","Stimuli/Experimental_stims/localizer/faces/matheus-ferrero-W7b3eDUb_2I-unsplash.jpg","350047","1","faces","","0","1","0","400","1400","417","1523",""
"","iti_localizer","","html-keyboard-response","111","350775","0.0-2.0-10.0-1.0","35","74300","male","null","","","","null","","8","","","350464","1","","","","","","300","1800","311","1940","300"
"","localizer","","html-keyboard-response","112","351191","0.0-2.0-11.0-0.0","35","74300","male","1","","","","68","0","9","","Stimuli/Experimental_stims/localizer/faces/jurica-koletic-7YVZYZeITc8-unsplash.jpg","350775","1","faces","","1","0","0","400","2100","416","2251",""
"","iti_localizer","","html-keyboard-response","113","351504","0.0-2.0-11.0-1.0","35","74300","male","null","","","","null","","9","","","351191","1","","","","","","300","2500","313","2667","300"
"","localizer","","html-keyboard-response","114","351920","0.0-2.0-12.0-0.0","35","74300","male","NaN","","","","null","NaN","10","","Stimuli/Experimental_stims/localizer/faces/drew-hays-agGIKYs4mYs-unsplash.jpg","351504","1","faces","","0","1","0","400","2800","416","2980",""
"","iti_localizer","","html-keyboard-response","115","352231","0.0-2.0-12.0-1.0","35","74300","male","null","","","","null","","10","","","351920","1","","","","","","300","3200","311","3396","300"
"","localizer","","html-keyboard-response","116","352640","0.0-2.0-13.0-0.0","35","74300","male","NaN","","","","null","NaN","11","","Stimuli/Experimental_stims/localizer/faces/rui-silvestre-hAMJpesMeDE-unsplash.jpg","352231","1","faces","","0","1","0","400","3500","409","3707",""
"","iti_localizer","","html-keyboard-response","117","352951","0.0-2.0-13.0-1.0","35","74300","male","null","","","","null","","11","","","352640","1","","","","","","300","3900","311","4116","300"
"","localizer","","html-keyboard-response","118","353358","0.0-2.0-14.0-0.0","35","74300","male","NaN","","","","null","NaN","12","","Stimuli/Experimental_stims/localizer/faces/sean-kong--1B_y4wGs-s-unsplash.jpg","352951","1","faces","","0","1","0","400","4200","407","4427",""
"","iti_localizer","","html-keyboard-response","119","353876","0.0-2.0-14.0-1.0","35","74300","male","null","","","","null","","12","","","353358","1","","","","","","300","4600","518","4834","300"
"","localizer","","html-keyboard-response","120","355398","0.0-2.0-15.0-0.0","35","74300","male","NaN","","","","null","NaN","13","","Stimuli/Experimental_stims/localizer/faces/vince-fleming-j3lf-Jn6deo-unsplash.jpg","353876","1","faces","","0","1","0","400","4900","1522","5352",""
"","iti_localizer","","html-keyboard-response","121","355717","0.0-2.0-15.0-1.0","35","74300","male","null","","","","null","","13","","","355398","1","","","","","","300","5300","319","6874","300"
"","localizer","","html-keyboard-response","122","356128","0.0-2.0-16.0-0.0","35","74300","male","NaN","","","","null","NaN","14","","Stimuli/Experimental_stims/localizer/faces/tyler-nix-ZGa9d1a_4tA-unsplash.jpg","355717","1","faces","","0","1","0","400","5600","411","7193",""
"","iti_localizer","","html-keyboard-response","123","356440","0.0-2.0-16.0-1.0","35","74300","male","null","","","","null","","14","","","356128","1","","","","","","300","6000","312","7604","300"
"","localizer","","html-keyboard-response","124","356856","0.0-2.0-17.0-0.0","35","74300","male","188","","","","68","0","15","","Stimuli/Experimental_stims/localizer/faces/abstral-official-cyOKLSgkgCE-unsplash.jpg","356440","1","faces","","0","0","1","400","6300","416","7916",""
"","iti_localizer","","html-keyboard-response","125","357166","0.0-2.0-17.0-1.0","35","74300","male","null","","","","null","","15","","","356856","1","","","","","","300","6700","310","8332","300"
"","localizer","","html-keyboard-response","126","357575","0.0-2.0-18.0-0.0","35","74300","male","NaN","","","","null","NaN","16","","Stimuli/Experimental_stims/localizer/faces/ethan-haddox-__ng3cRXmFE-unsplash.jpg","357166","1","faces","","0","1","0","400","7000","409","8642",""
"","iti_localizer","","html-keyboard-response","127","357887","0.0-2.0-18.0-1.0","35","74300","male","null","","","","null","","16","","","357575","1","","","","","","300","7400","312","9051","300"
