,PID,trial,pair_id,stim_type,practice,run,block,left_category,right_category,left_stimulus,right_stimulus,left_path,right_path,left_rating,right_rating,iti,scramble_screen_time,scramble_instructed_side,scramble_acc,no_response,rt,left_chosen,chosen_stimulus,unchosen_stimulus,chosen_category,unchosen_category,chosen_path,unchosen_path,long_iti,simulation,version
10,,11,H,scramble,0,1,1,faces,outdoor_scenes,,,,,,,2900.0,2000.0,right,,0,,,,,,,,,1.0,9,2
11,,12,F,original,0,1,1,faces,body_parts,,,,,,,1200.0,,,,0,,,,,,,,,0.0,9,2
12,,13,B,scramble,0,1,1,outdoor_scenes,faces,,,,,,,1100.0,1500.0,right,,0,,,,,,,,,0.0,9,2
13,,14,I,original,0,1,1,body_parts,outdoor_scenes,,,,,,,2500.0,,,,0,,,,,,,,,0.0,9,2
14,,15,K,scramble,0,1,1,body_parts,objects,,,,,,,1100.0,1800.0,left,,0,,,,,,,,,0.0,9,2
15,,16,J,original,0,1,1,faces,objects,,,,,,,1500.0,,,,0,,,,,,,,,0.0,9,2
16,,17,E,scramble,0,1,1,objects,body_parts,,,,,,,1800.0,1300.0,right,,0,,,,,,,,,0.0,9,2
17,,18,B,original,0,1,1,outdoor_scenes,faces,,,,,,,3600.0,,,,0,,,,,,,,,1.0,9,2
18,,19,A,scramble,0,1,1,outdoor_scenes,objects,,,,,,,1300.0,1900.0,left,,0,,,,,,,,,0.0,9,2
19,,20,C,original,0,1,1,outdoor_scenes,body_parts,,,,,,,1900.0,,,,0,,,,,,,,,0.0,9,2
20,,21,L,scramble,0,1,1,body_parts,faces,,,,,,,1400.0,700.0,left,,0,,,,,,,,,0.0,9,2
21,,22,F,scramble,0,1,1,faces,body_parts,,,,,,,1200.0,1100.0,left,,0,,,,,,,,,0.0,9,2
22,,23,K,original,0,1,1,body_parts,objects,,,,,,,2200.0,,,,0,,,,,,,,,0.0,9,2
23,,24,D,original,0,1,1,objects,faces,,,,,,,1300.0,,,,0,,,,,,,,,0.0,9,2
24,,25,G,scramble,0,1,1,objects,outdoor_scenes,,,,,,,1300.0,1000.0,left,,0,,,,,,,,,0.0,9,2
25,,26,D,scramble,0,1,1,objects,faces,,,,,,,2400.0,1300.0,right,,0,,,,,,,,,0.0,9,2
26,,27,G,original,0,1,1,objects,outdoor_scenes,,,,,,,2900.0,,,,0,,,,,,,,,1.0,9,2
27,,28,A,original,0,1,1,outdoor_scenes,objects,,,,,,,1000.0,,,,0,,,,,,,,,0.0,9,2
28,,29,H,scramble,0,1,2,faces,outdoor_scenes,,,,,,,1800.0,700.0,left,,0,,,,,,,,,0.0,9,2
29,,30,E,original,0,1,2,objects,body_parts,,,,,,,2800.0,,,,0,,,,,,,,,0.0,9,2
30,,31,A,scramble,0,1,2,outdoor_scenes,objects,,,,,,,2100.0,1200.0,left,,0,,,,,,,,,0.0,9,2
31,,32,I,original,0,1,2,body_parts,outdoor_scenes,,,,,,,3100.0,,,,0,,,,,,,,,1.0,9,2
32,,33,L,scramble,0,1,2,body_parts,faces,,,,,,,2300.0,1300.0,left,,0,,,,,,,,,0.0,9,2
33,,34,J,original,0,1,2,faces,objects,,,,,,,1900.0,,,,0,,,,,,,,,0.0,9,2
34,,35,G,scramble,0,1,2,objects,outdoor_scenes,,,,,,,2700.0,1800.0,right,,0,,,,,,,,,0.0,9,2
35,,36,F,original,0,1,2,faces,body_parts,,,,,,,1000.0,,,,0,,,,,,,,,0.0,9,2
36,,37,C,original,0,1,2,outdoor_scenes,body_parts,,,,,,,2400.0,,,,0,,,,,,,,,0.0,9,2
37,,38,I,scramble,0,1,2,body_parts,outdoor_scenes,,,,,,,3400.0,1300.0,right,,0,,,,,,,,,1.0,9,2
38,,39,J,scramble,0,1,2,faces,objects,,,,,,,1200.0,1800.0,left,,0,,,,,,,,,0.0,9,2
39,,40,G,original,0,1,2,objects,outdoor_scenes,,,,,,,2000.0,,,,0,,,,,,,,,0.0,9,2
40,,41,L,original,0,1,2,body_parts,faces,,,,,,,1600.0,,,,0,,,,,,,,,0.0,9,2
41,,42,D,scramble,0,1,2,objects,faces,,,,,,,2800.0,1900.0,left,,0,,,,,,,,,0.0,9,2
42,,43,K,scramble,0,1,2,body_parts,objects,,,,,,,1600.0,1400.0,right,,0,,,,,,,,,0.0,9,2
43,,44,D,original,0,1,2,objects,faces,,,,,,,1400.0,,,,0,,,,,,,,,0.0,9,2
44,,45,K,original,0,1,2,body_parts,objects,,,,,,,1900.0,,,,0,,,,,,,,,0.0,9,2
45,,46,B,scramble,0,1,2,outdoor_scenes,faces,,,,,,,3000.0,1700.0,right,,0,,,,,,,,,1.0,9,2
46,,47,B,original,0,1,2,outdoor_scenes,faces,,,,,,,1100.0,,,,0,,,,,,,,,0.0,9,2
47,,48,E,scramble,0,1,2,objects,body_parts,,,,,,,2000.0,1000.0,left,,0,,,,,,,,,0.0,9,2
48,,49,A,original,0,1,2,outdoor_scenes,objects,,,,,,,1100.0,,,,0,,,,,,,,,0.0,9,2
49,,50,F,scramble,0,1,2,faces,body_parts,,,,,,,2400.0,1800.0,right,,0,,,,,,,,,0.0,9,2
50,,51,C,scramble,0,1,2,outdoor_scenes,body_parts,,,,,,,2100.0,1600.0,right,,0,,,,,,,,,0.0,9,2
51,,52,H,original,0,1,2,faces,outdoor_scenes,,,,,,,3100.0,,,,0,,,,,,,,,1.0,9,2
52,,53,K,scramble,0,2,3,body_parts,objects,,,,,,,1500.0,900.0,left,,0,,,,,,,,,0.0,6,2
53,,54,H,scramble,0,2,3,faces,outdoor_scenes,,,,,,,1300.0,1100.0,left,,0,,,,,,,,,0.0,6,2
54,,55,F,original,0,2,3,faces,body_parts,,,,,,,2300.0,,,,0,,,,,,,,,0.0,6,2
55,,56,L,original,0,2,3,body_parts,faces,,,,,,,1400.0,,,,0,,,,,,,,,0.0,6,2
56,,57,G,scramble,0,2,3,objects,outdoor_scenes,,,,,,,3100.0,1300.0,right,,0,,,,,,,,,1.0,6,2
57,,58,J,original,0,2,3,faces,objects,,,,,,,1500.0,,,,0,,,,,,,,,0.0,6,2
58,,59,G,original,0,2,3,objects,outdoor_scenes,,,,,,,1200.0,,,,0,,,,,,,,,0.0,6,2
59,,60,C,scramble,0,2,3,outdoor_scenes,body_parts,,,,,,,1500.0,1000.0,left,,0,,,,,,,,,0.0,6,2
60,,61,F,scramble,0,2,3,faces,body_parts,,,,,,,1500.0,1100.0,left,,0,,,,,,,,,0.0,6,2
61,,62,I,original,0,2,3,body_parts,outdoor_scenes,,,,,,,1500.0,,,,0,,,,,,,,,0.0,6,2
62,,63,A,original,0,2,3,outdoor_scenes,objects,,,,,,,3200.0,,,,0,,,,,,,,,1.0,6,2
63,,64,A,scramble,0,2,3,outdoor_scenes,objects,,,,,,,1600.0,1400.0,left,,0,,,,,,,,,0.0,6,2
64,,65,C,original,0,2,3,outdoor_scenes,body_parts,,,,,,,2000.0,,,,0,,,,,,,,,0.0,6,2
65,,66,E,scramble,0,2,3,objects,body_parts,,,,,,,1800.0,900.0,right,,0,,,,,,,,,0.0,6,2
66,,67,B,scramble,0,2,3,outdoor_scenes,faces,,,,,,,2400.0,1400.0,right,,0,,,,,,,,,0.0,6,2
67,,68,K,original,0,2,3,body_parts,objects,,,,,,,1100.0,,,,0,,,,,,,,,0.0,6,2
68,,69,E,original,0,2,3,objects,body_parts,,,,,,,3300.0,,,,0,,,,,,,,,1.0,6,2
69,,70,J,scramble,0,2,3,faces,objects,,,,,,,2200.0,700.0,right,,0,,,,,,,,,0.0,6,2
70,,71,B,original,0,2,3,outdoor_scenes,faces,,,,,,,2000.0,,,,0,,,,,,,,,0.0,6,2
71,,72,D,scramble,0,2,3,objects,faces,,,,,,,2100.0,1500.0,right,,0,,,,,,,,,0.0,6,2
72,,73,H,original,0,2,3,faces,outdoor_scenes,,,,,,,1200.0,,,,0,,,,,,,,,0.0,6,2
73,,74,L,scramble,0,2,3,body_parts,faces,,,,,,,3400.0,1200.0,left,,0,,,,,,,,,1.0,6,2
74,,75,I,scramble,0,2,3,body_parts,outdoor_scenes,,,,,,,2300.0,1100.0,right,,0,,,,,,,,,0.0,6,2
75,,76,D,original,0,2,3,objects,faces,,,,,,,2200.0,,,,0,,,,,,,,,0.0,6,2
76,,77,G,original,0,2,4,objects,outdoor_scenes,,,,,,,2100.0,,,,0,,,,,,,,,0.0,6,2
77,,78,A,scramble,0,2,4,outdoor_scenes,objects,,,,,,,1200.0,500.0,left,,0,,,,,,,,,0.0,6,2
78,,79,I,original,0,2,4,body_parts,outdoor_scenes,,,,,,,3000.0,,,,0,,,,,,,,,1.0,6,2
79,,80,F,original,0,2,4,faces,body_parts,,,,,,,1200.0,,,,0,,,,,,,,,0.0,6,2
80,,81,J,scramble,0,2,4,faces,objects,,,,,,,2100.0,1300.0,right,,0,,,,,,,,,0.0,6,2
81,,82,J,original,0,2,4,faces,objects,,,,,,,1300.0,,,,0,,,,,,,,,0.0,6,2
82,,83,E,scramble,0,2,4,objects,body_parts,,,,,,,1800.0,1800.0,right,,0,,,,,,,,,0.0,6,2
83,,84,B,scramble,0,2,4,outdoor_scenes,faces,,,,,,,1300.0,1000.0,left,,0,,,,,,,,,0.0,6,2
84,,85,E,original,0,2,4,objects,body_parts,,,,,,,1300.0,,,,0,,,,,,,,,0.0,6,2
85,,86,C,original,0,2,4,outdoor_scenes,body_parts,,,,,,,1200.0,,,,0,,,,,,,,,0.0,6,2
86,,87,D,scramble,0,2,4,objects,faces,,,,,,,5000.0,1500.0,right,,0,,,,,,,,,1.0,6,2
87,,88,K,original,0,2,4,body_parts,objects,,,,,,,2100.0,,,,0,,,,,,,,,0.0,6,2
88,,89,C,scramble,0,2,4,outdoor_scenes,body_parts,,,,,,,2200.0,1000.0,right,,0,,,,,,,,,0.0,6,2
89,,90,G,scramble,0,2,4,objects,outdoor_scenes,,,,,,,2200.0,1100.0,left,,0,,,,,,,,,0.0,6,2
90,,91,L,original,0,2,4,body_parts,faces,,,,,,,1400.0,,,,0,,,,,,,,,0.0,6,2
91,,92,B,original,0,2,4,outdoor_scenes,faces,,,,,,,2100.0,,,,0,,,,,,,,,0.0,6,2
92,,93,L,scramble,0,2,4,body_parts,faces,,,,,,,1100.0,500.0,right,,0,,,,,,,,,0.0,6,2
93,,94,A,original,0,2,4,outdoor_scenes,objects,,,,,,,1100.0,,,,0,,,,,,,,,0.0,6,2
94,,95,I,scramble,0,2,4,body_parts,outdoor_scenes,,,,,,,2700.0,700.0,left,,0,,,,,,,,,1.0,6,2
95,,96,K,scramble,0,2,4,body_parts,objects,,,,,,,2300.0,100.0,right,,0,,,,,,,,,0.0,6,2
96,,97,D,original,0,2,4,objects,faces,,,,,,,1600.0,,,,0,,,,,,,,,0.0,6,2
97,,98,H,scramble,0,2,4,faces,outdoor_scenes,,,,,,,2600.0,1500.0,left,,0,,,,,,,,,0.0,6,2
98,,99,F,scramble,0,2,4,faces,body_parts,,,,,,,1700.0,200.0,left,,0,,,,,,,,,0.0,6,2
99,,100,H,original,0,2,4,faces,outdoor_scenes,,,,,,,3800.0,,,,0,,,,,,,,,1.0,6,2
