,PID,trial,pair_id,stim_type,practice,run,block,left_category,right_category,left_stimulus,right_stimulus,left_path,right_path,left_rating,right_rating,iti,scramble_screen_time,scramble_instructed_side,scramble_acc,no_response,rt,left_chosen,chosen_stimulus,unchosen_stimulus,chosen_category,unchosen_category,chosen_path,unchosen_path,long_iti,simulation,version
46,,47,A,scramble,0,1,2,outdoor_scenes,objects,,,,,,,1300.0,1200.0,left,,0,,,,,,,,,0.0,40,3
47,,48,G,original,0,1,2,objects,outdoor_scenes,,,,,,,1600.0,,,,0,,,,,,,,,0.0,40,3
48,,49,L,original,0,1,2,body_parts,faces,,,,,,,1800.0,,,,0,,,,,,,,,0.0,40,3
49,,50,G,scramble,0,1,2,objects,outdoor_scenes,,,,,,,1300.0,1800.0,right,,0,,,,,,,,,0.0,40,3
50,,51,C,original,0,1,2,outdoor_scenes,body_parts,,,,,,,1100.0,,,,0,,,,,,,,,0.0,40,3
51,,52,D,scramble,0,1,2,objects,faces,,,,,,,3200.0,1900.0,left,,0,,,,,,,,,1.0,40,3
52,,53,B,original,0,2,3,outdoor_scenes,faces,,,,,,,4700.0,,,,0,,,,,,,,,1.0,40,3
53,,54,B,scramble,0,2,3,outdoor_scenes,faces,,,,,,,1600.0,1400.0,right,,0,,,,,,,,,0.0,40,3
54,,55,I,original,0,2,3,body_parts,outdoor_scenes,,,,,,,1100.0,,,,0,,,,,,,,,0.0,40,3
55,,56,L,original,0,2,3,body_parts,faces,,,,,,,2400.0,,,,0,,,,,,,,,0.0,40,3
56,,57,J,scramble,0,2,3,faces,objects,,,,,,,1400.0,700.0,right,,0,,,,,,,,,0.0,40,3
57,,58,E,scramble,0,2,3,objects,body_parts,,,,,,,1800.0,900.0,right,,0,,,,,,,,,0.0,40,3
58,,59,D,original,0,2,3,objects,faces,,,,,,,3400.0,,,,0,,,,,,,,,1.0,40,3
59,,60,C,scramble,0,2,3,outdoor_scenes,body_parts,,,,,,,1400.0,1000.0,left,,0,,,,,,,,,0.0,40,3
60,,61,J,original,0,2,3,faces,objects,,,,,,,1900.0,,,,0,,,,,,,,,0.0,40,3
61,,62,K,original,0,2,3,body_parts,objects,,,,,,,1500.0,,,,0,,,,,,,,,0.0,40,3
62,,63,F,scramble,0,2,3,faces,body_parts,,,,,,,2100.0,1100.0,left,,0,,,,,,,,,0.0,40,3
63,,64,D,scramble,0,2,3,objects,faces,,,,,,,1500.0,1500.0,right,,0,,,,,,,,,0.0,40,3
64,,65,E,original,0,2,3,objects,body_parts,,,,,,,2000.0,,,,0,,,,,,,,,0.0,40,3
65,,66,H,scramble,0,2,3,faces,outdoor_scenes,,,,,,,1100.0,1100.0,left,,0,,,,,,,,,0.0,40,3
66,,67,G,original,0,2,3,objects,outdoor_scenes,,,,,,,1000.0,,,,0,,,,,,,,,0.0,40,3
67,,68,A,scramble,0,2,3,outdoor_scenes,objects,,,,,,,2800.0,1400.0,left,,0,,,,,,,,,0.0,40,3
68,,69,K,scramble,0,2,3,body_parts,objects,,,,,,,3100.0,900.0,left,,0,,,,,,,,,1.0,40,3
69,,70,H,original,0,2,3,faces,outdoor_scenes,,,,,,,1100.0,,,,0,,,,,,,,,0.0,40,3
70,,71,I,scramble,0,2,3,body_parts,outdoor_scenes,,,,,,,1200.0,1100.0,right,,0,,,,,,,,,0.0,40,3
71,,72,A,original,0,2,3,outdoor_scenes,objects,,,,,,,2500.0,,,,0,,,,,,,,,0.0,40,3
72,,73,L,scramble,0,2,3,body_parts,faces,,,,,,,1300.0,1200.0,left,,0,,,,,,,,,0.0,40,3
73,,74,G,scramble,0,2,3,objects,outdoor_scenes,,,,,,,3200.0,1300.0,right,,0,,,,,,,,,1.0,40,3
74,,75,F,original,0,2,3,faces,body_parts,,,,,,,1800.0,,,,0,,,,,,,,,0.0,40,3
75,,76,C,original,0,2,3,outdoor_scenes,body_parts,,,,,,,2100.0,,,,0,,,,,,,,,0.0,40,3
76,,77,I,scramble,0,2,4,body_parts,outdoor_scenes,,,,,,,1700.0,700.0,left,,0,,,,,,,,,0.0,40,3
77,,78,H,scramble,0,2,4,faces,outdoor_scenes,,,,,,,1100.0,1500.0,left,,0,,,,,,,,,0.0,40,3
78,,79,G,original,0,2,4,objects,outdoor_scenes,,,,,,,1900.0,,,,0,,,,,,,,,0.0,40,3
79,,80,D,scramble,0,2,4,objects,faces,,,,,,,3600.0,1500.0,right,,0,,,,,,,,,1.0,40,3
80,,81,C,original,0,2,4,outdoor_scenes,body_parts,,,,,,,1200.0,,,,0,,,,,,,,,0.0,40,3
81,,82,F,original,0,2,4,faces,body_parts,,,,,,,2300.0,,,,0,,,,,,,,,0.0,40,3
82,,83,J,scramble,0,2,4,faces,objects,,,,,,,1300.0,1300.0,right,,0,,,,,,,,,0.0,40,3
83,,84,B,scramble,0,2,4,outdoor_scenes,faces,,,,,,,2800.0,1000.0,left,,0,,,,,,,,,0.0,40,3
84,,85,E,original,0,2,4,objects,body_parts,,,,,,,1100.0,,,,0,,,,,,,,,0.0,40,3
85,,86,G,scramble,0,2,4,objects,outdoor_scenes,,,,,,,2300.0,1100.0,left,,0,,,,,,,,,0.0,40,3
86,,87,J,original,0,2,4,faces,objects,,,,,,,2200.0,,,,0,,,,,,,,,0.0,40,3
87,,88,D,original,0,2,4,objects,faces,,,,,,,1400.0,,,,0,,,,,,,,,0.0,40,3
88,,89,F,scramble,0,2,4,faces,body_parts,,,,,,,2900.0,200.0,left,,0,,,,,,,,,0.0,40,3
89,,90,B,original,0,2,4,outdoor_scenes,faces,,,,,,,1600.0,,,,0,,,,,,,,,0.0,40,3
90,,91,C,scramble,0,2,4,outdoor_scenes,body_parts,,,,,,,3000.0,1000.0,right,,0,,,,,,,,,1.0,40,3
91,,92,A,scramble,0,2,4,outdoor_scenes,objects,,,,,,,2800.0,500.0,left,,0,,,,,,,,,0.0,40,3
92,,93,I,original,0,2,4,body_parts,outdoor_scenes,,,,,,,2900.0,,,,0,,,,,,,,,0.0,40,3
93,,94,K,original,0,2,4,body_parts,objects,,,,,,,1300.0,,,,0,,,,,,,,,0.0,40,3
94,,95,E,scramble,0,2,4,objects,body_parts,,,,,,,1100.0,1800.0,right,,0,,,,,,,,,0.0,40,3
95,,96,L,original,0,2,4,body_parts,faces,,,,,,,1500.0,,,,0,,,,,,,,,0.0,40,3
96,,97,L,scramble,0,2,4,body_parts,faces,,,,,,,1100.0,500.0,right,,0,,,,,,,,,0.0,40,3
97,,98,H,original,0,2,4,faces,outdoor_scenes,,,,,,,1500.0,,,,0,,,,,,,,,0.0,40,3
98,,99,A,original,0,2,4,outdoor_scenes,objects,,,,,,,1100.0,,,,0,,,,,,,,,0.0,40,3
99,,100,K,scramble,0,2,4,body_parts,objects,,,,,,,4300.0,100.0,right,,0,,,,,,,,,1.0,40,3
