,chosen,chosen_derivative,unchosen,unchosen_derivative,.5*unchosen + .5*chosen,unchosen - chosen,simulation,version,run,.5*chosen + .5*unchosen,chosen - unchosen
22,1.40693406854585,2.1412910533951064,1.445371695862654,2.1052752602285745,1.113202905011353,1.0359716682875775,23,1,1,,
23,1.9517739023782334,3.8884398645978147,2.0828908553689596,3.7398645373864428,,,24,1,1,1.2652747948700105,1.038711904652229
24,1.6107430261337725,3.0731278968925158,1.7073351148232896,2.9878103287672135,,,25,1,1,1.063799797361957,1.0502119463904804
25,1.5481646726586855,2.090916333837261,1.4405687445306785,2.187406649223761,1.0789626281194824,1.107951249576042,26,1,1,,
26,1.569226025442956,2.3229839038021765,1.4571926415205734,2.4221605566895232,,,27,1,1,1.0635665962302112,1.0772768448916528
27,1.644006605950187,2.988882381318982,1.7046620791237825,2.9192012603298263,1.0997321059386909,1.0253071026629141,28,1,1,,
28,1.5966608125316726,2.3224829065316186,1.5802285181796851,2.336823863312242,1.0493111338134316,1.010614464129166,29,1,1,,
29,1.4598610039583042,2.6245999763752446,1.5265271762535753,2.571143102739532,1.149705616686844,1.028930331596363,30,1,1,,
30,1.7336487905739983,2.762873333264487,1.651108144606499,2.8203077611192158,,,31,1,1,1.0624203324775685,1.0278466368969181
31,2.180583994576968,3.3123675511211688,1.9945741819691964,3.4678432654076365,,,32,1,1,1.1183088957352298,1.0898386419479507
32,1.4239159807894688,2.067742651063328,1.3021146977108975,2.1837604617955835,1.0504033438123714,1.1373052108924784,33,1,1,,
33,1.8115659543876672,2.544039439589934,1.8038670501149872,2.553811655837184,,,34,1,1,1.150897692932088,1.0006472906826198
34,1.4053151105828252,2.4353640021106546,1.388131063594364,2.455370630436659,,,35,1,1,1.0631293830085011,1.161103614731508
35,1.549903609068678,2.411488953328198,1.4945627345296892,2.484868270289939,1.088780121645042,1.0140044967432664,36,1,1,,
36,1.878044332130745,3.2027675337646455,1.6649451098085684,3.384493744759678,1.1684758336655185,1.3526669182929039,37,1,1,,
37,1.3461133240186036,2.0374474254901416,1.3216315907940999,2.0652992864156605,1.102338571391584,1.0105139089665214,38,1,1,,
38,1.6927941704879346,3.583372379739666,1.7992533699050843,3.4919302681211546,,,39,1,1,1.0637318434241152,1.0495511073701647
39,1.549422232795051,2.591667988328691,1.6600713240348155,2.4873585454295966,1.0735328026917212,1.059256246683859,40,1,1,,
40,1.5029145607553338,2.3160116115831046,1.496139840773357,2.321217955375277,1.0318756123333497,1.0233410735248916,41,1,1,,
41,1.9645369288992356,3.413120002577566,1.8822361000412806,3.5051965745014493,1.0455987182147883,1.0338588851510642,42,1,1,,
42,1.6844684033938986,2.661272750783799,1.7194208167460359,2.6359429571259296,1.122899541682775,1.0141186519107543,43,1,1,,
43,1.9952074613514452,3.6533241155658023,2.123457504752863,3.5320176258196345,1.0936214492732232,1.0608830817045773,44,1,1,,
44,1.809388896897599,2.67407000213467,1.8072249550196586,2.678440273165913,1.0492679896107373,1.0453604581725648,45,1,1,,
45,1.3991812053361024,2.5589418098914334,1.4667538098078354,2.486732920011672,,,46,1,1,1.203173921533141,1.148711370805515
46,1.380977205856902,2.229985419702862,1.3704363394986758,2.23753078855572,1.0453744725407403,1.0054016520872084,47,1,1,,
47,1.5356399674337862,2.6058211946127168,1.5339445393503959,2.6025518406789923,1.020950455354895,1.0258596350887474,48,1,1,,
48,1.7289074079172606,2.5646582061597947,1.6873443841275744,2.6018732948305483,1.214128761119543,1.0074955982686207,49,1,1,,
49,1.4107702520868919,2.4253561401257357,1.4982459104611803,2.3385178262713753,1.1404662732446202,1.0571747770164506,50,1,1,,
50,1.972400801653109,2.6813049895957213,1.958847829762464,2.677882775889783,,,1,2,1,1.0914901874848566,1.142347403305033
51,1.701098552576468,2.2497878764494383,1.570517119787801,2.370692182532833,,,2,2,1,1.0636308822731877,1.0750694201592752
52,1.498384211156165,2.3410393957529823,1.511630918299602,2.326210631855811,1.0315037799993652,1.0093669313870626,3,2,1,,
53,1.4775855533636522,2.42278929763175,1.4245055998529013,2.4659917425824593,,,4,2,1,1.1424016201490401,1.0558467441718908
54,1.6415247236094361,2.5311545682479166,1.6803002786319647,2.4986291501174245,,,5,2,1,1.0472736246065923,1.0099884034668127
55,1.3728292166013887,2.3801170027125966,1.3902678125737544,2.3630126194254326,,,6,2,1,1.0271790865684374,1.0165837575928818
56,1.314415754480473,2.3634384313173107,1.3394927709969116,2.341324688801219,,,7,2,1,1.0271572382769725,1.089329136337279
57,1.2866284432920112,2.157435076158577,1.319097566090445,2.131332858785275,,,8,2,1,1.0361674825377571,1.0133625102828376
58,1.589378386681914,2.4226383757165015,1.5260111078005207,2.50218773343481,1.1411730463624539,1.0494074159459224,9,2,1,,
59,1.60862820959511,2.9033757317373934,1.5055509712741846,2.997506300019937,1.0620432399938355,1.1302117633455673,10,2,1,,
60,1.5225264528142306,2.4746900643557797,1.4803061474431392,2.510276493135866,1.1152349470410334,1.0120759852191985,11,2,1,,
61,1.6848593284976583,3.138206602068336,1.800800483901838,3.0567873399661543,,,12,2,1,1.1625950249376138,1.0407028603409159
62,1.8892225413142691,2.79753713192525,1.7723297597605399,2.9034898261794346,,,13,2,1,1.0967441019812942,1.1444410069917044
63,2.0056212629614585,3.100318678955685,1.997809296802083,3.1371115400992577,,,14,2,1,1.0906205345718472,1.0336292198977957
64,1.5311729344484426,2.3113755556790196,1.5489701296075518,2.299905350915875,1.046930353409863,1.018872550901727,15,2,1,,
65,1.3647003536074955,2.3089427136520193,1.2994779631120845,2.3634567267518354,1.0431164385301934,1.0415680269667424,16,2,1,,
66,1.5339006324861866,2.6708176341339223,1.729836187662191,2.4885484286781847,1.1303718688540338,1.2522580045039944,17,2,1,,
67,1.798241855685058,2.9910324785524773,1.9006547446893864,2.8693364809247672,1.1197532587079493,1.0555128269109617,18,2,1,,
68,1.6485427556601266,2.48284548157539,1.6682859895764919,2.4811660132363853,,,19,2,1,1.0322116795975695,1.0040841777167469
69,1.475549462587776,2.4817915633486494,1.4874098449062128,2.4630151794019346,1.0455962536746473,1.2937278628761852,20,2,1,,
70,1.6271484158610743,2.4011737091990137,1.5309026271269877,2.4818893897967986,1.0773552569186597,1.0664297474043782,21,2,1,,
71,1.5299347953972569,3.0103340957715483,1.6707972462857992,2.8634757215946545,,,22,2,1,1.1723944336843932,1.0759094824242803
72,1.519849674311305,2.467064961680375,1.5742133079459788,2.4169836903686086,,,23,2,1,1.0405222776927565,1.0649628595420346
73,1.4791685337364031,2.0663190025811122,1.4993419436161097,2.0529953476890483,,,24,2,1,1.317169592940247,1.0841313781121575
74,1.6319248026677442,2.4565617720955153,1.5951910210483136,2.4859396427189315,,,25,2,1,1.044200471842858,1.0079997808652703
75,1.393799239468619,2.295875099981478,1.435494391099862,2.2568194348895467,,,26,2,1,1.1407252573590962,1.0980066328020244
76,1.8322667562327388,3.2411125781751977,1.9079248749574769,3.183755254842555,1.069782104181707,1.0674825394830607,27,2,1,,
77,1.9760887180206705,3.395996385140552,1.9188406319381013,3.4584275282428294,,,28,2,1,1.0537134770099856,1.033908071494998
78,1.2896250830011335,2.729837962938375,1.2989745811020241,2.722696110320224,,,29,2,1,1.071332621276068,1.0199868267550434
79,1.5470821546343705,2.869572508615488,1.5217146751249349,2.8953855869290903,1.146747119304494,1.018445330965391,30,2,1,,
80,1.7094886255246093,3.0469308081610564,1.6996175565615577,3.0574947612897274,1.0406090611942562,1.0005997223253147,31,2,1,,
81,1.9057109461295725,3.1121677817624476,1.9943445334039591,3.013739790000361,,,32,2,1,1.0606716360025292,1.0468650201726724
82,1.6702247970336996,2.5937397316347672,1.7359131651377133,2.5125626552179288,,,33,2,1,1.0478058762873272,1.0467938821400207
83,1.6177023766049097,2.5635971603446555,1.5675084370369055,2.610352535660469,1.1650203844962839,1.1035182693216383,34,2,1,,
84,2.3940474180212488,3.4343274396814167,2.6085304693981657,3.2147881340759827,,,35,2,1,1.1373169921305017,1.1236786127524672
85,1.62923552880626,2.5249641930466566,1.6550961676069549,2.5061466330024715,1.1459146740568122,1.0103424717874148,36,2,1,,
86,1.530088722242193,3.334194529523626,1.4818831120111524,3.3798071491487267,,,37,2,1,1.0518025997004938,1.0105101525869815
87,1.6655455685061706,3.0051786215510403,1.5876326188207837,3.073017448236241,,,38,2,1,1.1092899879730418,1.025868831016767
88,1.6962785636001532,3.187813762397789,1.667218982173651,3.2149974413449325,,,39,2,1,1.0517752815835058,1.003115307491627
89,1.2296241774708025,2.139997501634662,1.3145824739408063,2.068825048647264,,,40,2,1,1.0422773163477823,1.0714902344090396
90,1.6909723604237485,4.070136507129854,1.5656751161924896,4.194132893764149,,,41,2,1,1.4489117579196245,1.0701691746614588
91,1.6394551944231242,2.6947110822935754,1.4462361042290497,2.880761659480606,1.1321789669721467,1.2101417246412574,42,2,1,,
92,1.609863326350892,2.481523850665579,1.5255554302304237,2.5609302141940136,1.0542140857432007,1.0488919522823879,43,2,1,,
93,1.4594035773477112,2.366221655274032,1.5120579031106176,2.314805867968521,1.0344416058131913,1.057094910302751,44,2,1,,
94,1.5960571349815285,2.5048300927658174,1.675334479444957,2.4209848491969104,1.0561851780127711,1.0316275062501832,45,2,1,,
95,1.3463168745699383,2.3939262831076893,1.3704715831263026,2.3655078346770737,1.0770226426057252,1.0039633646391823,46,2,1,,
96,1.5055766858297692,2.781825285318338,1.5295486640722575,2.739506290464415,1.1049059973449296,1.0046138984465107,47,2,1,,
97,1.9707817822902567,3.605592186457404,2.0198590781396923,3.533099789497364,,,48,2,1,1.063416051259445,1.0089103241931314
98,1.5972499462472562,2.662665312327932,1.6376138119019896,2.648803597163465,,,49,2,1,1.0429957341430136,1.014373401747001
99,1.4416107840863284,3.1713070787096194,1.537704607165251,3.103596876684233,,,50,2,1,1.1450689805344183,1.0492495020682413
100,1.4723796534753295,3.4328871545135105,1.5559251172371324,3.3456196065438024,1.2541571112801722,1.1024790742199222,1,3,1,,
101,1.4187038764363535,2.1531917297421868,1.4420113465361004,2.127766694285154,,,2,3,1,1.0281303397691017,1.0068209576497968
102,1.6043917461678028,2.621859667865475,1.646554782374438,2.597845749674075,1.062303238444178,1.0179291949875235,3,3,1,,
103,1.5990347162190968,2.6088915130130856,1.6609477997559254,2.549519629908456,,,4,3,1,1.0428615778345696,1.0586583520391943
104,2.0346433339632304,2.843747777107863,1.9790604347822842,2.8967062765732745,,,5,3,1,1.0389598812470424,1.019738009621699
105,1.613393444710347,2.7737842972580515,1.7264332597118162,2.664835055820184,,,6,3,1,1.173641807439484,1.084128233544172
106,1.5301177237588222,2.411766711894356,1.5168155990838634,2.423170066323345,,,7,3,1,1.036466069128672,1.0030133946205875
107,1.5632824173211073,2.4508210409989895,1.4653057991322653,2.551305434321043,,,8,3,1,1.0792133861606907,1.0649823653159725
108,1.7726511390652568,2.6839553000060627,1.7691704055054809,2.701724111176927,,,9,3,1,1.0415432935475313,1.001854637404892
109,1.6820790288737935,2.9692330534119127,1.5630635580343957,3.0799486646394856,1.2050846872434788,1.0908984603499332,10,3,1,,
110,1.617720674137919,2.3979042177643124,1.5537386059196046,2.456991007451398,1.0377175440755522,1.0296876984781949,11,3,1,,
111,1.6459869506589715,2.568202828062274,1.5818812161289408,2.619000058831794,1.1696775039174898,1.0238248485515953,12,3,1,,
112,2.003454963167206,3.729435211212694,1.9733354398585226,3.7420779275191554,1.1215744173945121,1.0414816251481605,13,3,1,,
113,1.5986992082592926,2.8831194034183785,1.735855553471944,2.742770068607938,,,14,3,1,1.2543252630767772,1.2013045392677382
114,1.355562233207593,2.352902904847732,1.3642608562165177,2.3402578935367737,1.0850269576329707,1.0025984230364215,15,3,1,,
115,2.004223763277299,3.382475625839756,2.1074386976000494,3.2825258091330363,1.3583760793829398,1.0361757956034336,16,3,1,,
116,1.7724802371531447,2.6098448228329305,1.8519820517145829,2.5362155698907527,,,17,3,1,1.0603135883409252,1.0451225988194186
117,1.6348727307516522,2.944506473845028,1.684341541974432,2.896358231517259,1.050593823959458,1.0133639206311407,18,3,1,,
118,1.3828527688629322,2.512865168540843,1.4036680655618339,2.491197345031332,,,19,3,1,1.0534369567519468,1.0185644784071404
119,1.728262834952428,2.44982248237402,1.6520360638719034,2.5144184252059394,,,20,3,1,1.1332634291833947,1.056976460985478
120,1.3560175324305794,2.2699338185632922,1.3658869052767266,2.2712145889352073,,,21,3,1,1.0334061986008307,1.0037288143023615
121,1.6628713760283005,2.6770101881935706,1.6015786667850194,2.72168575764228,1.0646624861578422,1.0181603647297433,22,3,1,,
122,1.7360861095714764,2.4704811369010424,1.7113805708530756,2.493124499222343,1.0297221690857394,1.0107708740882722,23,3,1,,
123,1.4572068878859037,2.4509425194540415,1.5045274734902876,2.4056965034784628,1.347533127329579,1.0134054910115189,24,3,1,,
124,1.6846061979037288,3.1501040722164824,1.791934804981667,3.0698660212273987,1.1285498354981578,1.0352755797944684,25,3,1,,
125,1.5760343020023926,2.284691122516402,1.5873308476824597,2.2599791090172063,,,26,3,1,1.0382308638384017,1.0789140279186356
126,1.5313621468063328,2.6283245759644105,1.5341627681557009,2.6306684840426486,1.4164692998481045,1.009600984210808,27,3,1,,
127,1.7846302589217797,2.3670532779279534,1.6389120301052633,2.5195535752507734,,,28,3,1,1.0924357982665975,1.175493835024905
128,1.8442863846657789,2.6795890268664615,1.9491798633988457,2.5819986297118556,,,29,3,1,1.133575639197162,1.1904124900107078
129,1.7805910195667296,2.7936355553716212,1.7663758044450975,2.814346650679792,1.0628282388197339,1.0023675736336373,30,3,1,,
130,1.3112236928165257,2.223555933264608,1.3969524991338464,2.1480836556686085,1.1844696355449815,1.0433089937179958,31,3,1,,
131,1.7197901194152134,2.7547464091082077,1.6199978648627829,2.881244098295349,,,32,3,1,1.0761562535717597,1.031736530161738
132,1.5657149030371433,2.345928633421335,1.537475731108812,2.371696160962928,1.0251671419961617,1.0069641650532695,33,3,1,,
133,1.7606492578851536,2.4618582430663594,1.687205484729423,2.532631012801696,,,34,3,1,1.0726793149878737,1.097851358312163
134,1.7639291806455055,2.376716124802399,1.7735697606802745,2.3626819450659813,1.1252818618240994,1.0200051485057815,35,3,1,,
135,1.3660393502550037,2.2436122922461994,1.3845371281094505,2.2304167686370593,,,36,3,1,1.1057820615889071,1.003579715206627
136,1.5808219231801162,2.674878287666796,1.6552981121899617,2.6049831726577994,,,37,3,1,1.0612694941114424,1.0559053145563022
137,1.6236690318746971,2.3585451741883996,1.489453824647001,2.481138068611521,1.0638156083863226,1.1053209457011026,38,3,1,,
138,1.5029952446131463,2.545838934517661,1.5373618952725874,2.4990695758265367,,,39,3,1,1.041522213611452,1.006280831634778
139,1.3956725077066687,2.691555239475893,1.51006186122143,2.591010685307922,,,40,3,1,1.1655373090324908,1.118860671292545
140,1.6908148615217509,2.7096007363106853,1.737664598160261,2.666445269216301,,,41,3,1,1.0388164326514182,1.0127174541079722
141,1.5851886136462419,3.1758768780052833,1.5146919605546896,3.229046796192932,,,42,3,1,1.149172804264323,1.0223300049508024
142,1.785249062064813,2.3913051892457435,1.7843854917959534,2.4029426237092584,1.0269395358271316,1.0010997568242728,43,3,1,,
143,1.538473565465,2.7774794489345833,1.675019544053315,2.6624322155581983,1.0696148744551597,1.1383088903321898,44,3,1,,
144,1.2239172807110172,2.057900558741507,1.2516547965966587,2.0259751780427546,,,45,3,1,1.0260980647809286,1.0145799019120358
145,1.660139914298022,3.1809582455527052,1.5663670623530301,3.275706319800629,1.152748597449777,1.033776653094246,46,3,1,,
146,1.883245941368351,3.4734817683394343,1.7829888250310597,3.5818491507491697,,,47,3,1,1.061971945721357,1.0297965461070395
147,1.6605205959828935,2.373891482452793,1.4740921904155344,2.5509350445033343,,,48,3,1,1.1883085365114903,1.1678363749464407
148,1.2039628331896346,2.084201658429362,1.258451245401383,2.0366198694987747,,,49,3,1,1.0261495771953106,1.0434832030918735
149,1.517899968310993,2.458473573719212,1.4956323043803867,2.4789022362954363,1.0952110778307922,1.015846015543228,50,3,1,,
150,1.4102617754839222,2.3504267196280115,1.3939380450852983,2.3655647141070872,,,1,4,1,1.1016564667199087,1.0477270672779435
151,2.126601794881611,3.983685224586181,2.019738526651781,4.087975310353346,1.3508907443828506,1.0470035103990614,2,4,1,,
152,1.855619632436575,3.44582004347004,1.8079410666347262,3.498949117020316,,,3,4,1,1.0787049026367463,1.0105738820784593
153,1.3060925785424335,1.9835511881417198,1.3360581245915826,1.9572426050540566,,,4,4,1,1.3193814301012399,1.0077401077701462
154,2.1413920736573666,3.542748385605337,2.0866634921409632,3.6028641083765804,1.0604494917093505,1.0280620607201767,5,4,1,,
155,1.5030650574881612,2.5632989823865766,1.4830340311927457,2.5789878887142708,1.0284359681410278,1.0835106150923373,6,4,1,,
156,1.661450542997936,2.64346509512848,1.5735898038454583,2.7094932050542337,1.0759307218432532,1.1005794613641011,7,4,1,,
157,1.721530654493736,3.201434918139266,1.8300870529235285,3.0946469956822,,,8,4,1,1.186434819762635,1.0497853120951421
158,1.684969404694613,2.922625767471881,1.7650394268928118,2.8420452064077044,,,9,4,1,1.0802564083320694,1.0439194253386364
159,1.805279185948704,2.42993088966202,1.7554842968060613,2.500382868914132,1.0422496322210784,1.0118495537839498,10,4,1,,
160,1.6332699047325498,2.8845157755124795,1.645281567182397,2.865204387902453,1.2410599767798423,1.0288373141758869,11,4,1,,
161,1.9019839326151364,2.9580321805847123,2.024658623637808,2.8103252978264184,,,12,4,1,1.0847209782909275,1.0454319596457335
162,1.350956193437888,2.8725044151033283,1.396235526867409,2.834264476623324,,,13,4,1,1.052169089454493,1.012742982458486
163,1.6934754767503226,2.699918207068735,1.710389758768437,2.6874951617656038,1.0583884085375703,1.0012575808446889,14,4,1,,
164,1.5098249868411577,2.706628337390091,1.4256054544955665,2.794876016353424,,,15,4,1,1.048691577899897,1.0316059579551529
165,1.5709134853115392,2.518654981941939,1.7667467334332108,2.3400195692144976,,,16,4,1,1.131389128941812,1.1962976638432001
166,1.5728540870592915,2.414261499108176,1.6361891301996085,2.3564829156309246,,,17,4,1,1.1008795420728616,1.0304356118530296
167,1.2376202888515306,2.792838859934356,1.3065338277259406,2.7356005158998418,1.2592796077081785,1.0580199914113035,18,4,1,,
168,1.7045887389537344,2.862816904475093,1.6521627760295634,2.8993087007654554,,,19,4,1,1.1167807457137726,1.0654222350189395
169,1.954699298753724,3.3573498747876345,2.118002681672486,3.2046405387653456,1.3273056107441452,1.0858654832530974,20,4,1,,
170,1.789768619096493,2.7151380682985264,1.7447702678834573,2.760328895085666,1.2820301054448338,1.0527216899758542,21,4,1,,
171,1.6389710327561382,2.8389426409648717,1.5628786283854332,2.9112725914713278,,,22,4,1,1.2036112560630674,1.0328167593539295
172,1.3170649062037927,2.127415297313374,1.3676856777095205,2.0785320026097236,1.0499456765843418,1.0205180431167866,23,4,1,,
173,1.6200918830720707,2.604350502436332,1.5294600467823987,2.684814400046933,1.1820101386052804,1.0493916225509259,24,4,1,,
174,1.7452347402672552,3.5554135992602918,1.954440125417013,3.3328012206422617,,,25,4,1,1.2275263777881975,1.1426744811529415
175,1.9693478241758102,3.01046070006114,1.7173394756971818,3.229525744864519,,,26,4,1,1.1179818385775875,1.178250226389526
176,1.6480664108540128,2.761079944505984,1.6572544226819328,2.754741282353087,,,27,4,1,1.0305710930842498,1.0021927276718836
177,1.6392883519880812,2.5687064898809657,1.5959290462359546,2.600622901374247,1.151098379359273,1.2319681888844947,28,4,1,,
178,1.8704438596193602,3.1379700046860934,1.9603082588824994,3.0650196443795727,1.0578729390814392,1.1036398097857703,29,4,1,,
179,2.0182385925774518,3.0159363856825756,1.8720691693223626,3.16104606014639,1.227150753187311,1.1288306322965045,30,4,1,,
180,1.676367678074133,2.6567995499673547,1.5770162097605365,2.761713166928828,1.1052143961816767,1.1209622355273194,31,4,1,,
181,1.220150985972369,2.2394655916077015,1.2384867906031294,2.2257410393592796,,,32,4,1,1.036816938280901,1.0079512744382786
182,1.632498237127119,2.713808604909565,1.731405827992803,2.617816403929849,,,33,4,1,1.1826426073197096,1.048730732424882
183,1.541449931785249,2.67357782929362,1.6080740018299253,2.6111601855122832,1.0609029193330466,1.0630876625582222,34,4,1,,
184,1.5441412898870766,2.614572607271735,1.5411658498746128,2.630253745656361,,,35,4,1,1.1203651299946285,1.0091648876009582
185,2.0270323432248425,3.391505774559888,1.8399397337872267,3.553053462940249,1.120535806559575,1.0865742477294233,36,4,1,,
186,2.0182810325105245,3.0686813197588734,1.9283795976184999,3.152794543040019,1.1320847280365025,1.0401041142763294,37,4,1,,
187,1.9620035498690822,2.8669042640954245,1.7486696988483434,3.0618856820279943,1.1276356176054154,1.2189560120144796,38,4,1,,
188,1.6258287621737115,2.7001691179846077,1.653982796008184,2.674708287003535,,,39,4,1,1.05447187931666,1.0298350415196358
189,1.6954705147648959,3.0681612315861373,1.7296660391697714,3.028338914312416,1.1011891498568593,1.036059485722282,40,4,1,,
190,1.590344223568324,2.870334705724406,1.463103435054722,2.980530358714577,1.0865932579237256,1.1046954019046036,41,4,1,,
191,1.7062343176308457,2.3050892780411254,1.6343979257580386,2.367300372671597,1.0506803680132382,1.0406631444651249,42,4,1,,
192,1.7778128832019193,2.5205105384984843,1.7199070437950554,2.571742563619099,1.040496139801443,1.0187462336621824,43,4,1,,
193,1.6023083259906972,2.5575319083314376,1.6037345984808662,2.5424244903088256,1.042261228735748,1.0006245354056635,44,4,1,,
194,1.5365035980576722,2.5832735726427645,1.4183507211414286,2.6934296962425077,,,45,4,1,1.2811289816758933,1.0869682964201945
195,1.6325310133825066,2.179718024060515,1.6368824957008032,2.176330981390216,,,46,4,1,1.0286563818990504,1.0008454153428106
196,1.210892441026939,1.954859256302851,1.272544985658922,1.8902826947246527,,,47,4,1,1.0415314645801792,1.0451849469177814
197,1.6743184213894193,2.4780949819265388,1.7631663539237086,2.400827006119911,,,48,4,1,1.0479482723635998,1.0390682219145304
198,1.6212235594293125,3.670605221680001,1.5607815690200717,3.7171586142469453,1.066864826766877,1.012240510379175,49,4,1,,
199,1.7426379087069443,3.0610534841089234,1.7010168592950632,3.094544313865061,1.1073690664587914,1.015133008898421,50,4,1,,
200,2.0983148550004995,3.5442701534702152,2.07338018565295,3.5823825096892508,1.0609336186390879,1.0024700586772548,1,1,2,,
201,2.040287444724271,2.7552971614287873,2.109630159523215,2.681304491071068,1.0522626722927224,1.0334903841479477,2,1,2,,
202,1.6397738351688895,2.804029409839417,1.7502192035622075,2.7069917703477953,,,3,1,2,1.201960487849452,1.0759941325602014
203,1.4765164518295775,2.582955671525187,1.415862970565418,2.638938619958464,1.1150015078567768,1.092410533204675,4,1,2,,
204,1.8416992535607817,3.1596977118548186,1.7611021166242238,3.259982230743829,1.0647679874057927,1.0219927350859077,5,1,2,,
205,1.6650841427750442,2.8382465837672064,1.5671383508374022,2.9173454406592327,1.0672457978837768,1.054587619469315,6,1,2,,
206,1.6405628229158344,2.841199440659552,1.635800354817684,2.846681293286333,1.0303984740195424,1.0075595214630328,7,1,2,,
207,1.8358631194399786,2.626020258892123,1.914614760319543,2.5512994782853515,,,8,1,2,1.1074189413519935,1.2770788633486967
208,1.8232163072943472,3.1614691001053306,1.884930184328125,3.1001324373489916,1.051007623782577,1.0170287349304812,9,1,2,,
209,1.3859843236061797,2.2699730526167468,1.3930826525288091,2.268177309319145,,,10,1,2,1.0471290849829376,1.0010893079165792
210,1.96598541478905,3.0489301421571238,1.9653620202403286,3.0493755470360093,1.1463641140455825,1.001369564731339,11,1,2,,
211,1.4750843676184258,2.1316414998914093,1.3562983659757857,2.246497879036428,1.1097575677898088,1.1493796594969514,12,1,2,,
212,1.597418357503415,2.7572701866579585,1.657329885547916,2.6942962313687975,,,13,1,2,1.1298209890840247,1.0415402154279416
213,1.326478986472437,2.382215638370332,1.3632158525089793,2.358810033805474,,,14,1,2,1.051294461702962,1.0137933496855613
214,1.1707154583057386,1.7588256022673288,1.20919451388322,1.722508582555402,,,15,1,2,1.0354131497058865,1.0752985087158093
215,1.5756097995611948,2.7471537603097773,1.5132690277931822,2.8032233311923673,1.3330767584589658,1.0165696265749602,16,1,2,,
216,2.0016173549399436,3.2617215716910164,1.8675598641686295,3.3915207148124806,1.087914152386284,1.0726114373424227,17,1,2,,
217,1.439273438484294,2.570071817132759,1.4299461704159597,2.5691547420645584,1.099223286323172,1.0682795716635793,18,1,2,,
218,1.1678410546873386,1.8895476467140413,1.20528020372843,1.8528352750325787,,,19,1,2,1.1193841635983743,1.0603297487758205
219,1.570085792332298,3.0137355280761255,1.5389195548019006,3.0460453900239464,,,20,1,2,1.183432692535663,1.01566239077809
220,1.49704795783464,2.4859361329009495,1.6235422064825242,2.367267915949581,1.0629035988986952,1.0844343900084932,21,1,2,,
221,1.349799652677658,2.5247748449331047,1.4818119789966873,2.402331178532359,,,22,1,2,1.060492342827153,1.1428307051411994
