,chosen,chosen_derivative,unchosen,unchosen_derivative,.5*chosen + .5*unchosen,chosen - unchosen,simulation,version,run,.5*unchosen + .5*chosen,unchosen - chosen
33,2.28594331175129,3.017091679158502,2.1877850342452096,3.1136095346504407,1.4095275888365795,1.0662838751734005,4,4,1,,
34,2.1069175531627784,2.649452554936079,2.1042065434733153,2.650913563504853,1.0130933595844902,1.003989802657988,5,4,1,,
35,2.8551769136586387,3.750281276285206,2.822909996576392,3.783695461055755,1.1288248783622286,1.019680307256298,6,4,1,,
36,2.365242304843937,2.6699534418789894,2.414126890579352,2.6238836104437593,1.066397314324931,1.0716010008508972,7,4,1,,
37,1.9169522291158476,2.476982154025211,1.9476564126941898,2.439053741165518,,,8,4,1,1.0247122474036692,1.0343837174854884
38,2.3127650266300894,2.3389068358954894,2.2768066577128216,2.3667131818152667,,,9,4,1,1.0217198231974227,1.0665732689655594
39,2.5337891249739575,3.188264868431317,2.56762804882772,3.152538370849546,1.1436633146433313,1.0097234296920914,10,4,1,,
40,1.5936777910290767,2.5606333374103873,1.5610013494178476,2.6026744786080394,1.4176480767331556,1.0113607886907876,1,1,2,,
41,2.2922080078235405,2.835704151946465,2.3427849973943724,2.7849602559914373,1.1012536005568694,1.0180784249729216,2,1,2,,
42,2.2301046931526813,2.6845817660117848,2.2075690464415083,2.7051120073151145,1.0489159538997603,1.0155701306629328,3,1,2,,
43,2.2595217480415437,2.671484839371165,2.2668600700374095,2.6749269872797634,,,4,1,2,1.0446384247788871,1.0011253910671956
44,2.191454823500447,2.436174433231301,2.2224790677274155,2.4070005656865012,,,5,1,2,1.3258365564034003,1.0483332526440057
45,2.414179930846598,3.0737629667439688,2.435042696751253,3.052519099222387,,,6,1,2,1.208236616575031,1.0239424701465116
46,2.2294457972771413,2.6695356505010652,2.2852470743849307,2.612853472308452,1.0429702617347838,1.0460382948685185,7,1,2,,
47,2.4452453560566125,2.6244976998171055,2.461196831663782,2.605598587577034,1.1720896973163257,1.0022178245907376,8,1,2,,
48,2.144283680510762,3.3297072833268944,2.0699770244872577,3.4144330983643614,,,9,1,2,1.2282471281573308,1.164000501774961
49,2.072002153257277,2.3438227753451333,2.0564953312975875,2.356947686376461,,,10,1,2,1.2033817297837412,1.003538327052519
50,2.54113904876251,2.567155756740689,2.448051122132828,2.6611446445851477,,,1,2,2,1.100073538100676,1.0690320694306417
51,2.052669269747892,2.6072042181770234,2.1409393956716882,2.521906264639673,1.1268784700573717,1.0890147245678186,2,2,2,,
52,2.3165024827518157,3.001530139091865,2.305380639901172,3.019557069255968,1.0205314741761427,1.0633169947936725,3,2,2,,
53,2.2945529113329304,2.895513691383366,2.3610475374564466,2.83228844246122,,,4,2,2,1.0369512197081925,1.0306159661738359
54,2.3289714698807504,2.955858690190823,2.2793155105059695,3.0073498353522314,,,5,2,2,1.3090886973684668,1.0500495853549257
55,2.496421721828425,3.216373019681515,2.614049520208831,3.1049623346615984,1.1734305838180008,1.0623366746164709,6,2,2,,
56,2.375138071949199,3.403960198840376,2.3360508884860542,3.4381595736725425,,,7,2,2,1.0290717551494668,1.0136811274595805
57,1.8495901980705889,2.436150874727099,1.8325390900144003,2.4512170683613714,1.3505366122671656,1.015101316902512,8,2,2,,
58,2.4872512324257534,3.2995957453468394,2.4553053526113486,3.329067004804817,,,9,2,2,1.0207827753200565,1.0060325555855116
59,1.866049151922194,3.20618705415372,1.8758628480792536,3.195847114099997,,,10,2,2,1.0187681200598877,1.0022098642244588
60,2.7900399373106533,3.397195070243789,2.873249674319147,3.3262763078928548,1.0339944088654,1.0522779107642866,1,3,2,,
61,2.77738605899466,2.476348167427098,2.7416252022047933,2.522892715845249,1.0313869674613518,1.024877072352647,2,3,2,,
62,2.305427517421732,3.016412389097732,2.2521359167832906,3.0641290027387753,,,3,3,2,1.176944849216425,1.0350395837940904
63,2.636031956725593,2.506210290660793,2.7048353092598205,2.4466520654800896,1.0370568014596278,1.0223158697989037,4,3,2,,
64,2.331767344449163,2.661416256862175,2.3770495187533944,2.616895675658164,1.0306105047732366,1.036787241319983,5,3,2,,
65,2.1920692011108533,2.853283732707315,2.2422029881469094,2.803823778212156,1.2194097948317943,1.0548536057245468,6,3,2,,
66,2.5153156409421813,2.7410451530717483,2.445772048285956,2.809826237815476,,,7,3,2,1.0627059162647852,1.031883066101061
67,2.1722422628563707,2.5771005160285787,2.1913785145022358,2.5529679999189887,1.0583064054903268,1.0182682231000095,8,3,2,,
68,2.041044762990166,2.4652150480508297,2.038661512236172,2.462167522052312,,,9,3,2,1.1045696606895858,1.0040984408397444
69,2.23927472294368,3.0496325172512244,2.2282472531636643,3.05376580602459,,,10,3,2,1.0126688955817968,1.007489130877578
70,3.324427136281411,3.5949883737899877,3.364865212253048,3.542048559852252,1.1609877810462907,1.0054027179880654,1,4,2,,
71,2.646777056414783,3.084783911781332,2.589768373438743,3.1495997650877894,1.2870902894055243,1.13742785512839,2,4,2,,
72,2.488161982187697,2.985356157618305,2.514657329432323,2.9654432493217437,,,3,4,2,1.034270284499029,1.0062281547025684
73,2.4657488357894555,2.8595202152898116,2.6355980000255284,2.702979682101346,,,4,4,2,1.4153931028394713,1.125835227409668
74,2.0449380871382417,2.3697141102870383,2.079768127469983,2.3345806203983765,1.0566687594912538,1.0457576179300414,5,4,2,,
75,2.3018349993321925,3.060656970658383,2.3156298014736842,3.044296063303196,1.0516936111119854,1.0055284886877496,6,4,2,,
76,2.4741080764336205,2.8917356811794623,2.436193014850418,2.936599455157448,,,7,4,2,1.0241585850354704,1.0315527060020009
77,2.2261169552269973,2.5376359204139343,2.208010459136416,2.551116658145314,,,8,4,2,1.285417155489806,1.0039104008369715
78,2.123239907517935,2.4358628695813707,2.104172097595463,2.4539637639243064,,,9,4,2,1.0489277201273233,1.0287913749382445
79,3.645578583073961,4.431620368463886,3.619209884872771,4.45516960476051,,,10,4,2,1.0393431405304376,1.00446840485325
80,2.173638578606118,2.9465643058551576,2.040465505538952,3.0849249176180438,1.1947385857001522,1.096831679417852,1,1,3,,
81,2.0145484522675927,2.276304200771838,1.9430214414266143,2.3595767169655715,1.1154005322546576,1.061357426397599,2,1,3,,
82,2.377761697171227,2.8136265846077624,2.325140053416002,2.856720277659113,1.072145939196971,1.0502814802112055,3,1,3,,
83,2.5963710884479734,2.8657357339174365,2.7179350484259457,2.747633785374323,1.1314209911301514,1.1275959842509395,4,1,3,,
84,2.0386332576229567,1.9990630783451866,2.041868847186032,1.9963047294563208,,,5,1,3,1.0118107396158122,1.0106471316944903
85,2.17392297880904,2.485381041504792,2.1440090449552236,2.520929897917694,1.0237314718240977,1.0791333561494543,6,1,3,,
86,2.011960207338681,2.9642467016470646,2.005403870107659,2.963099626768518,,,7,1,3,1.0243612036701046,1.0175093296601723
87,2.6834534133716925,2.9657476594748062,2.5747155411530143,3.074168624645339,,,8,1,3,1.1112268306322226,1.078680929965787
88,2.6811635273263055,2.621611746740323,2.761047471471932,2.5437985302974906,1.1525692844023576,1.0475627628705881,9,1,3,,
89,1.8986901924514554,2.7412658775465517,1.8752412789283168,2.764845454260027,,,10,1,3,1.147940932213662,1.048895728851301
90,2.2308099618849693,2.6812769231489453,2.156757718607188,2.7529855755828794,,,1,2,3,1.0882977862953132,1.0468112606633162
91,1.8122876235997025,2.4973278804566643,1.7431605683849547,2.5573427388513794,,,2,2,3,1.242098157020126,1.0557786067169668
92,2.8989896062712064,2.6399194236278483,2.7851934165486645,2.749517355955784,1.423137883496781,1.0709980832029504,3,2,3,,
93,2.172634567310161,2.865587027401638,2.083644329670513,2.954945505441395,,,4,2,3,1.0559341836651137,1.0454244489993048
94,3.0015693246058803,2.774413419813427,2.9652498026312,2.810770192130416,,,5,2,3,1.058319307920467,1.0106809708490487
95,2.3453448935185746,2.8109667042014705,2.265361402539863,2.9083877363169863,,,6,2,3,1.109572555618223,1.0615045261128353
96,2.7036991826159325,3.757549023077263,2.7428730392183454,3.726970185074902,,,7,2,3,1.0677882835188373,1.0179940282988313
97,2.6123300816720394,2.616454051144071,2.570233054380121,2.6699375991693914,,,8,2,3,1.0344885787516354,1.0082126862259206
98,2.2463894340765127,3.084591959207336,2.3298889498426667,2.9983146529547935,1.0476610132461825,1.0627486736209604,9,2,3,,
99,2.131209113568336,2.837274444236513,2.1223692383441475,2.8484279461771136,,,10,2,3,1.0154869446438028,1.0018966297528091
100,2.122242234636678,2.3424619273058025,2.100834199863778,2.3666696497510524,,,1,3,3,1.0675166096660107,1.0492773335096601
101,2.285644350584867,3.6130357031861493,2.3352566875516376,3.5676044800054054,1.030854070153217,1.0302552480667722,2,3,3,,
102,1.805997781802104,2.670944549428283,1.7905377564586764,2.6921868478902464,,,3,3,3,1.248402775798719,1.0024285154699704
103,1.8375864517862808,2.9395418480643314,1.9282505015059825,2.8533902606942916,,,4,3,3,1.0408132232308944,1.0484013047084195
104,2.2757350374089342,2.398780697909076,2.305677523030774,2.370072014761097,,,5,3,3,1.161080148175046,1.0088284689888978
105,1.9985919098291622,2.389028133900072,1.9826074007569159,2.403949533214736,1.017151950673921,1.0493386490756813,6,3,3,,
106,2.407144999161053,3.401660579266627,2.3693485008715633,3.4364230507896214,,,7,3,3,1.033014342793455,1.0230648182492483
107,3.152070818170276,3.451066357793139,3.082383071966193,3.5179636742159244,,,8,3,3,1.1203276600913845,1.0166092888608353
108,2.1230720132498115,2.293009203095765,2.05931619456868,2.354560930150875,,,9,3,3,1.0576082739701254,1.1038057770535032
109,3.0946310697175123,3.578119231888787,3.1121397395260524,3.5578678438957225,1.0275162521173307,1.0058753764609414,10,3,3,,
110,1.6276533892233287,2.788428244346813,1.6905846916942837,2.7268916206125517,,,1,4,3,1.0368129801385422,1.0424380509951914
111,1.9228783116853732,3.3410647489214678,1.8789048849012633,3.376977156486318,1.0926312720342335,1.040904050402937,2,4,3,,
112,3.057666008106444,3.1303105917043497,3.002919323571399,3.1659087211114962,1.2217472107366538,1.0424014192969826,3,4,3,,
113,2.705447380707587,2.6535381598565473,2.737462920368551,2.630987157986535,1.0310759178193625,1.0261500593272377,4,4,3,,
114,2.294023322986127,2.4161936509186424,2.316278896686749,2.3943744009832577,,,5,4,3,1.0176212672336253,1.0253323652751352
115,2.489986879226294,2.624867400489,2.5260449878511526,2.587983882548046,1.0489743702231804,1.1292341323021406,6,4,3,,
116,3.1464154752946363,2.969627441706055,3.1287564508769776,2.9734429365127153,1.080301417872986,1.0026260108053826,7,4,3,,
117,2.758108110368061,3.4773598923083364,2.672901715249823,3.5536551027360184,,,8,4,3,1.2420022217446038,1.033652240958864
118,2.2329538277517127,2.5408769616852975,2.198161941745282,2.583427793909172,1.0573796997282612,1.013005767357066,9,4,3,,
119,2.7399230588280084,2.6403007602852853,2.7305799064804166,2.650888734528845,1.173098551367774,1.0474406977957529,10,4,3,,
120,1.7293132958160045,2.514035189151259,1.830264678129148,2.4166684337755533,,,1,1,4,1.062776356165733,1.0651393738775343
121,1.7111385289153795,2.211564554240758,1.7445028627690198,2.1811750190501766,,,2,1,4,1.0230366517775298,1.0301637499416596
122,2.932550718900022,3.3610536640625757,2.914114673007591,3.383869717130913,,,3,1,4,1.0212916376805419,1.0020596047883492
123,2.5565591160605043,3.0733332382125877,2.66106257464325,2.979324148992891,1.0722884516015818,1.053230868611062,4,1,4,,
124,2.248800000372313,2.669528337626592,2.32997686408135,2.583780099077861,,,5,1,4,1.2467830131667628,1.0374752326080172
125,2.0938519704677696,2.703345210004599,2.061044844690213,2.736306229059914,1.0235340285523988,1.0116492987857955,6,1,4,,
126,2.1692114650728085,2.9455199913774717,2.1300709808370506,2.9818006917650632,,,7,1,4,1.0266120870626818,1.013372698597906
127,2.476993732452733,2.621887293390694,2.4696884900308635,2.637523976048492,1.1042815875397118,1.0516959066342615,8,1,4,,
128,1.9609986144360683,2.623848031610807,1.9751921871086577,2.6103026235193356,1.0463010334227925,1.023275566074286,9,1,4,,
129,2.306846141041171,3.1228145311522417,2.3241416058684115,3.103468009468666,1.0553233721146098,1.0065935936859218,10,1,4,,
130,1.802521415644671,2.599113250101071,1.864667804926046,2.5393912625190795,1.0380782931503174,1.0681721842915637,1,2,4,,
131,2.434993555768371,3.7126783531081875,2.4787577752081393,3.671712356391489,1.1753383799613961,1.0107715555008918,2,2,4,,
132,2.2733664770600823,2.7692553717327084,2.2279921302905024,2.809832149097329,,,3,2,4,1.0245617341633046,1.0164645783462756
133,2.181374870660514,2.6726241857060047,2.234539354991058,2.617111884571137,,,4,2,4,1.038152177493083,1.0230494688589626
134,2.1592972550165066,2.924011749353553,2.11327469538243,2.9719576704505166,1.0338416827811765,1.0305415939819147,5,2,4,,
135,2.460111899344293,2.9822002973584785,2.4250687812209026,3.0222214998823214,1.034553952076121,1.0185723317951558,6,2,4,,
136,3.3926878749266884,3.1273345706892326,3.237405423983211,3.2792623279506383,,,7,2,4,1.1725037320790213,1.1346112746787675
137,2.552965337809301,2.835281643274562,2.6494052413302835,2.743858824963466,1.082475793982353,1.0615772224382667,8,2,4,,
138,2.4953804903852173,2.9134380215951095,2.483449680627071,2.9147666658827336,1.3645503541080009,1.0041019362878678,9,2,4,,
139,2.5837140625998294,2.39023591215247,2.4785547871290534,2.494345491192338,,,10,2,4,1.0984591929514815,1.0593262480115053
140,2.146418176699019,2.6236516489332473,2.141221704270569,2.631865444007842,,,1,3,4,1.012924108828452,1.001775591654679
141,2.155508398492801,2.864545752901924,2.2146352112655547,2.8070844146614786,1.0710172045061455,1.034005330505669,2,3,4,,
142,2.0156529034228807,2.271232192180202,1.9855460455354481,2.3112860541630877,1.0389759437059114,1.0103764588882687,3,3,4,,
143,2.2918770983140018,2.4599406326891637,2.187190934579493,2.559861406672381,,,4,3,4,1.5012873131246813,1.0995288969620445
144,2.172395106669796,2.958970927456095,2.1262132420043027,2.999589680913358,,,5,3,4,1.06079470996388,1.0814386578455892
145,2.530298775885918,3.008869023404273,2.600094356423471,2.943564404381972,1.221582790139854,1.0409743319786031,6,3,4,,
146,2.3368272375641177,2.856517136775189,2.378701163815431,2.824278093857309,,,7,3,4,1.0314747070168124,1.0978809977558341
147,2.3044859207834416,3.100323202429648,2.2377897918906964,3.163808685728477,1.1954852348864475,1.0253914136373252,8,3,4,,
148,1.964331066024727,2.709041451407136,1.9368569014014443,2.7407702708596053,,,9,3,4,1.1163216793365982,1.0299724727582904
149,2.1595023894736065,2.4853273052629983,2.1280671622041174,2.51613215014829,,,10,3,4,1.022839544513091,1.036934004396679
150,2.6873180972996162,3.1621232435220703,2.7919991361880268,3.054403763762917,,,1,4,4,1.086254549454735,1.099806036083911
151,3.035204301118879,3.6737015922414122,2.9153874077261213,3.7766264998194146,1.1660307444881264,1.049234366400855,2,4,4,,
152,2.616146108396723,3.5634724460514113,2.6392565514995727,3.540796765196596,,,3,4,4,1.0274016112058593,1.0406719731171714
153,2.674110031594682,3.5556124811100016,2.7881318174444862,3.441722270107487,1.2360493783332078,1.1205477035586313,4,4,4,,
154,2.1682561841494508,2.241731848659352,2.1335727920337675,2.2752061500273806,1.0273485672985287,1.054371950768232,5,4,4,,
155,2.676674326762882,2.980820160671209,2.662915934982662,2.999619837728545,1.0782195235581324,1.0598845437330728,6,4,4,,
156,1.998873373286352,2.4110665872560815,1.9673691247671803,2.44119261201354,,,7,4,4,1.1305272273316394,1.0140483831447253
157,2.185076766894643,2.872644054379538,2.183550307956607,2.8713278749286957,,,8,4,4,1.0436553197636693,1.002119258147179
158,2.569184558917314,3.3404922663172547,2.4884376413019904,3.4274424270013153,,,9,4,4,1.5017855873620571,1.0495789127662305
159,2.5258870723072913,2.780097018791637,2.447444282955497,2.8573812869661106,,,10,4,4,1.0581203717550536,1.0538824942864946
