,PID,practice,run,block,trial,iti,pair_id,choice_type,reward_type,stimulus_id,path,outcome_response,outcome_rt,outcome_acc,confidence_response,confidence_rt,long_iti,simulation,version
24,,0,1,1.0,25,2300.0,C,unchosen,,,,,,,,,0.0,44,4
25,,0,1,1.0,26,3100.0,G,chosen,,,,,,,,,1.0,44,4
26,,0,1,1.0,27,1400.0,F,chosen,,,,,,,,,0.0,44,4
27,,0,1,2.0,28,1900.0,F,unchosen,,,,,,,,,0.0,44,4
28,,0,1,2.0,29,2000.0,K,chosen,,,,,,,,,0.0,44,4
29,,0,1,2.0,30,1100.0,J,chosen,,,,,,,,,0.0,44,4
30,,0,1,2.0,31,1000.0,G,unchosen,,,,,,,,,0.0,44,4
31,,0,1,2.0,32,4500.0,K,unchosen,,,,,,,,,1.0,44,4
32,,0,1,2.0,33,1500.0,G,chosen,,,,,,,,,0.0,44,4
33,,0,1,2.0,34,1700.0,A,unchosen,,,,,,,,,0.0,44,4
34,,0,1,2.0,35,2200.0,D,chosen,,,,,,,,,0.0,44,4
35,,0,1,2.0,36,1700.0,C,chosen,,,,,,,,,0.0,44,4
36,,0,1,2.0,37,2200.0,L,unchosen,,,,,,,,,0.0,44,4
37,,0,1,2.0,38,1400.0,H,chosen,,,,,,,,,0.0,44,4
38,,0,1,2.0,39,4100.0,B,chosen,,,,,,,,,1.0,44,4
39,,0,1,2.0,40,1400.0,D,unchosen,,,,,,,,,0.0,44,4
40,,0,1,2.0,41,1500.0,E,chosen,,,,,,,,,0.0,44,4
41,,0,1,2.0,42,2400.0,C,unchosen,,,,,,,,,0.0,44,4
42,,0,1,2.0,43,1200.0,I,chosen,,,,,,,,,0.0,44,4
43,,0,1,2.0,44,1200.0,I,unchosen,,,,,,,,,0.0,44,4
44,,0,1,2.0,45,4000.0,L,chosen,,,,,,,,,1.0,44,4
45,,0,1,2.0,46,1400.0,E,unchosen,,,,,,,,,0.0,44,4
46,,0,1,2.0,47,2300.0,F,chosen,,,,,,,,,0.0,44,4
47,,0,1,2.0,48,3000.0,H,unchosen,,,,,,,,,0.0,44,4
48,,0,1,2.0,49,1900.0,B,unchosen,,,,,,,,,0.0,44,4
49,,0,1,2.0,50,1200.0,A,chosen,,,,,,,,,0.0,44,4
50,,0,1,2.0,51,4400.0,J,unchosen,,,,,,,,,1.0,44,4
51,,0,1,3.0,52,2800.0,E,chosen,,,,,,,,,1.0,38,4
52,,0,1,3.0,53,2600.0,G,unchosen,,,,,,,,,0.0,38,4
53,,0,1,3.0,54,1300.0,B,unchosen,,,,,,,,,0.0,38,4
54,,0,1,3.0,55,2000.0,I,chosen,,,,,,,,,0.0,38,4
55,,0,1,3.0,56,1200.0,F,unchosen,,,,,,,,,0.0,38,4
56,,0,1,3.0,57,1800.0,L,chosen,,,,,,,,,0.0,38,4
57,,0,1,3.0,58,3000.0,H,chosen,,,,,,,,,1.0,38,4
58,,0,1,3.0,59,2000.0,E,unchosen,,,,,,,,,0.0,38,4
59,,0,1,3.0,60,1800.0,K,chosen,,,,,,,,,0.0,38,4
60,,0,1,3.0,61,1600.0,J,unchosen,,,,,,,,,0.0,38,4
61,,0,1,3.0,62,1300.0,D,unchosen,,,,,,,,,0.0,38,4
62,,0,1,3.0,63,1400.0,F,chosen,,,,,,,,,0.0,38,4
63,,0,1,3.0,64,1800.0,A,chosen,,,,,,,,,0.0,38,4
64,,0,1,3.0,65,3200.0,I,unchosen,,,,,,,,,1.0,38,4
65,,0,1,3.0,66,2500.0,G,chosen,,,,,,,,,0.0,38,4
66,,0,1,3.0,67,2700.0,C,chosen,,,,,,,,,0.0,38,4
67,,0,1,3.0,68,1000.0,C,unchosen,,,,,,,,,0.0,38,4
68,,0,1,3.0,69,2300.0,L,unchosen,,,,,,,,,0.0,38,4
69,,0,1,3.0,70,1500.0,J,chosen,,,,,,,,,0.0,38,4
70,,0,1,3.0,71,1700.0,K,unchosen,,,,,,,,,0.0,38,4
71,,0,1,3.0,72,1100.0,D,chosen,,,,,,,,,0.0,38,4
72,,0,1,3.0,73,4400.0,H,unchosen,,,,,,,,,1.0,38,4
73,,0,1,3.0,74,1600.0,A,unchosen,,,,,,,,,0.0,38,4
74,,0,1,3.0,75,1400.0,B,chosen,,,,,,,,,0.0,38,4
75,,0,1,4.0,76,1100.0,F,chosen,,,,,,,,,0.0,38,4
76,,0,1,4.0,77,2500.0,B,unchosen,,,,,,,,,0.0,38,4
77,,0,1,4.0,78,1600.0,K,chosen,,,,,,,,,0.0,38,4
78,,0,1,4.0,79,1900.0,H,unchosen,,,,,,,,,0.0,38,4
79,,0,1,4.0,80,2800.0,L,unchosen,,,,,,,,,1.0,38,4
80,,0,1,4.0,81,2000.0,G,chosen,,,,,,,,,0.0,38,4
81,,0,1,4.0,82,1200.0,C,chosen,,,,,,,,,0.0,38,4
82,,0,1,4.0,83,1500.0,A,unchosen,,,,,,,,,0.0,38,4
83,,0,1,4.0,84,1600.0,C,unchosen,,,,,,,,,0.0,38,4
84,,0,1,4.0,85,2300.0,H,chosen,,,,,,,,,0.0,38,4
85,,0,1,4.0,86,4800.0,D,chosen,,,,,,,,,1.0,38,4
86,,0,1,4.0,87,2400.0,E,unchosen,,,,,,,,,0.0,38,4
87,,0,1,4.0,88,1600.0,G,unchosen,,,,,,,,,0.0,38,4
88,,0,1,4.0,89,1400.0,L,chosen,,,,,,,,,0.0,38,4
89,,0,1,4.0,90,2000.0,K,unchosen,,,,,,,,,0.0,38,4
90,,0,1,4.0,91,1300.0,A,chosen,,,,,,,,,0.0,38,4
91,,0,1,4.0,92,3100.0,B,chosen,,,,,,,,,1.0,38,4
92,,0,1,4.0,93,1100.0,J,unchosen,,,,,,,,,0.0,38,4
93,,0,1,4.0,94,1900.0,I,chosen,,,,,,,,,0.0,38,4
94,,0,1,4.0,95,1200.0,F,unchosen,,,,,,,,,0.0,38,4
95,,0,1,4.0,96,1700.0,E,chosen,,,,,,,,,0.0,38,4
96,,0,1,4.0,97,1200.0,I,unchosen,,,,,,,,,0.0,38,4
97,,0,1,4.0,98,2700.0,J,chosen,,,,,,,,,0.0,38,4
98,,0,1,4.0,99,3100.0,D,unchosen,,,,,,,,,1.0,38,4
